Hospital,Hospital type,Control type,Cost To Charge Ratio,Fiscal Year Begin Date,Total Bad Debt expense,Urban (1) and Rural (2) Indicator,FTE Employees on Payroll,Total Salaries,Total Days Title XVIII,Total Costs,Medicaid charges,HVBP payment adjustment amount,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Interim payments,NUMBER OF BEDS: ICU,Total discharges,BED DAYS: Total Hospital,Total Charges,REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Fiscal Year End Date,Cost of Uncompensated Care,State,IPPS Payment amount (unadjusted),NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: Total Hospital,Net Revenue from Medicaid,Total Liabilities,Number of Interns & Residents,Total Days,IPPS Interim payment,Total cost of charity care,FFY
NEWPORT COMMUNITY HOSPITAL (501310),General Short Term (Critical Access Hospitals),Governmental-Hospital District,0.651164,2014-01-01 00:00:00,794670.0,2.0,,14177241.0,1641.0,23894704.0,6786295.0,,,,2565405.0,,335.0,7300.0,36695396.0,2520072.0,,,2014-12-31,600525.0,WA,,20.0,20.0,4625077.0,2809752.0,159.7,2543.0,,158296.0,2014
NEWPORT HOSPITAL (410006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.403495,2013-10-01 00:00:00,6370835.0,1.0,,40381153.0,9749.0,92462335.0,30806000.0,-317.0,,38155717.0,5310240.0,10.0,4223.0,37230.0,229153618.0,5338287.0,,,2014-09-30,5912703.0,RI,16645254.0,92.0,102.0,10251000.0,48212000.0,598.82,19499.0,14888026.0,3356863.0,2014
NEWPORT MEDICAL CENTER (440153),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.173953,2013-10-01 00:00:00,7618451.0,2.0,,10841715.0,2045.0,27781469.0,42889006.0,,,10311153.0,1715358.0,5.0,2285.0,11680.0,159706446.0,1725444.0,,,2014-09-30,3670223.0,TN,3750230.0,27.0,32.0,4991212.0,9139349.0,186.34,6695.0,3322019.0,2275537.0,2014
NEWTON MEDICAL CENTER (110018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.250087,2014-01-01 00:00:00,1711675.0,1.0,,36116110.0,5530.0,69864965.0,40300295.0,-51096.0,,29886421.0,6852810.0,10.0,4745.0,31755.0,279363074.0,6743811.0,,,2014-12-31,5706698.0,GA,14026604.0,73.0,87.0,10598696.0,35169358.0,631.0,16588.0,12145278.0,5250196.0,2014
NEWTON MEDICAL CENTER (170103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.314684,2014-07-01 00:00:00,4207305.0,1.0,,33033370.0,7270.0,51333828.0,13384182.0,839.0,,23441705.0,5847614.0,6.0,2587.0,30295.0,163128191.0,5879017.0,,,2015-06-30,2035751.0,KS,11692028.0,77.0,83.0,2891612.0,21422514.0,537.93,12147.0,10850586.0,705232.0,2014
NEWTON MEDICAL CENTER (310028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.138197,2014-01-01 00:00:00,8336000.0,1.0,,72114960.0,18587.0,126867247.0,79316677.0,-34967.0,,57611424.0,9140051.0,10.0,7401.0,48180.0,918019134.0,9277736.0,,,2014-12-31,1435190.0,NJ,34113382.0,120.0,132.0,6737669.0,18780145.0,929.93,31175.0,29099095.0,213452.0,2014
NEWTON WELLESLEY HOSPITAL (220101),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.298203,2013-10-01 00:00:00,8553000.0,1.0,39.18,185551495.0,19954.0,362183849.0,71176362.0,119333.0,,173667125.0,20731772.0,12.0,14377.0,83220.0,1214555857.0,20868496.0,,,2014-09-30,5086049.0,MA,52500187.0,216.0,228.0,13975882.0,259396000.0,2172.58,66117.0,48187848.0,2476975.0,2014
NEXUS SPECIALTY HOSPITAL (452057),General Long Term,Proprietary-Other,,2014-09-01 00:00:00,,1.0,,11503418.0,9745.0,29735537.0,,,,,112084.0,6.0,668.0,27375.0,104210663.0,114370.0,,,2015-08-31,,TX,,69.0,75.0,,18897528.0,208.65,18663.0,,,2014
NIAGARA FALLS MEMORIAL MEDICAL CENTE (330065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.507928,2014-01-01 00:00:00,3088395.0,1.0,12.75,44496467.0,8157.0,80345789.0,50696430.0,-24347.0,,38158651.0,4634240.0,12.0,5182.0,47745.0,158183499.0,4786812.0,,,2014-12-31,3169008.0,NY,13984342.0,121.0,133.0,17573829.0,45565451.0,819.1,26872.0,12559132.0,1600326.0,2014
NICHOLAS H. NOYES MEMORIAL HOSPITAL (330238),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.342773,2014-01-01 00:00:00,1329775.0,1.0,,21466128.0,2622.0,37432055.0,23980141.0,-8032.0,,17187989.0,3402050.0,,1700.0,24455.0,109203720.0,3478901.0,,,2014-12-31,886920.0,NY,4203919.0,67.0,67.0,7421605.0,26039970.0,389.8,7539.0,3897461.0,438395.0,2014
NINNESCAH VALLEY HEALTH SYSTEMS (171378),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.492843,2014-05-01 00:00:00,526343.0,2.0,,5299538.0,2616.0,9249068.0,742946.0,,,,1938499.0,,375.0,9125.0,18766763.0,1563131.0,,,2015-04-30,229801.0,KS,,25.0,25.0,160621.0,3228311.0,114.24,2869.0,,28839.0,2014
NIOBRARA HEALTH & LIFE CENTER (531314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1.526679,2014-07-01 00:00:00,140111.0,2.0,,3522221.0,193.0,7022357.0,878704.0,,,,1092367.0,,43.0,8760.0,4599760.0,1388983.0,,,2015-06-30,267641.0,WY,,24.0,24.0,580015.0,4160486.0,57.79,7378.0,,54535.0,2014
NIOBRARA VALLEY HOSPITAL (281303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.953761,2014-09-01 00:00:00,77847.0,2.0,,879479.0,282.0,2325212.0,121369.0,,,,593561.0,,28.0,7300.0,2437939.0,552277.0,,,2015-08-31,110037.0,NE,,20.0,20.0,69623.0,433004.0,19.82,583.0,,35790.0,2014
NIX COMMUNITY GENERAL HOSPITAL (670089),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.678666,2014-01-01 00:00:00,2260528.0,2.0,,1838431.0,90.0,5702770.0,1505156.0,,,1838431.0,295007.0,,103.0,6570.0,8402913.0,301025.0,,,2014-12-31,1558709.0,TX,192860.0,18.0,18.0,219818.0,394127.0,39.0,212.0,138679.0,37319.0,2014
NIX HEALTH CARE SYSTEM (450130),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.221827,2014-01-01 00:00:00,10817522.0,1.0,,43092458.0,12357.0,107720322.0,81289980.0,-3219.0,66414.0,39179473.0,5926394.0,12.0,8578.0,72270.0,485604568.0,6048756.0,,,2014-12-31,4388413.0,TX,27002565.0,186.0,198.0,10817847.0,22094355.0,712.0,46719.0,25595324.0,1767141.0,2014
NOCONA GENERAL HOSPITAL (450641),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.53368,2014-07-01 00:00:00,1306366.0,2.0,,3738489.0,1382.0,6937496.0,,6722.0,,3171131.0,426491.0,,383.0,12045.0,12999344.0,435301.0,,,2015-06-30,751940.0,TX,1686589.0,33.0,33.0,79970.0,2132086.0,88.56,2200.0,1898038.0,67966.0,2014
NOLAND HOSPITAL ANNISTON (012011),General Long Term,Voluntary Nonprofit-Other,,2014-02-01 00:00:00,,1.0,,2698530.0,6098.0,8955238.0,,,,,1164.0,,304.0,13870.0,31766677.0,1188.0,,,2015-01-31,,AL,,38.0,38.0,,1762714.0,48.3,8124.0,,,2014
NOLAND HOSPITAL BIRMINGHAM (012009),General Long Term,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,,2578131.0,4893.0,7400368.0,,,,,83.0,,249.0,12330.0,21829041.0,85.0,,,2015-03-31,,AL,,45.0,45.0,,798874.0,54.3,6757.0,,,2014
NOLAND HOSPITAL DOTHAN (012010),General Long Term,Voluntary Nonprofit-Other,,2013-10-01 00:00:00,,1.0,,4170507.0,8230.0,10432306.0,,,,,74.0,,350.0,13051.0,32660566.0,76.0,,,2014-09-30,,AL,,38.0,38.0,,926135.0,65.6,9914.0,,,2014
NOLAND HOSPITAL MONTGOMERY (012007),General Long Term,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,,2509439.0,3909.0,6878354.0,,,,,,,214.0,17810.0,18089596.0,,,,2015-03-31,,AL,,65.0,65.0,,996202.0,52.7,5616.0,,,2014
NOLAND HOSPITAL SHELBY (012013),General Long Term,Voluntary Nonprofit-Other,,2014-02-01 00:00:00,,1.0,,1634321.0,2165.0,4531716.0,,,,,40.0,,133.0,18980.0,18078125.0,41.0,,,2015-01-31,,AL,,52.0,52.0,,861298.0,25.6,3753.0,,,2014
NOLAND HOSPITAL TUSCALOOSA (012012),General Long Term,Voluntary Nonprofit-Other,,2014-04-01 00:00:00,,1.0,,2808137.0,6164.0,7968987.0,,,,,1006.0,,270.0,9792.0,28346423.0,1027.0,,,2015-01-31,,AL,,32.0,32.0,,1667686.0,52.9,7325.0,,,2014
NOR-LEA HOSPITAL (321305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,0.358542,2014-07-01 00:00:00,8981759.0,2.0,,24108717.0,1198.0,47707808.0,28025519.0,,,,5428416.0,,500.0,9125.0,133060650.0,4537582.0,,,2015-06-30,3118338.0,NM,,25.0,25.0,6555016.0,7005943.0,339.32,1791.0,,92912.0,2014
NORMAN REGIONAL HOSPITAL (370008),General Short Term (Acute Care Hospitals),Governmental-City-County,0.186211,2014-07-01 00:00:00,31613936.0,1.0,,155390227.0,27081.0,263569966.0,147254522.0,-18621.0,,113366389.0,23567446.0,52.0,14761.0,106580.0,1415438036.0,24150055.0,,,2015-06-30,16577268.0,OK,57749952.0,222.0,292.0,41359335.0,256834723.0,2234.52,64303.0,51912963.0,10354239.0,2014
NORMAN SPECIALTY HOSPITAL (372021),General Long Term,Proprietary-Corporation,,2014-06-01 00:00:00,,1.0,,7356547.0,9087.0,16318591.0,,,,,,,488.0,18250.0,44627793.0,,,,2015-05-31,,OK,,50.0,50.0,,4964183.0,126.07,12060.0,,,2014
NORRISTOWN STATE HOSPITAL (394001),Psychiatric,Governmental-State,,2014-07-01 00:00:00,,1.0,,38670324.0,249.0,79042430.0,,,,,490881.0,137.0,96.0,124825.0,70413129.0,547802.0,,,2015-06-30,,PA,,129.0,266.0,,,621.0,93199.0,,,2014
NORTH ADAMS REGIONAL HOSPITAL (220051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.598309,2013-10-01 00:00:00,1525456.0,2.0,,27584549.0,1515.0,35837255.0,21584507.0,9803.0,,25478315.0,2490093.0,13.0,830.0,8771.0,59897612.0,2534316.0,,,2014-03-27,1171512.0,MA,4557992.0,36.0,49.0,7628025.0,44483061.0,393.49,2683.0,4558038.0,296942.0,2014
NORTH ALABAMA REGIONAL HOSPITAL (014009),Psychiatric,Voluntary Nonprofit-Other,,2013-10-01 00:00:00,,1.0,,6479341.0,3084.0,12383017.0,,,,,,,771.0,28835.0,12767905.0,,,,2014-09-30,,AL,,79.0,79.0,,177986.0,171.0,21401.0,,,2014
NORTH ARKANSAS REGIONAL MEDICAL CTR (040017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.298667,2014-04-01 00:00:00,8965990.0,2.0,,33150629.0,5671.0,61109447.0,29378215.0,-25627.0,,23063178.0,7950462.0,24.0,3609.0,43800.0,204607186.0,8116114.0,,,2015-03-31,3523835.0,AR,12340293.0,96.0,120.0,3842483.0,35647204.0,559.67,12289.0,10656268.0,799861.0,2014
NORTH AUSTIN MEDICAL CENTER (450809),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.147485,2014-07-01 00:00:00,20911060.0,1.0,1.0,88694331.0,23882.0,234044124.0,171426250.0,72015.0,,88057689.0,11197125.0,30.0,18876.0,124612.0,1586902342.0,11435599.0,,,2015-06-30,17657759.0,TX,49453501.0,254.0,341.0,21016684.0,-214203388.0,1381.86,105783.0,44902629.0,14192135.0,2014
NORTH BALDWIN INFIRMARY (010129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.342886,2014-04-01 00:00:00,5402628.0,2.0,,9137480.0,2194.0,22752590.0,9295017.0,17264.0,,7541105.0,1817695.0,4.0,1770.0,20075.0,66356114.0,1767338.0,,,2015-03-31,2445006.0,AL,3564331.0,51.0,55.0,1645456.0,58938955.0,168.7,6183.0,3697183.0,591487.0,2014
NORTH BIG HORN HOSPITAL (531309),General Short Term (Critical Access Hospitals),Proprietary-Individual,0.797535,2014-07-01 00:00:00,766164.0,2.0,,9068576.0,1467.0,15262804.0,949454.0,,,,1341886.0,,204.0,5475.0,19137475.0,1227209.0,,,2015-06-30,1602887.0,WY,,15.0,15.0,347060.0,1741419.0,109.31,1693.0,,1013908.0,2014
NORTH CADDO MEDICAL CENTER (191304),General Short Term (Critical Access Hospitals),Governmental-Hospital District,0.564095,2014-07-01 00:00:00,2758281.0,1.0,1.0,10265935.0,3302.0,17420830.0,5270529.0,,,,1166414.0,,779.0,9125.0,30882818.0,1029067.0,,,2015-06-30,1827621.0,LA,,25.0,25.0,3437995.0,19988072.0,169.82,4859.0,,311281.0,2014
NORTH CANYON MEDICAL CENTER (131302),General Short Term (Critical Access Hospitals),Governmental-Hospital District,0.745531,2013-10-01 00:00:00,1075001.0,2.0,,5913083.0,1247.0,17359033.0,3696785.0,,,,2610717.0,,345.0,5475.0,23284113.0,3252235.0,,,2014-09-30,952796.0,ID,,15.0,15.0,2101149.0,26206767.0,102.55,1624.0,,151349.0,2014
NORTH CAROLINA BAPTIST HOSPITAL (340047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.298158,2014-07-01 00:00:00,81614225.0,1.0,687.95,415934668.0,64711.0,1080916302.0,605738904.0,-220891.0,,375073565.0,74359413.0,184.0,36600.0,274061.0,3625311728.0,76171886.0,,,2015-06-30,116200213.0,NC,228485396.0,541.0,762.0,143744918.0,851291672.0,7554.47,219269.0,213265809.0,91617749.0,2014
NORTH CAROLINA SPECIALTY HOSPITAL (340049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.369254,2014-01-01 00:00:00,1217882.0,1.0,,10555131.0,1504.0,39060942.0,3615804.0,31328.0,,10019112.0,4450514.0,,1684.0,6570.0,105783488.0,4497444.0,,,2014-12-31,534040.0,NC,6912994.0,18.0,18.0,723161.0,6668920.0,165.3,4065.0,6203551.0,85942.0,2014
NORTH CENTRAL BRONX HOSPITAL (330385),General Short Term (Acute Care Hospitals),Governmental-City,0.993311,2014-07-01 00:00:00,28065540.0,1.0,47.92,75897742.0,3213.0,167079192.0,181836784.0,4407.0,,67914099.0,2270549.0,20.0,5511.0,45331.0,167777847.0,2185722.0,,,2015-06-30,52326930.0,NY,13416786.0,105.0,137.0,67682000.0,279589341.0,1077.2,24583.0,13150087.0,24588508.0,2014
NORTH CENTRAL HEALTH CARE FACILITIES (524017),Psychiatric,Governmental-County,,2014-01-01 00:00:00,,1.0,,27770767.0,1475.0,35140874.0,,,,10680274.0,,,961.0,5840.0,45983379.0,,,,2014-12-31,,WI,,16.0,16.0,,7113632.0,335.0,5088.0,,,2014
NORTH CENTRAL SURGICAL HOSPITAL (670049),General Short Term (Acute Care Hospitals),Proprietary-Partnership,0.318895,2014-01-01 00:00:00,1091819.0,1.0,,14154071.0,1114.0,59388796.0,59195.0,13863.0,,14712953.0,4265631.0,,1225.0,8395.0,186233327.0,4360321.0,,,2014-12-31,371138.0,TX,6035533.0,23.0,23.0,4178.0,13004096.0,230.12,2949.0,5444826.0,22962.0,2014
NORTH COLORADO MEDICAL CENTER (060001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.241599,2014-01-01 00:00:00,24200185.0,1.0,27.76,96756469.0,17334.0,226379738.0,226396030.0,68863.0,,86804471.0,17436401.0,16.0,11963.0,93805.0,937005169.0,17328923.0,,,2014-12-31,13792210.0,CO,49457845.0,231.0,257.0,28565493.0,214965177.0,1597.4,46770.0,44508556.0,7756879.0,2014
NORTH COUNTRY HOSPITAL & HEALTH CTR (471304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.405268,2013-10-01 00:00:00,3147280.0,2.0,,33810479.0,3025.0,49593671.0,26088885.0,,,,6197465.0,5.0,1178.0,9125.0,122372388.0,5569561.0,,,2014-09-30,3728757.0,VT,,20.0,25.0,8820468.0,33696166.0,360.76,5582.0,,2509138.0,2014
NORTH CYPRESS MEDICAL CENTER (670024),General Short Term (Acute Care Hospitals),Proprietary-Other,0.120158,2014-01-01 00:00:00,45507664.0,1.0,,76667273.0,17525.0,191031878.0,54183976.0,-9407.0,,75123482.0,17253134.0,20.0,9551.0,50735.0,1589842230.0,17611227.0,,,2014-12-31,5354903.0,TX,34319789.0,119.0,139.0,8047986.0,89361417.0,1307.46,42674.0,31212554.0,,2014
NORTH DAKOTA STATE HOSPITAL (354003),Psychiatric,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,2.0,,32793567.0,4787.0,35340860.0,,,,,,,29237.0,39420.0,26431921.0,,,,2015-06-30,,ND,,108.0,108.0,,,418.45,29237.0,,,2014
NORTH FLORIDA REGIONAL MED CTR (100204),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.093347,2014-03-01 00:00:00,51057915.0,1.0,,90725234.0,49835.0,270912519.0,306476477.0,303332.0,,92395195.0,26090786.0,,23536.0,143810.0,2902209423.0,26384394.0,,,2015-02-28,18885055.0,FL,108022154.0,334.0,394.0,19683002.0,28049105.0,1526.0,97058.0,96102012.0,13833598.0,2014
NORTH FULTON REGIONAL HOSPITAL (110198),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.134903,2014-01-01 00:00:00,21683342.0,1.0,,42352031.0,9982.0,129491563.0,81872263.0,-17672.0,,42637646.0,5958399.0,28.0,6578.0,57670.0,959887230.0,6083991.0,,,2014-12-31,12281756.0,GA,19906286.0,130.0,158.0,10205097.0,97982732.0,536.0,30967.0,17414920.0,9280917.0,2014
NORTH GEORGIA MEDICAL CENTER (110205),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.37781,2014-07-01 00:00:00,2816838.0,2.0,,11197563.0,1441.0,21679692.0,5493475.0,-8364.0,,6529642.0,1644045.0,5.0,586.0,14600.0,57382477.0,1644654.0,,,2015-06-30,1359765.0,GA,2112957.0,35.0,40.0,1388208.0,4330139.0,238.05,2245.0,2338945.0,322969.0,2014
NORTH HAWAII COMMUNITY HOSPITAL (120028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.365187,2014-01-01 00:00:00,1524000.0,1.0,,11983918.0,695.0,25045086.0,13884560.0,-4369.0,,11487079.0,1060780.0,4.0,1201.0,5973.0,68581620.0,1082864.0,,,2014-06-30,622013.0,HI,1952848.0,29.0,33.0,2254741.0,13809000.0,299.12,3727.0,2242366.0,65872.0,2014
NORTH HAWAII COMMUNITY HOSPITAL (120028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.38916,2014-07-01 00:00:00,950335.0,2.0,,22835979.0,1279.0,47303607.0,32035194.0,13550.0,,18764553.0,2329478.0,4.0,2281.0,12045.0,121553221.0,2374068.0,,,2015-06-30,468219.0,HI,3737921.0,29.0,33.0,3371036.0,20217000.0,301.62,7411.0,4118435.0,98387.0,2014
NORTH HILLS HOSPITAL (450087),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.125532,2014-06-01 00:00:00,21117402.0,1.0,,37325367.0,9581.0,99256331.0,49812785.0,-5480.0,117027.0,37523568.0,4184668.0,20.0,6277.0,57305.0,790683870.0,4270991.0,,,2015-05-31,14040996.0,TX,17801462.0,137.0,157.0,3858398.0,21128820.0,546.76,28597.0,16204635.0,11201269.0,2014
NORTH KANSAS CITY HOSPITAL (260096),General Short Term (Acute Care Hospitals),Governmental-City-County,0.244059,2014-07-01 00:00:00,23730000.0,1.0,,152692565.0,37155.0,363485411.0,83727564.0,95142.0,,143047195.0,25404570.0,14.0,20960.0,135685.0,1489333615.0,25865562.0,,,2015-06-30,23959065.0,MO,79011563.0,227.0,365.0,16425046.0,139655890.0,2410.09,87776.0,70763688.0,17894856.0,2014
NORTH LINCOLN HOSPITAL (381302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.547738,2014-01-01 00:00:00,1103667.0,2.0,,24104941.0,1543.0,40822472.0,22025204.0,,,,4577913.0,,1002.0,9125.0,74529217.0,4918248.0,,,2014-12-31,1179422.0,OR,,25.0,25.0,9726788.0,9406522.0,251.2,3281.0,,613697.0,2014
NORTH MEMORIAL HEALTH CARE (240001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.297673,2014-01-01 00:00:00,21275990.0,1.0,24.25,308437281.0,24542.0,425183790.0,226870038.0,-21162.0,,174132240.0,23559692.0,76.0,16601.0,135415.0,1428359805.0,23991091.0,,,2014-12-31,6363166.0,MN,71626160.0,295.0,371.0,57324508.0,297471538.0,3428.23,70841.0,64287704.0,,2014
NORTH METRO MEDICAL CENTER (040074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.362619,2014-07-01 00:00:00,4149341.0,1.0,,12669702.0,2019.0,24275244.0,8882905.0,-11666.0,,10199965.0,1565849.0,,1108.0,17155.0,66944267.0,1597764.0,,,2015-06-30,3067009.0,AR,3040583.0,47.0,47.0,1186899.0,23668775.0,219.67,3819.0,2482072.0,1563268.0,2014
NORTH MISSISSIPPI MEDICAL CENTER (250004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.263386,2013-10-01 00:00:00,31259112.0,2.0,26.82,198257643.0,64591.0,435931442.0,157864982.0,466876.0,,145111548.0,52025464.0,20.0,21028.0,174835.0,1655106043.0,53485707.0,,,2014-09-30,24694291.0,MS,128209195.0,415.0,479.0,39866643.0,327547428.0,3192.5,118492.0,116701037.0,16211072.0,2014
NORTH MISSISSIPPI STATE HOSPITAL (254009),Psychiatric,Governmental-State,,2014-07-01 00:00:00,,2.0,,4570487.0,3344.0,8217489.0,,,,,,,633.0,18250.0,8817870.0,,,,2015-06-30,,MS,,50.0,50.0,,366328.0,93.24,16482.0,,,2014
NORTH OAK REGIONAL MEDICAL CENTER (250126),General Short Term (Acute Care Hospitals),Proprietary-Other,0.339329,2014-04-01 00:00:00,3784310.0,1.0,,5522057.0,1434.0,11087062.0,3898676.0,-1259.0,,4765605.0,483270.0,,787.0,10585.0,32673474.0,493302.0,,,2015-03-31,1328255.0,MS,1790146.0,29.0,29.0,1384349.0,22013683.0,103.54,3002.0,1703600.0,42079.0,2014
NORTH OAKS MEDICAL CENTER (190015),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.126151,2014-07-01 00:00:00,97369804.0,2.0,,95297842.0,22336.0,206792631.0,248225608.0,-54427.0,,81606926.0,14300341.0,60.0,10548.0,116435.0,1639241924.0,14610063.0,,,2015-06-30,12798348.0,LA,40636805.0,270.0,344.0,17603348.0,17751917.0,1393.82,60578.0,36795743.0,,2014
NORTH OKALOOSA MEDICAL CENTER (100122),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.069928,2014-04-01 00:00:00,17249866.0,1.0,,26099292.0,11328.0,66993543.0,129599076.0,45143.0,,26016936.0,7134368.0,16.0,5223.0,40150.0,958035470.0,7191315.0,,,2015-03-31,2586638.0,FL,19897352.0,94.0,110.0,5442975.0,-127852524.0,477.12,20315.0,17236413.0,1334262.0,2014
NORTH OTTAWA COMMUNITY HOSPITAL (230174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.378168,2014-07-01 00:00:00,3093723.0,1.0,,25494720.0,1543.0,54847402.0,14585566.0,3572.0,,19728259.0,2999887.0,7.0,1438.0,29565.0,145034567.0,2973957.0,,,2015-06-30,1202994.0,MI,3289143.0,74.0,81.0,1670319.0,38295049.0,428.25,5577.0,2764406.0,36975.0,2014
NORTH RUNNELS HOSPITAL DISTRICT (451315),General Short Term (Critical Access Hospitals),Governmental-Hospital District,0.949312,2014-07-01 00:00:00,439633.0,2.0,,2508213.0,369.0,5002572.0,,,,,262730.0,,136.0,5475.0,5269679.0,522117.0,,,2015-06-30,390278.0,TX,,15.0,15.0,,810696.0,41.23,438.0,,213.0,2014
NORTH SHORE MEDICAL CENTER (220035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.301932,2013-10-01 00:00:00,18348478.0,1.0,28.11,193377286.0,34982.0,403941686.0,279651417.0,-32558.0,,185630081.0,27478334.0,40.0,15925.0,125560.0,1337858237.0,27101931.0,,,2014-09-30,21094389.0,MA,87904341.0,304.0,344.0,63525315.0,441082000.0,2682.68,76365.0,78769328.0,15461596.0,2014
NORTH SHORE MEDICAL CENTER AND FMC (100029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.119972,2014-06-01 00:00:00,32597482.0,1.0,,117754084.0,37676.0,275963095.0,550374376.0,-157614.0,426480.0,122492094.0,4853425.0,56.0,26579.0,281415.0,2300220351.0,4947058.0,,,2015-05-31,30050460.0,FL,65290994.0,673.0,771.0,47829108.0,37821388.0,1597.0,138377.0,58336564.0,25471816.0,2014
NORTH SHORE UNIVERSITY HOSPITAL (330106),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.205213,2014-01-01 00:00:00,17454630.0,1.0,327.82,1009628358.0,95471.0,1175554792.0,693084237.0,-262790.0,663930.0,635390601.0,49367776.0,47.0,46931.0,269679.0,5728458821.0,51049799.0,,,2014-12-31,34294695.0,NY,287649242.0,615.0,768.0,118726350.0,1074677000.0,9528.73,263914.0,261894581.0,30490415.0,2014
NORTH STAR HOSPITAL (024001),Psychiatric,Proprietary-Corporation,,2014-01-01 00:00:00,,1.0,,10345597.0,,20685745.0,,,,,,,972.0,40150.0,80658840.0,,,,2014-12-31,,AK,,110.0,110.0,,-54069313.0,195.2,29282.0,,,2014
NORTH SUBURBAN MEDICAL CENTER (060065),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.1131,2014-01-01 00:00:00,20670493.0,1.0,0.25,44780876.0,6410.0,108433731.0,329091627.0,31270.0,,44739693.0,3256412.0,16.0,6616.0,44555.0,958743839.0,3329605.0,,,2014-12-31,8962245.0,CO,15482367.0,111.0,127.0,23251952.0,-184528062.0,626.86,27774.0,14290053.0,6427957.0,2014
NORTH SUNFLOWER COUNTY HOSPITAL (251318),General Short Term (Critical Access Hospitals),Governmental-County,0.688358,2013-10-01 00:00:00,6111450.0,2.0,,20633378.0,4812.0,44741134.0,,,,,4025822.0,,656.0,9125.0,64996916.0,5112748.0,,,2014-09-30,4199179.0,MS,,25.0,25.0,8502899.0,15196629.0,365.35,5731.0,,258533.0,2014
NORTH TAMPA BEHAVIORAL HEALTH (104075),Psychiatric,Proprietary-Corporation,,2014-01-01 00:00:00,,1.0,,4860949.0,4247.0,8154911.0,,,,,12065.0,,2027.0,27375.0,20699854.0,12311.0,,,2014-12-31,,FL,,75.0,75.0,,22188348.0,101.87,13083.0,,,2014
NORTH TAMPA BEHAVIORAL SYSTEM (104075),Psychiatric,Proprietary-Corporation,,2013-11-22 00:00:00,,,,,,,,,,,,,,,,,,,2013-12-31,,FL,,,,,,,,,,2014
NORTH TEXAS MEDICAL CENTER (450090),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.321342,2013-10-01 00:00:00,14393780.0,2.0,,14022682.0,2071.0,31095982.0,14163847.0,-550.0,,13082682.0,2700147.0,6.0,1731.0,17520.0,96769189.0,2755760.0,,,2014-09-30,4861595.0,TX,3870082.0,42.0,48.0,2861825.0,30067280.0,210.22,5347.0,4162446.0,231843.0,2014
