Hospital,Hospital type,Control type,Total cost of charity care,HVBP payment adjustment amount,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Fiscal Year End Date,"ADJUSTED SALARIES, Subtotal Salaries",NUMBER OF BEDS: Adults & Pediatrics,"Donations, Land Improvements",Total Liabilities,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Salaries,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Interim payments,Net Revenue from Medicaid,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),BED DAYS: Total Hospital,Total Costs,NUMBER OF BEDS: ICU,Cost of Uncompensated Care,Cost To Charge Ratio,Number of Interns & Residents,Fiscal Year Begin Date,BALANCE SHEET: Inventory (G_C1THRU4_7),FTE Employees on Payroll,REIMBURSEMENT SETTLEMENT: Subtotal,Total Inpatient Days,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),IPPS Interim payment,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),HAC reduction adjustment amount,NUMBER OF BEDS: Total Hospital,State,Total discharges,Report_Period_Begin_Yr,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ONEIDA COUNTY HOSPITAL (131303),General Short Term (Critical Access Hospitals),Governmental-County,40275.0,,642.0,1.0,2011-06-30,,11.0,,1764285.0,7775156.0,,1158900.0,3840543.0,-538549.0,,820212.0,,,2772749.0,200470.0,4015.0,8053163.0,,30997.0,0.802669,52.34,2010-07-01 00:00:00,221728.0,,753812.0,977.0,,330571.0,33286.0,62763.0,,,1624455.0,10032987.0,1592823.0,,11.0,ID,125.0,2010,1008464.0,,200470.0,-0.0692653626499584,-538939.0,-0.06931552241524157,1.4017214600051773,1.5474096125636378,1.1562378117180085,0.17298300112175338,1.7494774230909582,0.6362945221511215,0.3637054778488785,-6.2599290993210355,1008464.0,2.8041326495835,4.881368488526346,govt
ONSLOW MEMORIAL HOSPITAL (340042),General Short Term (Acute Care Hospitals),Governmental-County,1574065.0,,15375.0,1.0,2011-09-30,49182962.0,148.0,,76596908.0,131180671.0,0.842,18708088.0,51972956.0,4461943.0,20929642.0,5483272.0,12438130.0,36654207.0,143092819.0,7111562.0,59130.0,112512331.0,14.0,12930035.0,0.314813,1058.33,2010-10-01 00:00:00,2372826.0,,6261751.0,39137.0,,6785027.0,2823820.0,1135844.0,19328320.0,58326528.0,34306563.0,357393813.0,21037142.0,,162.0,NC,10639.0,2010,66495911.0,18361949.259264,7111562.0,0.03401372295160771,3446845.0,0.026275555489421152,1.8337824260822377,1.5046275172535002,1.6462341314622853,0.38013302054170367,1.151904032114095,0.5352952617419606,0.4647047382580394,3.6234150901969673,66495911.0,0.916752300477077,6.23566979773203,govt
OPELOUSAS GENERAL HOSPITAL (190017),General Short Term (Acute Care Hospitals),Governmental-City-County,461801.0,,17266.0,2.0,2011-06-30,40643262.0,160.0,,49649895.0,130327698.0,,19424029.0,43013595.0,923868.0,32730935.0,10179404.0,12356818.0,18650028.0,135458962.0,6301885.0,64240.0,106943868.0,16.0,5490515.0,0.297705,941.14,2010-07-01 00:00:00,3329612.0,,9647021.0,37823.0,19033973.0,6700655.0,,2903375.0,30434150.0,65739546.0,51870508.0,359227526.0,54670627.0,,176.0,LA,8688.0,2010,85809067.0,19570991.54193,25335858.0,0.007088807783591789,-5868516.0,-0.04502892393603085,2.670429909263418,4.118943860720142,2.34953937723219,0.3244375819249446,0.5786089598200619,0.36653089811805883,0.6334691018819412,,85809067.0,0.9621194203451817,2.3838705563043936,govt
ORANGE CITY MUNICIPAL HOSPITAL (161360),General Short Term (Critical Access Hospitals),Governmental-City,134905.0,,2265.0,2.0,2011-06-30,,25.0,,28492278.0,33976375.0,,3515058.0,15382737.0,1332845.0,,2926077.0,1274203.0,501761.0,52989723.0,10169597.0,9125.0,23467337.0,,475243.0,0.688525,286.0,2010-07-01 00:00:00,510443.0,,3114093.0,4066.0,,2201683.0,1311655.0,86965.0,,1951907.0,14986393.0,34083503.0,6079388.0,,25.0,IA,788.0,2010,24497445.0,1343936.7671750002,10169597.0,0.03922858162473189,417814.0,0.012297191798713076,4.26348384578576,4.62267905678939,4.093527048486824,2.893151976439649,1.163071414182173,0.5376944129336173,0.46230558706638264,1.9970929855792872,24497445.0,0.6411880092296387,5.588782127411509,govt
ORANGE COAST MEMORIAL MEDICAL CENTER (050678),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,146207.0,,9993.0,1.0,2011-06-30,71445506.0,185.0,,72122987.0,253358417.0,,58863374.0,71922441.0,22123502.0,23209138.0,5436958.0,11528663.0,789013.0,162982103.0,617518.0,79570.0,180490534.0,21.0,250644.0,0.213991,997.39,2010-07-01 00:00:00,4017341.0,,5314399.0,48323.0,,1662844.0,,1789871.0,20724290.0,91336009.0,41441110.0,843451048.0,157338928.0,,218.0,CA,13867.0,2010,90859116.0,19545083.901919,617518.0,0.08732096711829393,15854770.0,0.0625784222515094,0.7040219950694637,2.6834419311404067,0.6053662163504253,0.010490700040402033,0.7937892219862672,0.44252090059237975,0.5574790994076202,,90859116.0,1.5545167986941486,1.6102716614415982,non-profit
ORANGE PARK MEDICAL CENTER (100226),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2228462.0,,28545.0,1.0,2011-06-30,58245901.0,204.0,,-228351105.0,255692307.0,,13505853.0,57614377.0,43689855.0,47111421.0,7091071.0,15616989.0,61024079.0,71686309.0,6333.0,84315.0,150668476.0,27.0,7985406.0,0.095315,937.99,2010-07-01 00:00:00,4402921.0,,6956268.0,66825.0,,9633993.0,,929761.0,42113865.0,220565182.0,6489894.0,1580747899.0,78860594.0,,231.0,FL,15268.0,2010,71686309.0,21023170.322329998,6333.0,0.1708688677911612,42928025.0,0.1678893882403744,0.4805245547985751,5.839462861027734,0.08568225938783726,0.0004689078135235146,0.0,0.0,1.0,,71686309.0,3.5668220412910365,3.242333008549238,for-profit
OREGON STATE HOSPITAL (384008),Psychiatric,Governmental-State,,,887.0,1.0,2011-06-30,23945507.0,30.0,,23231949.0,122159197.0,,18535703.0,90971787.0,-47830963.0,,5874.0,,,249348019.0,-721257.0,10950.0,133066334.0,,,1.361712,2519.68,2010-07-01 00:00:00,425654.0,,5012.0,6448.0,,2853337.0,,647053.0,,,501764.0,97719913.0,107519.0,,30.0,OR,28.0,2010,226116070.0,,0.0,-0.39154614776978275,-48159194.0,-0.39423305966885164,0.027070135942510516,0.005800643223513023,-0.030802338600267817,0.0,0.10274346710519071,0.09317077830885033,0.9068292216911497,,226116070.0,0.48991444764596265,1136.163812907486,govt
ORLANDO HEALTH (100006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,69392802.0,,93128.0,1.0,2011-09-30,506009639.0,1120.0,,1105315000.0,1610134999.0,,233809000.0,568802911.0,128455731.0,195023283.0,43510223.0,240482196.0,99829065.0,2113948000.0,33930000.0,500717.0,1224155919.0,79.0,88841033.0,0.198112,11489.0,2010-10-01 00:00:00,,212.0,43495490.0,415301.0,207473000.0,98882847.0,38830472.0,,177929796.0,1165065950.0,572050000.0,6179109472.0,221931000.0,,1371.0,FL,90850.0,2010,1008633000.0,230813545.4864,241403000.0,0.07977947878890868,67098073.0,0.04167232750152772,2.4466551758058928,1.9816773520266542,,0.14511845138553264,1.0958544882033405,0.522867639128304,0.47713236087169597,4.274501736677319,1008633000.0,0.7616719990274122,7.255115324132276,non-profit
OROVILLE HOSPITAL (050030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2675033.0,,13897.0,1.0,2011-11-30,60800719.0,123.0,,37102762.0,145144427.0,,22666552.0,66897986.0,3693207.0,35349114.0,7743354.0,15542751.0,11959368.0,48576105.0,9729569.0,48545.0,121589389.0,10.0,5248939.0,0.226473,186.2,2010-12-01 00:00:00,1277751.0,,7470795.0,30941.0,,3490981.0,,188102.0,32378736.0,153900233.0,20204296.0,536882393.0,68487573.0,,133.0,CA,9126.0,2010,11473343.0,34854247.468209,9729569.0,0.02544504860665439,-4440377.0,-0.030592817731816876,0.8913705092861058,3.4507737215611796,0.8267001968362899,0.4292478626656582,3.2338231324558153,0.7638068552429225,0.2361931447570776,,11473343.0,2.9879799337554958,2.119281216170414,non-profit
ORTHOCOLORADO HOSPITAL (060124),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10784.0,,992.0,1.0,2011-06-30,8722402.0,48.0,,62114789.0,40494986.0,,8977372.0,8820323.0,-1003641.0,4859852.0,515657.0,23.0,1072917.0,65351441.0,1948612.0,16800.0,38858825.0,,325983.0,0.293787,129.58,2010-07-15 00:00:00,705849.0,,514508.0,3028.0,,2989053.0,,35385.0,4465024.0,1596070.0,7081086.0,132268539.0,15903153.0,,48.0,CO,1186.0,2010,3236652.0,468904.61709,1948612.0,-0.024784327620214514,-1593472.0,-0.039349859264058026,0.7887704775963389,1.988529048367384,0.7062035526655239,0.21705817693641302,19.19106193684091,0.9504731349382182,0.04952686506178188,,3236652.0,0.6196494733758051,2.5463495194946564,non-profit
ORTONVILLE AREA HEALTH SERVICES (241342),General Short Term (Critical Access Hospitals),Governmental-City-County,47767.0,,1176.0,2.0,2011-09-30,,25.0,,22585802.0,21622818.0,,3172821.0,7041970.0,1305575.0,,2176297.0,781527.0,224589.0,40105011.0,4425636.0,9125.0,18594034.0,,216667.0,0.766256,56.3,2010-10-01 00:00:00,391441.0,,2576585.0,1970.0,4646534.0,3121707.0,1451599.0,155485.0,,1313000.0,12957307.0,24266072.0,3009142.0,,25.0,MN,491.0,2010,17519209.0,1006094.128,9072170.0,0.06037950280116126,745317.0,0.03446900399383651,4.083844313940181,3.8077508942357605,3.911465853258031,1.394858392578718,1.2892021551886275,0.5631665828492105,0.43683341715078944,2.6639753816308773,17519209.0,0.5391550198053804,7.185708750201885,govt
OSAWATOMIE STATE HOSPITAL (174004),Psychiatric,Governmental-State,,,9354.0,1.0,2011-06-30,,176.0,,2831578.0,24950534.0,,2831578.0,17460521.0,-4754790.0,,2196.0,,,25233815.0,480519.0,64240.0,31202886.0,,,,441.4,2010-07-01 00:00:00,,,2196.0,63144.0,,701460.0,,,,,5341015.0,25176597.0,6205726.0,,176.0,KS,2289.0,2010,22402237.0,,480519.0,-0.19056866678685114,-4754790.0,-0.19056866678685114,1.8862326942785965,2.3613140799935586,,0.16970007536433748,0.12639710936010543,0.1122136307966116,0.8877863692033884,,22402237.0,0.9887737545828881,4.020566489722556,govt
OSCEOLA COMMUNITY HOSPITAL (161345),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,28312.0,,1117.0,2.0,2011-09-30,,25.0,,9490983.0,9805683.0,,2141338.0,3318971.0,-52598.0,,1537978.0,350573.0,88111.0,22210660.0,1510577.0,9125.0,7564867.0,,82187.0,0.612357,82.77,2010-10-01 00:00:00,264559.0,,1386257.0,1442.0,617167.0,985110.0,358623.0,80694.0,,618340.0,5099790.0,12353689.0,2592039.0,,25.0,IA,287.0,2010,12719677.0,378644.82738000003,2127744.0,-0.0053640322657789365,-633512.0,-0.06460661638766009,2.3815903888129757,2.20412797979581,2.2203580191450394,0.705436040456948,0.7461654097034067,0.42731656781023164,0.5726834321897684,0.9804111838894884,12719677.0,0.4414854398743666,3.7829997928271912,non-profit
OSF HOLY FAMILY MED CTR (141318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,613989.0,,1493.0,2.0,2011-09-30,13828814.0,23.0,46032.0,4989982.0,26267517.0,,4818582.0,10773647.0,1575975.0,,2245921.0,1393381.0,1376332.0,24000161.0,5903727.0,8395.0,21027597.0,,1049747.0,0.420853,141.76,2010-10-01 00:00:00,601000.0,,1765330.0,1999.0,,838237.0,67500.0,,,7780723.0,10565555.0,49964182.0,3808324.0,,23.0,IL,410.0,2010,19010179.0,3274540.616719,5903727.0,0.05999710593125342,1417924.0,0.05398013066861249,2.1926689221019795,2.015541294098554,,1.2252000692319858,0.2624900060120423,0.2079145219067489,0.7920854780932511,33.42460740740741,19010179.0,1.094472532913425,6.8973955472276,non-profit
OSMOND GENERAL HOSPITAL (281347),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,33788.0,,1303.0,2.0,2011-06-30,,25.0,,3030962.0,6410667.0,,755962.0,3022121.0,176666.0,,1012557.0,99681.0,70266.0,7842304.0,2115248.0,9125.0,5513790.0,,90557.0,0.807922,69.75,2010-07-01 00:00:00,78208.0,,1014706.0,3167.0,717145.0,392969.0,116521.0,75493.0,,174051.0,3927739.0,6824659.0,1376557.0,,25.0,NE,230.0,2010,4811342.0,140619.632022,2832393.0,0.027558130846603014,142426.0,0.02221703295460519,5.1956831163471175,5.567674036525646,4.992364695579936,2.7980877345686688,0.6299618692664126,0.3864887155611412,0.6135112844388588,4.594836982174887,4811342.0,0.8174468880573872,4.657029821503941,non-profit
OSS ORTHOPAEDIC HOSPITAL (390325),General Short Term (Acute Care Hospitals),Proprietary-Corporation,15867.0,,872.0,1.0,2011-09-30,4891147.0,30.0,,9245159.0,20779718.0,,4190971.0,4891147.0,-3281388.0,4873594.0,796151.0,,294426.0,5870257.0,203165.0,10440.0,22632948.0,,165595.0,0.508543,85.31,2010-10-18 00:00:00,337899.0,,796151.0,2486.0,,1635888.0,,,4572391.0,,5538336.0,44505484.0,4523547.0,,30.0,PA,1049.0,2010,-3374902.0,,203165.0,-0.15791301883885045,-3409535.0,-0.1640799456470006,1.3214923224236101,1.127832189724052,,0.048476832695812024,-2.7393859140206147,1.5749155445834824,-0.5749155445834825,,-3374902.0,3.5398310499863976,4.593677925751628,for-profit
OSU MEDICAL CENTER (370078),General Short Term (Acute Care Hospitals),Proprietary-Corporation,12584780.0,,11026.0,1.0,2011-06-30,42035644.0,161.0,,39934021.0,108751556.0,,18946917.0,51192466.0,21062151.0,30789205.0,4798603.0,18325805.0,22671208.0,98013562.0,60394261.0,75920.0,88230761.0,33.0,18423449.0,0.261848,1078.7,2010-07-01 00:00:00,4211023.0,114.2,4828739.0,32541.0,,3388836.0,1114334.0,4521615.0,27783358.0,102575131.0,79701870.0,336954709.0,10574971.0,,208.0,OK,7022.0,2010,58079541.0,26859092.902088,60394261.0,0.19367218065367267,-29709094.0,-0.27318316254711794,4.2065878052877945,3.7456875965625436,3.7456875965625436,3.187550829509624,0.687574665922377,0.4074336263791739,0.5925663736208261,-23.619720837738058,58079541.0,1.1095562061095179,10.283863284353215,for-profit
OTTAWA REGIONAL HOSPITAL & HEALTHCAR (140110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3410684.0,,4049.0,1.0,2011-04-30,25940489.0,68.0,,25495663.0,68926629.0,,10556047.0,29933617.0,-1590745.0,8828760.0,7314582.0,3391290.0,3044665.0,112338177.0,1037742.0,26645.0,64082650.0,5.0,4423672.0,0.374071,499.69,2010-05-01 00:00:00,1658739.0,,6110504.0,8694.0,,6836086.0,318423.0,752296.0,8428683.0,30284324.0,12956290.0,171311466.0,20791508.0,,73.0,IL,2691.0,2010,86842514.0,11328487.363003999,1037742.0,-0.023078816171323277,-5083044.0,-0.07374572170067972,1.2273808557313168,2.06793793168977,0.9989776475985754,0.09830782299472521,0.29358504061731794,0.22695457306557504,0.773045426934425,5.505387487712885,86842514.0,0.6135637130732502,3.3151337074732625,non-profit
OTTO KAISER MEMORIAL HOSPITAL (451364),General Short Term (Critical Access Hospitals),Governmental-Hospital District,463812.0,,1852.0,2.0,2011-06-30,,25.0,,3637509.0,10593595.0,,777410.0,4890312.0,107800.0,,1630494.0,,3105492.0,11862435.0,334076.0,9125.0,11421534.0,,2148320.0,0.571175,118.6,2010-07-01 00:00:00,273448.0,,1537500.0,2210.0,2648166.0,570021.0,146581.0,640492.0,,,5360121.0,20489792.0,3964664.0,,25.0,TX,404.0,2010,8224926.0,,2982242.0,0.010175960096643302,-1527561.0,-0.14419665845258384,6.894844419289693,8.935961719041433,5.719222803925857,0.4297294863714128,0.44225431329108617,0.30664100583059045,0.6933589941694096,-6.532497390521281,8224926.0,0.8930371378220407,2.6720032265029268,govt
OTTUMWA REGIONAL HEALTH CENTER (160089),General Short Term (Acute Care Hospitals),Proprietary-Corporation,388528.0,,6591.0,2.0,2011-04-30,22388883.0,77.0,,69473862.0,80876760.0,,6270001.0,29277449.0,-2720461.0,13684401.0,6447494.0,3775629.0,8079027.0,77718161.0,519048.0,32120.0,60456211.0,11.0,3389943.0,0.371507,527.57,2010-05-01 00:00:00,1973428.0,,5950139.0,13455.0,,6877923.0,,268379.0,12110971.0,10128135.0,14118905.0,162732437.0,27024948.0,,88.0,IA,3642.0,2010,8244299.0,3762673.0494449995,519048.0,-0.03363711652148281,-4624158.0,-0.05717536162427872,2.251818620124622,4.392981117546872,1.894273701072775,0.0827827619166249,8.42689742329821,0.8939205599576655,0.10607944004233451,,8244299.0,1.040641710500587,2.9926703281723244,for-profit
OU MEDICAL CENTER (370093),General Short Term (Acute Care Hospitals),Proprietary-Corporation,70162822.0,,29566.0,1.0,2011-08-31,164718832.0,444.0,,135660793.0,717098844.0,,45971183.0,180218632.0,40633065.0,84598823.0,17036704.0,125723718.0,18123916.0,281663652.0,91538.0,233017.0,504267222.0,118.0,73112119.0,0.179673,3045.32,2010-09-01 00:00:00,16150358.0,338.54,16542163.0,179163.0,,33435274.0,,10893174.0,83352982.0,838017914.0,203352165.0,2806580779.0,191380353.0,,653.0,OK,28083.0,2010,146002859.0,150569192.662122,91538.0,0.05666312997152175,31047605.0,0.04329613031700829,4.423470350980526,4.165041630536242,3.835198954962721,0.001991203924423698,0.9291653186051652,0.4816411064641028,0.5183588935358973,,146002859.0,2.54594030471493,3.7469825546826114,for-profit
OUACHITA COUNTY MEDICAL CENTER (040050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,317802.0,,3554.0,2.0,2011-09-30,11695159.0,79.0,,10067680.0,35781462.0,,2779471.0,14204446.0,761304.0,4896376.0,2748159.0,2638773.0,5569016.0,27666724.0,2151446.0,31755.0,27583232.0,8.0,2226664.0,0.348461,335.9,2010-10-01 00:00:00,1007253.0,,2718183.0,8059.0,5710564.0,968355.0,386933.0,188022.0,4786266.0,10072257.0,13619596.0,79157238.0,10376414.0,,87.0,AR,2218.0,2010,17599044.0,3509788.7464770004,7862010.0,0.021276492279717358,5068015.0,0.14163800797183748,4.900067674748181,6.561832809192828,4.470030808020663,0.7740487308556196,0.5720583458965157,0.3638912941047881,0.6361087058952118,15.600556168639015,17599044.0,1.2933031753235402,3.4483456423384804,non-profit
OUR COMMUNITY HOSPITAL (341302),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,,1346.0,2.0,2011-09-30,,20.0,,1749406.0,4730402.0,,829494.0,2820437.0,-290030.0,,722546.0,1823512.0,540000.0,7189849.0,1264621.0,7300.0,5178051.0,,419831.0,0.855717,49.06,2010-10-01 00:00:00,65343.0,,714492.0,1447.0,2619542.0,360566.0,53690.0,53208.0,,3439772.0,5203222.0,6051128.0,1794787.0,,20.0,NC,26.0,2010,5440443.0,2943471.376524,3884163.0,-0.06131191387116782,-985382.0,-0.20830830022480118,6.272766288845971,6.846282191311812,6.12984662939093,1.5245691951961076,0.32155579977586385,0.24331609745907043,0.7566839025409295,-11.637474390016763,5440443.0,0.6579278646881179,2.6356342006043056,govt
OUR LADY OF BELLEFONTE (180036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3177021.0,,13862.0,1.0,2011-08-31,43296472.0,202.0,,50715832.0,150028932.0,,16411993.0,42986034.0,11310078.0,25791708.0,9139802.0,18495047.0,9728040.0,98205638.0,9071874.0,78110.0,108040328.0,12.0,4951234.0,0.203437,792.35,2010-09-01 00:00:00,3669260.0,4.07,8907698.0,27749.0,,7344580.0,,453826.0,23729100.0,79003989.0,34398366.0,531075330.0,43055435.0,,214.0,KY,7398.0,2010,47489806.0,16072334.510193,9071874.0,0.07538597955226396,6829091.0,0.04551849372626341,2.095928629752645,3.17617177877178,1.8447046620114937,0.5527588270358146,1.0679309155316405,0.5164248512901062,0.4835751487098938,,47489806.0,1.5277018209484063,3.4845526935217355,non-profit
OUR LADY OF LOURDES RMC (190102),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,746589.0,,22166.0,1.0,2011-06-30,47326878.0,201.0,,273127428.0,156314083.0,,45661070.0,51897005.0,-1669742.0,40529509.0,8582561.0,5933709.0,16616526.0,372680824.0,26865748.0,81395.0,129796695.0,16.0,6460298.0,0.356549,1031.02,2010-07-01 00:00:00,3901207.0,,8473857.0,38908.0,,6902425.0,2987985.0,1003837.0,36701192.0,41064428.0,58337846.0,364036466.0,31713578.0,,223.0,LA,7905.0,2010,99553396.0,14641480.738972,26865748.0,-0.010681967791731216,-22523992.0,-0.14409445116982839,1.2776276596233946,1.2829161909696816,1.1702047718110855,0.5883731590170795,2.743526981239294,0.732872233855531,0.267127766144469,-5.228127651243229,99553396.0,0.4194315160148943,4.928932427618227,non-profit
OUR LADY OF THE LAKE ASCENSION (190242),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,836349.0,,3640.0,1.0,2011-06-30,21346096.0,61.0,,25439242.0,74424050.0,,8395363.0,22127596.0,3448895.0,6112706.0,1859416.0,2657243.0,11483465.0,84863374.0,13246686.0,24820.0,47785957.0,7.0,4569348.0,0.335644,400.07,2010-07-01 00:00:00,1032227.0,,1792478.0,11827.0,3329510.0,4508380.0,,456253.0,6044252.0,18987947.0,27100898.0,142370944.0,15334557.0,,68.0,LA,2887.0,2010,59424132.0,6373190.482868,16576196.0,0.046341135694711585,5747817.0,0.07723063982677643,3.2280793576168176,3.800997407735675,3.0507814849697388,1.5778574434482464,0.4280961478747388,0.29976703495196877,0.7002329650480312,,59424132.0,0.8769866962866689,4.8533550724680214,non-profit
OUR LADY OF THE LAKE ASSUMPTION COM (191303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,40962.0,,214.0,2.0,2011-06-30,2083800.0,15.0,,4976251.0,6813281.0,,4331743.0,2242391.0,-123631.0,,577965.0,1231281.0,1110158.0,8567051.0,654130.0,5475.0,5818479.0,,958947.0,0.826896,48.17,2010-07-01 00:00:00,,,509493.0,242.0,4889260.0,234898.0,1036.0,39567.0,786701.0,2199113.0,6638559.0,7036528.0,1155747.0,,15.0,LA,71.0,2010,3590800.0,1818437.7432479998,5543390.0,-0.0181455894744397,-256561.0,-0.03765601330695153,1.5325375951435716,1.5465222659793068,,0.15100849704149116,1.385833518992982,0.5808592711774448,0.41914072882255515,-20.91023166023166,3590800.0,0.7952889506552488,5.895131893052718,non-profit
OUR LADY OF THE LAKE RMC (190064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2397118.0,,42814.0,1.0,2011-06-30,143741571.0,507.0,,441840688.0,770619448.0,,115361857.0,218661392.0,267898850.0,92582707.0,19319413.0,43036726.0,30896000.0,1215364164.0,40330723.0,211335.0,466456379.0,12.0,12633435.0,0.346184,3633.84,2010-07-01 00:00:00,10692398.0,35.25,19491065.0,134783.0,92909942.0,24427888.0,,11513079.0,82040583.0,176490750.0,267818976.0,1347421587.0,127886025.0,,579.0,LA,31236.0,2010,773523476.0,61098273.798,133240665.0,0.3476409149746763,106428434.0,0.13810764090656585,2.3215556940974,2.2635444399963154,2.129070261065579,0.3496018879099701,0.571205272637388,0.36354592400175456,0.6364540759982454,,773523476.0,0.6340646456645072,6.025830015437574,non-profit
OUR LADY OF THE RESURRECTION (140251),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1637471.0,,20438.0,1.0,2011-06-30,39355293.0,173.0,,23990451.0,104222580.0,,6072627.0,44095037.0,-8309424.0,40311614.0,6721636.0,12130711.0,21319972.0,73277517.0,5954.0,70445.0,109927385.0,,5915043.0,0.213505,703.12,2010-07-01 00:00:00,1103753.0,2.91,6248440.0,35446.0,,7148158.0,,221940.0,37114039.0,111193121.0,12937304.0,514869708.0,50537180.0,,193.0,IL,7521.0,2010,49287066.0,23740287.299105,5954.0,-0.07972767513527299,-9191266.0,-0.08818881666525623,2.1304295488591674,8.323108598634496,1.912123204669083,0.0009804652912158115,0.4867494242810071,0.3273917018776714,0.6726082981223286,,49287066.0,1.4222995574481596,2.06229512608341,non-profit
OUR LADY OF VICTORY HOSPITAL (521311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,209972.0,,1924.0,2.0,2011-09-30,,24.0,,15247633.0,18463479.0,,1933446.0,8229579.0,654167.0,,1790495.0,,431909.0,17337756.0,2274380.0,8760.0,16083131.0,,378067.0,0.591349,117.39,2010-10-01 00:00:00,502208.0,,1648665.0,2584.0,,873974.0,759553.0,14244.0,,,5055935.0,27197376.0,3521124.0,,24.0,WI,298.0,2010,2090123.0,,2274380.0,0.035430321663647464,8444.0,0.00045733526168063995,2.614986402516543,2.997499800873673,2.3478716240329445,1.1763348963456957,7.29508885362249,0.8794467403970848,0.12055325960291516,1.1617596138781625,2090123.0,1.0649289908105755,5.243632147007603,non-profit
