Hospital,Hospital type,Control type,Medicaid charges,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Cost of Uncompensated Care,"Donations, Land Improvements",IPPS Payment amount (unadjusted),BALANCE SHEET: Temporary Investments (G_C1THRU4_2),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Cost To Charge Ratio,State,Total Costs,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,NUMBER OF BEDS: ICU,Net Revenue from Medicaid,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Fiscal Year End Date,FTE Employees on Payroll,Number of Interns & Residents,Total Liabilities,Total discharges,Fiscal Year Begin Date,Total cost of charity care,NUMBER OF BEDS: Total Hospital,BED DAYS: Total Hospital,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Inventory (G_C1THRU4_7),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Total Charges,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),IPPS Interim payment,Total Inpatient Days,NUMBER OF BEDS: Adults & Pediatrics,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,Total Salaries,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Urban (1) and Rural (2) Indicator,Total Days Title XVIII,Beginning FFY,Financial Indicators: Ratio of Charity Care to Total Operating Expense,Financial Indicators: Total Net Assets,Financial Indicators: Medicaid Costs,Financial Indicators: Medicaid Shortfall,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
HOLY CROSS HOSPITAL - JORDAN VALLEY (460051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,2568832.0,,7093498.0,,UT,50040457.0,34389915.0,1421107.0,1392685.0,,25.0,,-4925730.0,-1620562.0,2023-06-30,,152.65,600128299.0,1440.0,2023-05-01 00:00:00,,169.0,10309.0,4531344.0,9212412.0,4146196.0,165045044.0,55609072.0,2090505.0,5359.0,124.0,14167135.0,,,14718336.0,,607221795.0,139614516.0,1.0,685.0,2023,,7093496.0,,,-1620562.0,0.12756008587951262,6557238.0,0.11791669531906593,-0.14323181665322524,4.01262852786929,-0.5428767707044347,-0.047123175500724555,84.60261329533421,0.9883181136474194,0.011681886352580608,,7093496.0,0.09157950596947859,0.3983043711586552,non-profit
HOLY NAME HOSPITAL (310008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,50189641.0,3509844.0,77896355.0,,NJ,433100407.0,109942561.0,37762701.0,36828260.0,-6825.0,24.0,,243859143.0,15503938.0,2023-12-31,,1959.0,188949346.0,11272.0,2023-01-01 00:00:00,,289.0,105485.0,7324474.0,11926478.0,10137753.0,1794836508.0,506779647.0,45122833.0,58280.0,265.0,171423811.0,,,189523830.0,,498952610.0,194355233.0,1.0,18189.0,2023,,310003264.0,,,19013782.0,0.15370853084003194,38752772.0,0.07646868265015387,2.2180595101836857,1.9407317153545296,2.0429594231482384,0.14101852693789804,0.6095076018296375,0.3786919683614843,0.6213080316385158,,310003264.0,1.0156869346770228,2.607491649067149,non-profit
HOLY ROSARY HEALTHCARE (271347),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,526754.0,,,,,14734771.0,,MT,71341764.0,7329699.0,7389846.0,7210451.0,,5.0,,26570335.0,-53476.0,2023-12-31,,155.48,7333680.0,1160.0,2023-01-01 00:00:00,,25.0,9125.0,178330.0,1505685.0,4833324.0,100723903.0,83417344.0,,4938.0,20.0,,,,24079202.0,,102771280.0,11766958.0,2.0,2588.0,2023,,95437600.0,,,-53476.0,0.17663917709966886,7837896.0,0.09396002826462564,3.6250240289539857,1.5980849963961685,3.3952717567256174,-0.00729579754912173,0.07684266997493651,0.07135923577092744,0.9286407642290726,24.055289565907426,95437600.0,0.8116795275878631,7.0891171703000895,non-profit
HOLYOKE HOSPITAL (220024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1010028.0,,,22055194.0,4641524.0,-3013576.0,,MA,195967032.0,47770508.0,17850692.0,17923196.0,,12.0,,55237972.0,14047779.0,2023-09-30,,1273.25,82815027.0,6051.0,2022-10-01 00:00:00,,201.0,73365.0,1922452.0,3684331.0,5954021.0,535212132.0,191937797.0,19174118.0,33749.0,183.0,92406925.0,,,122029066.0,,123579152.0,107391582.0,1.0,9404.0,2023,,40764125.0,,,18689303.0,-0.015700794982032643,-46176099.0,-0.24057845677993273,1.1563195434304363,2.639303835747361,1.0389504126688374,0.2940680262391181,2.031566407962884,0.670137524491186,0.329862475508814,-39.8227356073297,40764125.0,1.5531567735632301,1.7872704119397367,non-profit
HOMESTEAD HOSPITAL (100125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,3936374.0,,,18725637.0,,-42481308.0,,FL,277687367.0,55462047.0,3376311.0,3261985.0,,33.0,,48948844.0,4710.0,2023-09-30,,1292.79,673285772.0,7486.0,2022-10-01 00:00:00,,159.0,58035.0,1007945.0,2324163.0,15053127.0,1477238587.0,252856236.0,15434330.0,28786.0,126.0,103277604.0,,,109790034.0,,100971814.0,133533826.0,1.0,3660.0,2023,,-572313958.0,,,4710.0,-0.16800577542410305,-45813136.0,-0.1811825435857552,0.8825646842786022,2.407746255741336,0.8224856179578082,8.492293838343183e-05,-1.1764273133453789,6.6680566123136105,-5.6680566123136105,-7.814300419624761,-572313958.0,2.504225941706861,1.8935744116251114,non-profit
HONORHEALTH DEER VALLEY MED CENTER (030092),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,51194959.0,,11214830.0,,AZ,355814625.0,-593480365.0,13288924.0,13118472.0,-76098.0,,,69835873.0,3535.0,2023-12-31,5.9,1267.11,-592608287.0,12033.0,2023-01-01 00:00:00,,204.0,74460.0,271408.0,10921723.0,19579728.0,2641195617.0,388265713.0,46030398.0,60804.0,172.0,115841258.0,,,111761029.0,,241772518.0,56441316.0,2.0,14317.0,2023,,834380805.0,,,3535.0,0.028884420190870678,8669852.0,0.022329687401472918,-0.11767174976378536,-0.09510820294787681,-0.09881159589837483,-5.956389138501659e-06,-0.7102372003871781,-2.4510986273468847,3.4510986273468847,,834380805.0,1.6059133445431544,6.879104537534171,non-profit
HONORHEALTH JOHN C. LINCOLN MED CTR (030014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,44877443.0,,130360559.0,,AZ,572791529.0,-815020602.0,15420364.0,15253002.0,-66455.0,40.0,,194808769.0,4901.0,2023-12-31,11.01,1546.75,-809959484.0,10736.0,2023-01-01 00:00:00,,239.0,87235.0,405014.0,23353240.0,27052990.0,4288925193.0,689853033.0,40364657.0,57914.0,199.0,143991943.0,,,137939351.0,,318533100.0,114819207.0,2.0,12732.0,2023,,1128492584.0,,,4901.0,0.1889685958661285,-62682010.0,-0.09086284614479617,-0.23902312226458294,-0.14088491471041367,-0.20987262724433559,-6.013344924009663e-06,-0.7177357613898152,-2.5427796483316802,3.5427796483316802,,1128492584.0,2.165718517165092,6.008167544651306,non-profit
HONORHEALTH SCOTTSDALE OSBORN MED CT (030038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,67227599.0,,11832304.0,,AZ,412764162.0,-725793013.0,25339052.0,24829359.0,-105132.0,59.0,,93312781.0,3480.0,2023-12-31,22.04,1424.61,-722606928.0,13068.0,2023-01-01 00:00:00,,337.0,121869.0,453717.0,16650634.0,20797060.0,2922405969.0,443699160.0,60810751.0,59309.0,278.0,127825824.0,,,130685151.0,,198669537.0,69478620.0,2.0,18694.0,2023,,921276465.0,,,3480.0,0.026667402300243254,2851314.0,0.0064262325851597284,-0.12856665651037344,-0.09573266586406226,-0.1050002254568411,-4.794755443588157e-06,-0.784354051636389,-3.63723064397135,4.637230643971351,,921276465.0,2.23335276610626,6.3861251130203796,non-profit
HONORHEALTH SCOTTSDALE SHEA MED CTR (030087),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,97549678.0,,6494640.0,,AZ,588258156.0,-1152445344.0,40693668.0,39975253.0,-155443.0,25.0,,137475138.0,2409.0,2023-12-31,11.35,2117.2,-1151853922.0,20438.0,2023-01-01 00:00:00,,427.0,152447.0,,21606135.0,27589925.0,3903377846.0,627344546.0,84396036.0,85772.0,378.0,181317994.0,,,196906285.0,,261470834.0,104631612.0,2.0,26290.0,2023,,1413324756.0,,,2409.0,0.010352588607664408,-24962061.0,-0.0397900342948068,-0.11928994178833699,-0.0907930441515151,,-2.0903377436006196e-06,-0.8149959286498198,-4.405286449654266,5.405286449654266,,1413324756.0,2.39929072165655,5.9957457790098845,non-profit
HONORHEALTH SCOTTSDALE THOMPSON PEAK (030123),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,47128373.0,,1494283.0,,AZ,178831228.0,-241846511.0,20968562.0,20310407.0,108330.0,8.0,,35325304.0,1682.0,2023-12-31,30.42,661.05,-240958879.0,5979.0,2023-01-01 00:00:00,,120.0,43800.0,140341.0,5520625.0,9414077.0,1255970988.0,200717994.0,42135880.0,24889.0,112.0,56458001.0,,,59638433.0,,83957031.0,30081036.0,1.0,12482.0,2023,,324915910.0,,,1682.0,0.007444688790582472,-462468.0,-0.002304068463338668,-0.1460649725891642,-0.12438764518707487,-0.12265770499372637,-6.954824334844343e-06,-0.7416038168152492,-2.8700262042377367,3.8700262042377367,,324915910.0,2.390722868701729,6.672575838146,non-profit
HONORHEALTH SONORAN CROSSING MED CTR (030146),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,9675726.0,,-8273453.0,,AZ,110429137.0,96497505.0,7455772.0,7305990.0,,6.0,,18160017.0,,2023-12-31,,352.35,98086365.0,3423.0,2023-01-01 00:00:00,,79.0,28835.0,28200.0,2970793.0,12655878.0,677691263.0,107399094.0,8426083.0,11128.0,73.0,34360624.0,,,33321011.0,,125783904.0,15711024.0,1.0,2819.0,2023,,27697539.0,,,0.0,-0.07703466288086191,-9344260.0,-0.0870050170069405,0.18819157034163733,0.1628127483710589,0.15711311914230322,0.0,3.541338636620387,0.779800609464308,0.22019939053569207,,27697539.0,0.853838134965186,6.835906685649516,non-profit
HOOD MEMORIAL HOSPITAL (191309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1521.0,,,,,3000740.0,,LA,20976470.0,2332050.0,925166.0,852994.0,,,,18752542.0,14644633.0,2023-09-30,,123.29,2332050.0,25.0,2022-10-01 00:00:00,,25.0,9125.0,135278.0,345436.0,482413.0,34754128.0,23039082.0,,4767.0,25.0,,,,10360654.0,,36314753.0,4288119.0,2.0,2072.0,2023,,33982703.0,,,14644633.0,0.13024564086364204,1305754.0,0.05667560886323509,8.041226388799554,8.118501747389637,7.835092729572693,6.279725134538282,0.0686246176473955,0.06421770237567084,0.9357822976243292,1175.6522024983562,33982703.0,0.6344276112796361,5.372771138114404,govt
HOOD RIVER MEMORIAL HOSPITAL (381318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,,,,,,15172722.0,,OR,89053075.0,9113641.0,6672719.0,7213852.0,,,,78196531.0,45522686.0,2023-12-31,2.86,375.64,9254944.0,1801.0,2023-01-01 00:00:00,,25.0,9125.0,3293.0,1569874.0,5550648.0,210402232.0,130726709.0,,4992.0,25.0,,,,44067480.0,,115522377.0,26729860.0,2.0,1694.0,2023,,106267433.0,,,45522686.0,0.11606443791069505,12485060.0,0.09550504327313862,8.580163625053917,7.927956126426309,8.407546884938743,4.995005399049623,0.08709106580188118,0.08011386400056501,0.919886135999435,,106267433.0,1.1316137392152172,4.890661941364452,non-profit
HOOPESTON COMMUNITY MEMORIAL HOSPITA (141316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,,534323.0,,IL,72974775.0,4559965.0,2182564.0,1388774.0,,,,4232967.0,-74095.0,2023-12-31,,129.46,9670327.0,365.0,2023-01-01 00:00:00,,22.0,8030.0,174085.0,,,157457766.0,73763753.0,,1933.0,22.0,,,,30940394.0,,23081768.0,19093524.0,2.0,691.0,2023,,13411441.0,,,-74095.0,0.007243706810850581,-1324034.0,-0.017949656113619924,0.928289361870102,4.170959426223666,,-0.01624902822719034,0.7210505567597099,0.4189595441735659,0.581040455826434,,13411441.0,3.1957583578519637,3.863286473466082,non-profit
HOPI HEALTH CENTER (031305),General Short Term (Critical Access Hospitals),Governmental- Federal,,,,,,,-79593733.0,,AZ,39729993.0,,4934980.0,5134223.0,,,,,,2023-09-30,,242.0,,181.0,2022-10-01 00:00:00,,6.0,2190.0,,,3156557.0,141793.0,,,484.0,6.0,,,,14694556.0,,,,2.0,133.0,2023,,,,,0.0,,,,,,,,,,,,,,,govt
HORN MEMORIAL HOSPITAL (161354),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,230889.0,,,,,-1646454.0,,IA,26207777.0,3709375.0,3890461.0,3270844.0,,,,10076998.0,2267453.0,2023-12-31,,119.61,12016269.0,152.0,2023-01-01 00:00:00,,25.0,9125.0,158077.0,555505.0,1832697.0,35768012.0,24440798.0,,1454.0,25.0,,,,11287015.0,,35818021.0,5241997.0,2.0,1002.0,2023,,23801752.0,,,2267453.0,-0.06736498538222851,-3062137.0,-0.12528793045137068,2.7166296208930074,2.024451558550969,2.524257051390059,0.6112762931760741,0.5048480884936537,0.3354810976295982,0.6645189023704018,-5.324809757069414,23801752.0,0.6823603682626687,4.662497517644516,non-profit
HOSP. METROPOLITANO DE SAN GERMAN (400126),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,356862.0,,,1819871.0,,-2706647.0,,PR,24075884.0,17126509.0,32870.0,32212.0,,6.0,,14295656.0,3087817.0,2023-12-31,,281.66,18975473.0,2785.0,2023-01-01 00:00:00,,57.0,20805.0,1056864.0,863307.0,1436829.0,42251979.0,28111240.0,1512868.0,13374.0,51.0,9520536.0,,,9520536.0,,26934934.0,5060362.0,1.0,1085.0,2023,,7959461.0,,,3087817.0,-0.09628344391780655,-3657321.0,-0.13010173154937313,0.8347092802158338,0.4757641501837882,0.7225923858738521,0.18029459477118193,2.3840148221091857,0.704493020105414,0.29550697989458596,-6.222270793752207,7959461.0,1.0436721322576843,5.55518360148938,for-profit
HOSPITAL BELLA VISTA (400014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,362290.0,,,2523522.0,,-1177198.0,,PR,40405022.0,17291416.0,325581.0,242130.0,,9.0,,8480169.0,1676986.0,2023-12-31,18.69,502.76,22231009.0,3786.0,2023-01-01 00:00:00,,158.0,57670.0,1745220.0,1146331.0,2060761.0,71391870.0,40522605.0,2687421.0,19719.0,149.0,16318951.0,,,17435777.0,,36804190.0,35286343.0,1.0,998.0,2023,,14573181.0,,,1676986.0,-0.029050402855393922,-8293345.0,-0.20465972017346862,0.49042652146012794,2.137669292092678,0.32320187080109575,0.09698372880509035,1.5254740197078456,0.6040347308282019,0.3959652691717981,-17.203301222777334,14573181.0,1.1010323824542803,1.1483934450220585,non-profit
HOSPITAL BUEN SAMARITANO (400079),General Short Term (Acute Care Hospitals),Proprietary-Individual,,752835.0,,,3633197.0,,-1562985.0,,PR,25008277.0,24279939.0,62191.0,60947.0,,8.0,,21790161.0,300703.0,2023-12-31,,348.23,36872100.0,3112.0,2023-01-01 00:00:00,,110.0,40150.0,1286312.0,726618.0,720078.0,60064251.0,29130879.0,2574799.0,18253.0,102.0,11164308.0,,,10794659.0,,38857593.0,18426739.0,1.0,1154.0,2023,,1985493.0,,,300703.0,-0.0536538907734298,-4419312.0,-0.15170541197881465,0.8974553436892901,0.7713133875665833,0.814550275435206,0.012384833421533719,18.570752956570484,0.9489033456086691,0.05109665439133093,-4.91373807009504,1985493.0,0.7496830542231476,1.5809025677305137,for-profit
HOSPITAL CAYETANO COLL Y TOSTE (400087),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,165810.0,,,6780164.0,,-5540069.0,,PR,48629976.0,13248412.0,75915.0,74397.0,,8.0,,28922302.0,5243327.0,2023-12-31,,600.03,54142696.0,7572.0,2023-01-01 00:00:00,,185.0,67525.0,1091487.0,1853693.0,2197478.0,94373875.0,60233563.0,5672887.0,41709.0,165.0,19087687.0,,,18087000.0,,87581674.0,13058805.0,1.0,3441.0,2023,,33438978.0,,,5243327.0,-0.0919764450925807,-9459049.0,-0.1570395063629226,2.183076884988178,1.3814585476357468,1.9607725061690413,0.3957702251409452,1.6191492455301715,0.6181966332363092,0.38180336676369075,-43.79452988360171,33438978.0,0.687741627318062,4.612486594294041,for-profit
HOSPITAL DAMAS (400022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,20270.0,,,7947215.0,,-4998488.0,,PR,66237197.0,11574176.0,579574.0,413871.0,,14.0,,17014782.0,565272.0,2023-12-31,25.99,547.0,22806263.0,5522.0,2023-01-01 00:00:00,,128.0,46720.0,1414127.0,1689747.0,4149452.0,119311003.0,62906926.0,7053045.0,28112.0,101.0,25052793.0,,,24900118.0,,62263203.0,22524768.0,1.0,2080.0,2023,,39456940.0,,,565272.0,-0.079458468531748,-15498915.0,-0.24637851482363007,1.4700642188264634,1.9949618875676334,1.2018918668594636,0.048839070703607754,0.5780038441906544,0.3662879823256121,0.6337120176743879,-559.9143068574248,39456940.0,1.010338738917752,2.7927890755633977,non-profit
HOSPITAL DE LA CONCEPCION (400021),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,,,8979316.0,,6117480.0,,PR,77108274.0,18688742.0,265481.0,234195.0,,12.0,,38210954.0,3536460.0,2023-12-31,11.92,734.33,33306541.0,7689.0,2023-01-01 00:00:00,,167.0,60955.0,2999615.0,1496720.0,5818455.0,219218254.0,97581207.0,8229240.0,46659.0,143.0,30069902.0,,,33127784.0,,120612681.0,24726185.0,1.0,3481.0,2023,,87306140.0,,,3536460.0,0.06269116962244585,-49596.0,-0.0005082536025609931,2.0445974373234965,1.5122818325599443,1.8040068721586504,0.18922943020990926,0.3814913933888269,0.27614460373366545,0.7238553962663345,,87306140.0,0.8090459990687049,3.946472413758936,non-profit
HOSPITAL DISTRICT No.1 CRAWFORD COUNTY (171376),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,384896.0,,,,,-1206925.0,,KS,21812549.0,3070749.0,2594170.0,3022938.0,,,,7027476.0,2608793.0,2023-12-31,,123.54,11690185.0,232.0,2023-01-01 00:00:00,,23.0,8468.0,291780.0,589716.0,994380.0,39762221.0,21494169.0,,1063.0,23.0,,,,11502826.0,,17526339.0,3947337.0,2.0,771.0,2023,,5836154.0,,,2608793.0,-0.056151275259815815,-2708961.0,-0.12603236719688954,2.2885217906119975,2.135026340479147,2.001459578754239,0.8495624357445041,2.003063147408379,0.667006669219396,0.332993330780604,-4.454660479714001,5836154.0,1.2263924028857367,5.44523282405328,govt
HOSPITAL DR. ALEJANDRO OTERO (400114),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,5549468.0,,,11206290.0,,-525348.0,,PR,101624745.0,25789090.0,490105.0,473997.0,,20.0,,25367728.0,-348047.0,2023-12-31,7.4,1131.3,92634237.0,14671.0,2023-01-01 00:00:00,,262.0,95630.0,1335544.0,1848560.0,10080543.0,248589169.0,134587606.0,9438773.0,77005.0,242.0,38921287.0,,,43019063.0,,105918213.0,15935900.0,1.0,4937.0,2023,,13283976.0,,,-348047.0,-0.0039033906287032107,-2090754.0,-0.015534521061322689,0.9836612303885093,0.6044359455878435,0.8601941363576613,-0.01349590078595251,6.973381839894923,0.8745827027878577,0.12541729721214234,1.4397396290959783,13283976.0,1.270674817748294,8.445560401357941,for-profit
HOSPITAL DR. PILA (400003),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,220845.0,,,2779054.0,,-1861716.0,,PR,33127122.0,9935548.0,94184.0,92301.0,,8.0,,19338031.0,5589387.0,2023-12-31,,342.61,16163296.0,3898.0,2023-01-01 00:00:00,,115.0,41975.0,974323.0,933079.0,1712225.0,66034856.0,45109553.0,2124445.0,20617.0,107.0,12261753.0,,,12310159.0,,48676748.0,8214983.0,1.0,1348.0,2023,,32513452.0,,,5589387.0,-0.041270991978129334,-3774566.0,-0.08367553542372722,1.9463477001973117,1.3893919087301476,1.7543701665977558,0.5625645409795212,0.49712642016602854,0.3320537353892253,0.6679462646107748,-9.338409291584595,32513452.0,0.9267166532982031,5.491131631069718,for-profit
HOSPITAL DR. SUSONI (400117),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,51315.0,,,4533290.0,48696.0,-4190652.0,,PR,38087189.0,9306788.0,84666.0,82973.0,,6.0,,24466063.0,4724794.0,2023-12-31,,411.26,29469006.0,6547.0,2023-01-01 00:00:00,,121.0,44165.0,1493452.0,1177174.0,1237950.0,88783439.0,51115759.0,4267573.0,34066.0,115.0,14203848.0,,,14203848.0,,96927200.0,6660231.0,1.0,3533.0,2023,,67458194.0,,,4773490.0,-0.08198356205568619,-5511226.0,-0.10781853009362534,2.6288406913319613,1.2285356666553489,2.3418860513423105,0.5076718197513471,0.4368484279315275,0.3040323665596448,0.6959676334403553,-83.27537756991133,67458194.0,0.5273623812510833,7.674772691818046,for-profit
HOSPITAL FOR BEHAVIORAL MEDICINE (224045),Psychiatric,Proprietary-Partnership,,,,,,,5394991.0,,MA,29177010.0,1844536.0,,,,,,13655397.0,8026359.0,2023-12-31,,210.58,38471656.0,2417.0,2023-01-01 00:00:00,,120.0,43800.0,115551.0,47809.0,1610180.0,48468400.0,35049255.0,,32637.0,120.0,,,,15335495.0,,42973689.0,6813032.0,1.0,3822.0,2023,,4502033.0,,,8026359.0,0.15392598216424286,3097241.0,0.08836824063735449,7.403161011766644,8.045053606977582,7.31459673327059,4.351424423269592,8.545396268752361,0.8952374556440803,0.10476254435591974,,4502033.0,0.8155980046302285,5.144443032118446,for-profit
HOSPITAL FOR SPECIAL CARE (072004),General Long Term,Voluntary Nonprofit-Other,,,,,,,4779808.0,,CT,118903149.0,17421730.0,295372.0,289462.0,,,,38205343.0,8286918.0,2024-03-31,,883.12,53615210.0,805.0,2023-04-01 00:00:00,,231.0,84546.0,1889937.0,573035.0,6247976.0,283166870.0,129782103.0,,81579.0,231.0,,,,78559873.0,,181183196.0,28712299.0,1.0,2993.0,2023,,127567986.0,,,8286918.0,0.03682948487897442,-2242154.0,-0.017276295792494595,2.19297067512813,2.123739548253819,2.051597114637869,0.47566561988964356,0.4202873438795216,0.29591712246868634,0.7040828775313137,,127567986.0,0.7163031995527885,4.520087471922746,non-profit
HOSPITAL FOR SPECIAL SURGERY (330270),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,91123153.0,706080430.0,162348728.0,,NY,887145940.0,686293119.0,91393608.0,89197050.0,494893.0,,,1768611685.0,265686066.0,2023-12-31,89.88,5055.4,1705427083.0,8155.0,2023-01-01 00:00:00,,166.0,60590.0,10480779.0,23006729.0,56303724.0,3522593843.0,1229917804.0,84599759.0,26842.0,166.0,492575508.0,,,754054999.0,,3491543435.0,212371110.0,2.0,10624.0,2023,,1786116352.0,,,971766496.0,0.1319996567835683,-338065998.0,-0.2748687732631603,2.577050003906567,1.7254108677723752,2.5282552439521107,0.38713205574191395,0.9548241810172958,0.48844504292984686,0.5115549570701531,,1786116352.0,0.3522561946877227,5.7913611884403675,non-profit
HOSPITAL HIMA SAN PABLO BAYAMON (400109),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,1969387.0,,-52849884.0,,PR,91058647.0,107622060.0,272341.0,266893.0,,34.0,,12917028.0,28471.0,2023-12-14,,1018.0,107622060.0,4066.0,2023-01-01 00:00:00,,424.0,147552.0,623418.0,1058555.0,5133900.0,91330875.0,41700230.0,1755868.0,30338.0,379.0,29012397.0,,,29527282.0,,82447306.0,10867831.0,1.0,2000.0,2023,,-25174754.0,,,28471.0,-1.267376319027497,-53020870.0,-1.2714766801046422,0.12002212185865983,0.10124598990207026,0.10439360666391258,0.00026454613487234864,-4.274999469706834,1.3053435608920927,-0.3053435608920927,,-25174754.0,0.5057803829272481,3.837033350997085,for-profit
HOSPITAL HIMA SAN PABLO CAGUAS (400120),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,9834121.0,,,10703610.0,,-141285802.0,,PR,136091341.0,234708987.0,,102348.0,,46.0,,27177404.0,303097.0,2023-12-19,,450.0,234708987.0,8598.0,2023-01-01 00:00:00,,421.0,148613.0,2778439.0,,11053377.0,155906845.0,,6815709.0,55303.0,375.0,39258117.0,,,39258117.0,,226525744.0,23919014.0,1.0,3067.0,2023,,-8183243.0,,,303097.0,,,,0.1157919189519573,0.10320061157266211,,0.0012913736447594997,-28.681659215056914,1.0361250021984256,-0.036125002198425626,,-8183243.0,,,for-profit
HOSPITAL HIMA SAN PABLO FAJARDO (400125),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,1088131.0,,,318302.0,,-1269534.0,,PR,13644710.0,46679386.0,32034.0,31394.0,,17.0,,3305630.0,2367.0,2023-10-19,,171.46,46679386.0,750.0,2023-01-01 00:00:00,,180.0,52560.0,59980.0,,506139.0,17016607.0,14641380.0,317448.0,5847.0,163.0,5755908.0,,,5755908.0,,3762499.0,2722957.0,1.0,390.0,2023,,-42916887.0,,,2367.0,-0.08670862992422845,-1412429.0,-0.09646829738726814,0.0708156272663912,0.058383887054555515,,5.070760785071166e-05,-1.0876694295185017,12.406484626308206,-11.406484626308206,-0.8328868491018085,-42916887.0,3.891397711999392,5.3770147674017625,for-profit
HOSPITAL MENONITA  GUAYAMA (400048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,764035.0,,,4702314.0,6247330.0,31290640.0,,PR,52428635.0,10852720.0,118537.0,103761.0,,13.0,,52482516.0,28426350.0,2024-03-31,,432.11,38105533.0,7067.0,2023-04-01 00:00:00,,140.0,51240.0,104921.0,1012536.0,3250540.0,79935305.0,74577237.0,4280630.0,34864.0,127.0,15963733.0,,,17104737.0,,214169338.0,20867249.0,1.0,2494.0,2023,,176063805.0,,,34673680.0,0.4195736025994098,8385279.0,0.11243751226664511,4.835885934585984,5.117696669590665,4.732920318592942,2.6192834607361104,0.2164302481137449,0.17792244845058072,0.8220775515494193,15.229431897753376,176063805.0,0.3482162185139686,3.57388925583818,non-profit
