Hospital,Hospital type,Control type,Number of Interns & Residents,"Donations, Land Improvements",Net Revenue from Medicaid,BED DAYS: Total Hospital,Total discharges,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total cost of charity care,HVBP payment adjustment amount,Urban (1) and Rural (2) Indicator,Total Bad Debt expense,NUMBER OF BEDS: ICU,Cost To Charge Ratio,IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total Days Title XVIII,FTE Employees on Payroll,Total Costs,State,Cost of Uncompensated Care,Fiscal Year End Date,Total Salaries,Total Days,Total Charges,Fiscal Year Begin Date,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,HAC reduction adjustment amount,REIMBURSEMENT SETTLEMENT: Interim payments,IPPS Interim payment,Medicaid charges,FFY
MARQUETTE GENERAL HOSPITAL (230054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2064.6,,2287415.0,13020.0,1534.0,174.0,3787855.0,210.0,87816.0,,2.0,1761080.0,26.0,0.333534,8254069.0,,2611.0,17.89,29572638.0,MI,612887.0,2012-08-31,21920336.0,6675.0,88664646.0,2012-07-01 00:00:00,12182162.0,282602670.0,,3873464.0,7611806.0,9490517.0,2012
MARQUETTE GENERAL HOSPITAL (230054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1444.47,,11398881.0,63630.0,6500.0,174.0,17639873.0,210.0,351768.0,-17096.0,2.0,12017533.0,26.0,0.348327,40720064.0,,13661.0,17.27,154392250.0,MI,4229016.0,2013-06-30,107575014.0,31902.0,443239754.0,2012-09-01 00:00:00,59957594.0,111451723.0,,18042315.0,38674024.0,46803555.0,2012
MARSHALL BROWNING HOSPITAL (141331),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,145.96,,2337456.0,9125.0,713.0,25.0,1525249.0,25.0,309905.0,,2.0,1641473.0,,0.479608,,,2958.0,,13561349.0,IL,979709.0,2013-06-30,7145142.0,3463.0,28275909.0,2012-07-01 00:00:00,,13673376.0,,1955292.0,,4748501.0,2012
MARSHALL COUNTY HEALTHCARE CENTER (431312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,67.44,,325763.0,7300.0,144.0,20.0,706578.0,20.0,24725.0,,2.0,123612.0,,0.528413,,,1115.0,,4102975.0,SD,87879.0,2013-06-30,2615533.0,1216.0,7764716.0,2012-07-01 00:00:00,,468124.0,,714389.0,,406194.0,2012
MARSHALL COUNTY HOSPITAL (181327),General Short Term (Critical Access Hospitals),Governmental-County,219.53,,875211.0,9150.0,826.0,20.0,2343054.0,25.0,455135.0,,2.0,1224090.0,5.0,0.628571,,,3724.0,,17227796.0,KY,1110591.0,2012-12-31,8572082.0,4800.0,27407880.0,2012-01-01 00:00:00,,34322946.0,,2562157.0,,2365438.0,2012
MARSHALL HOSPITAL (050254),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1085.82,,11245128.0,33306.0,5042.0,83.0,14512192.0,91.0,2828936.0,-2297.0,1.0,17581550.0,8.0,0.197386,29513402.0,,12375.0,,169213919.0,CA,6229424.0,2012-10-31,84165365.0,22811.0,857272872.0,2011-11-01 00:00:00,79559434.0,147031653.0,,14818833.0,27599224.0,83320803.0,2012
MARSHALL MEDICAL CENTER (441309),General Short Term (Critical Access Hospitals),Governmental-County,127.01,,2440782.0,9125.0,196.0,25.0,1709767.0,25.0,269580.0,,2.0,2419605.0,,0.406225,,,511.0,,12060961.0,TN,997675.0,2013-06-30,6275930.0,742.0,29690326.0,2012-07-01 00:00:00,,1079706.0,,1861276.0,,5594117.0,2012
MARSHALL MEDICAL CENTERS SOUTH (010005),General Short Term (Acute Care Hospitals),Governmental-County,1056.02,,7975739.0,74664.0,9168.0,184.0,12857850.0,204.0,2862693.0,,2.0,32410491.0,20.0,0.269964,27946798.0,,17787.0,,98273561.0,AL,11411296.0,2012-09-30,48251527.0,36415.0,364025157.0,2011-10-01 00:00:00,37390784.0,80673121.0,,13396292.0,25856974.0,41179723.0,2012
MARSHALL REGIONAL MEDICAL CENTER (450032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,360.91,,3021120.0,41724.0,4676.0,105.0,4206428.0,114.0,2156576.0,,1.0,40447124.0,9.0,0.220423,12440140.0,,6488.0,,58978693.0,TX,10955859.0,2012-09-30,21847350.0,15215.0,267570517.0,2011-10-01 00:00:00,20508363.0,48557433.0,,4264809.0,11998771.0,23111069.0,2012
MARSHALLTOWN MEDICAL & SURGICAL CTR (160001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,491.69,,5222377.0,36234.0,2858.0,87.0,4752231.0,99.0,1580237.0,1206.0,1.0,4333896.0,12.0,0.46711,9713710.0,,4449.0,,52221386.0,IA,3604643.0,2012-10-31,28119862.0,9719.0,111796756.0,2011-11-01 00:00:00,25963569.0,6873754.0,,4748504.0,8594179.0,12657765.0,2012
MARTHA JEFFERSON HOSPITAL (490077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1376.71,,1448068.0,16192.0,2709.0,164.0,3564868.0,176.0,711190.0,,1.0,1857001.0,12.0,0.421287,9659416.0,,4526.0,,45906721.0,VA,1444328.0,2011-12-31,21666999.0,9474.0,108967883.0,2011-10-01 00:00:00,18040077.0,,,3537288.0,8688854.0,4507325.0,2012
MARTHA JEFFERSON HOSPITAL (490077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1462.6,,8051341.0,64240.0,11049.0,164.0,16775976.0,176.0,3574303.0,-17567.0,1.0,10489899.0,12.0,0.38227,38531943.0,,18880.0,,171728775.0,VA,7464792.0,2012-12-31,95145002.0,39502.0,449233658.0,2012-01-01 00:00:00,72111853.0,327247000.0,,17122800.0,34533313.0,21689642.0,2012
MARTHAS VINEYARD HOSPITAL (221300),Critical Access Hospitals,Voluntary Nonprofit-Other,307.0,,3440802.0,3477.0,565.0,19.0,2812928.0,19.0,776807.0,,2.0,1436303.0,,0.438873,,,2095.0,,23093970.0,MA,1395184.0,2012-09-30,14183208.0,2866.0,52621075.0,2012-04-01 00:00:00,,9021685.0,,2099892.0,,11726010.0,2012
MARTIN COUNTY HOSPITAL (451333),General Short Term (Critical Access Hospitals),Governmental-Hospital District,80.02,,205333.0,9125.0,72.0,25.0,1252870.0,25.0,34368.0,,1.0,1655906.0,,1.211965,,,148.0,,11904558.0,TX,1997305.0,2013-04-30,4120487.0,293.0,9822524.0,2012-05-01 00:00:00,,22535665.0,,410866.0,,214155.0,2012
MARTIN GENERAL HOSPITAL (340133),General Short Term (Acute Care Hospitals),Proprietary-Corporation,199.64,,3165933.0,17520.0,2169.0,42.0,1497593.0,48.0,411393.0,6721.0,2.0,6825317.0,6.0,0.163901,8583389.0,0.915,5459.0,,22176764.0,NC,1467394.0,2013-04-30,10217121.0,8234.0,135305545.0,2012-05-01 00:00:00,10178822.0,27726332.0,,1747346.0,8849047.0,24044813.0,2012
MARTIN MEDICAL CENTER (100044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2184.42,,14105168.0,125904.0,17915.0,290.0,26754016.0,344.0,4699961.0,,1.0,38915816.0,22.0,0.175111,71464739.0,,42403.0,,269110458.0,FL,11448375.0,2012-09-30,127829504.0,80572.0,1536801111.0,2011-10-01 00:00:00,124930483.0,321929074.0,,26971593.0,64807591.0,121155686.0,2012
MARY BLACK MEMORIAL HOSPITAL (420083),General Short Term (Acute Care Hospitals),Proprietary-Corporation,785.83,,11956800.0,54020.0,6479.0,120.0,7424446.0,148.0,751982.0,-13656.0,1.0,25614757.0,28.0,0.148773,19470997.0,,10094.0,,108845962.0,SC,4510365.0,2013-06-30,42809949.0,28043.0,731624452.0,2012-07-01 00:00:00,40804756.0,48248606.0,,7544415.0,17091853.0,63293423.0,2012
MARY BRECKINRIDGE HOSPITAL (181316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,98.76,,3198800.0,9125.0,828.0,25.0,419100.0,25.0,1118477.0,,2.0,2446068.0,,0.273556,,,2668.0,,13317614.0,KY,1669312.0,2013-06-30,5428141.0,4576.0,48683278.0,2012-07-01 00:00:00,,2006610.0,,431000.0,,10880099.0,2012
MARY BRIDGE CHILDRENS HOSPITAL (503301),General Short Term (Childrens),Voluntary Nonprofit-Other,,,,,,,,,,,,,,,,,,,,WA,,2012-12-31,,,,2012-01-01 00:00:00,,,,,,,2012
MARY FREE BED REHAB HOSPITAL (233026),Rehabilitation,Voluntary Nonprofit-Other,615.71,,3644366.0,29200.0,1200.0,80.0,230763.0,80.0,527176.0,,1.0,178430.0,,0.62125,,,5128.0,,45217799.0,MI,630467.0,2013-03-31,34581807.0,22361.0,72785234.0,2012-04-01 00:00:00,28269624.0,22269202.0,,230764.0,,11008968.0,2012
MARY GREELEY MEDICAL CENTER (160030),General Short Term (Acute Care Hospitals),Governmental-City,986.89,,7381418.0,54534.0,7545.0,135.0,10995255.0,149.0,1794127.0,100056.0,1.0,5039433.0,14.0,0.325464,29981486.0,,16738.0,,146542692.0,IA,3408887.0,2013-06-30,61786139.0,32993.0,450258435.0,2012-07-01 00:00:00,55853246.0,123375331.0,,10932771.0,27064385.0,8109585.0,2012
MARY HITCHCOCK MEMORIAL HOSP (300003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3833.0,,31090913.0,98415.0,13961.0,279.0,50850076.0,367.0,9902735.0,,2.0,13086813.0,48.0,0.352971,118777622.0,,33773.0,320.42,496773338.0,NH,14185607.0,2012-06-30,189857099.0,80196.0,1407406552.0,2011-10-01 00:00:00,168907131.0,741766771.0,,51259383.0,112692400.0,174643079.0,2012
MARY HITCHCOCK MEMORIAL HOSP (300003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3437.95,,41735607.0,132442.0,18660.0,279.0,74416266.0,367.0,12185431.0,-303947.0,2.0,22716348.0,48.0,0.335382,168273249.0,,45679.0,321.0,663500343.0,NH,19118924.0,2013-06-30,260855214.0,106629.0,1978344874.0,2012-07-01 00:00:00,230638277.0,688366786.0,,74303948.0,159457170.0,247502740.0,2012
MARY IMMACULATE HOSPITAL (490041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,871.47,,9161051.0,40260.0,8289.0,100.0,7110351.0,110.0,1595725.0,-25520.0,1.0,14775933.0,10.0,0.223551,33869516.0,,13147.0,,149093518.0,VA,4849043.0,2013-08-31,44986714.0,31447.0,666933909.0,2012-09-01 00:00:00,46056673.0,30657571.0,,7158292.0,30717482.0,56086467.0,2012
MARY IMOGENE BASSETT HOSPITAL (330136),General Short Term (Acute Care Hospitals),Governmental- Federal,2912.85,,51531062.0,58124.0,8249.0,126.0,31168303.0,160.0,1200.0,-9744.0,2.0,14985208.0,34.0,0.462979,53323194.0,,22457.0,55.06,283096316.0,NY,6657230.0,2012-12-31,210964285.0,43924.0,611467358.0,2012-01-01 00:00:00,133448811.0,124215669.0,,31031079.0,50822871.0,86556832.0,2012
MARY LANNING MEMORIAL HOSPITAL ASSOC (280032),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,712.71,,6844169.0,35136.0,3356.0,86.0,8252198.0,96.0,1152343.0,-533.0,2.0,5905448.0,10.0,0.429488,12608144.0,,5634.0,,85749147.0,NE,3687944.0,2012-12-31,45584345.0,13658.0,199654463.0,2012-01-01 00:00:00,32043063.0,54521857.0,,8874912.0,11208305.0,19930342.0,2012
MARY RUTAN HOSPITAL (360197),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,514.74,,6170961.0,16470.0,1695.0,38.0,5237590.0,45.0,3907045.0,3981.0,2.0,4033577.0,,0.425227,5984687.0,,2075.0,,57574402.0,OH,5572906.0,2012-12-31,28911171.0,5523.0,135396946.0,2012-01-01 00:00:00,23912956.0,33203149.0,,5776711.0,5872241.0,25521910.0,2012
MARY S HARPER GERIATRIC PSYCH CEN (014012),Psychiatric,Governmental-State,209.66,,,46116.0,353.0,126.0,-13384.0,126.0,,,1.0,,,0.892429,,,9013.0,,16879653.0,AL,-109103.0,2012-09-30,8414131.0,35707.0,18914277.0,2011-10-01 00:00:00,8408195.0,-116597.0,,52416.0,,,2012
MARY WASHINGTON HOSPITAL (490022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2154.16,,38611016.0,167994.0,25798.0,416.0,20147899.0,459.0,8641359.0,-17648.0,1.0,2826355.0,,0.295961,93664915.0,,45282.0,,398146306.0,VA,9444618.0,2012-12-31,136471432.0,110643.0,1345264506.0,2012-01-01 00:00:00,134828811.0,164142956.0,,20163625.0,86222196.0,135335008.0,2012
MARYLAND GENERAL HOSPITAL (210038),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1141.0,,53703396.0,56575.0,8084.0,142.0,8279106.0,155.0,12809512.0,,1.0,23409788.0,13.0,0.71832,44881351.0,,15932.0,40.93,150223942.0,MD,29625231.0,2013-06-30,73732539.0,51401.0,209132409.0,2012-07-01 00:00:00,62971583.0,106306000.0,,14711425.0,42111877.0,57131272.0,2012
MARYMOUNT HOSPITAL (360143),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,904.14,,12194404.0,90768.0,9194.0,220.0,6548678.0,248.0,4248948.0,14829.0,1.0,16260588.0,28.0,0.244871,32904846.0,,22655.0,,146355335.0,OH,8060752.0,2012-12-31,55914895.0,44997.0,597683391.0,2012-01-01 00:00:00,48250893.0,91128598.0,,6670185.0,29705050.0,66182980.0,2012
MARYVALE HOSPITAL MEDICAL CENTER (030001),General Short Term (Acute Care Hospitals),Proprietary-Corporation,438.5,,12180809.0,84912.0,5272.0,216.0,698514.0,232.0,181277.0,2837.0,1.0,16524019.0,16.0,0.183841,6541274.0,,2162.0,,51249351.0,AZ,3191243.0,2012-12-31,27922066.0,20609.0,278770461.0,2012-01-01 00:00:00,27813198.0,-70385494.0,,743870.0,6549633.0,133358842.0,2012
MARYVIEW HOSPITAL (490017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1722.59,,18540805.0,79935.0,11650.0,197.0,18010035.0,219.0,7378284.0,109236.0,1.0,28757365.0,22.0,0.241257,45437315.0,,22566.0,16.13,239546728.0,VA,14184201.0,2013-08-31,110392316.0,58595.0,992911739.0,2012-09-01 00:00:00,76033754.0,121118032.0,,18176088.0,41657121.0,107963034.0,2012
MASON DISTRICT HOSPITAL (141313),General Short Term (Critical Access Hospitals),Governmental-Hospital District,179.64,,1033954.0,9150.0,310.0,25.0,3211052.0,25.0,287506.0,,2.0,1793264.0,,0.632767,,,1227.0,,19830493.0,IL,1171580.0,2012-09-30,10565288.0,1433.0,31339329.0,2011-10-01 00:00:00,,13039720.0,,3757761.0,,2887124.0,2012
MASON GENERAL HOSPITAL (501336),General Short Term (Critical Access Hospitals),Governmental-Hospital District,389.03,,10362682.0,9150.0,1614.0,18.0,5368809.0,25.0,1745359.0,,2.0,8370201.0,7.0,0.41038,,,2810.0,,60229512.0,WA,4968294.0,2012-12-31,32159321.0,5945.0,146765298.0,2012-01-01 00:00:00,,45833229.0,,4817009.0,,30785741.0,2012
MASONICARE HEALTH CENTER (070039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,29.04,,,10980.0,722.0,30.0,347924.0,30.0,,,1.0,,,0.742648,3015930.0,,2142.0,,64135055.0,CT,,2012-09-30,30916107.0,3900.0,86359941.0,2011-10-01 00:00:00,14463938.0,6239455.0,,347924.0,2749582.0,,2012
MASSAC MEMORIAL HOSPITAL (141323),General Short Term (Critical Access Hospitals),Governmental-Hospital District,178.32,,2544415.0,9125.0,951.0,25.0,1964608.0,25.0,277492.0,,2.0,3031734.0,,0.450824,,,2911.0,,18670965.0,IL,1290553.0,2013-03-31,8419838.0,3774.0,41415173.0,2012-04-01 00:00:00,,17520004.0,,2008103.0,,8809748.0,2012
MASSACHUSETTS EYE AND EAR INFIRMARY (220075),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1366.0,,10034891.0,15006.0,1427.0,41.0,24713846.0,41.0,2033803.0,,1.0,2565889.0,,0.401844,6864357.0,,1972.0,36.03,135209686.0,MA,3043783.0,2012-09-30,97354347.0,5309.0,336472693.0,2011-10-01 00:00:00,74783673.0,210336316.0,,24632252.0,6374718.0,30154240.0,2012
MASSACHUSETTS GENERAL HOSPITAL (220071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11408.0,,128902673.0,338452.0,45496.0,789.0,123809846.0,941.0,39032969.0,,1.0,28881000.0,18.0,0.282003,364313413.0,,111653.0,608.51,1774078615.0,MA,46028525.0,2012-09-30,1244026405.0,284964.0,6290984803.0,2011-10-01 00:00:00,807302466.0,1288834000.0,,125057147.0,349784768.0,651824689.0,2012
MASSACHUSETTS HOSPITAL SCHOOL (222025),General Short Term,Governmental-State,,,,,,,,,,,,,,,,,,,,MA,,2013-06-30,,,,2012-07-01 00:00:00,,,,,,,2012
MASSENA MEMORIAL HOSPITAL (330223),General Short Term (Acute Care Hospitals),Governmental-Other,373.73,,5468409.0,18300.0,2341.0,46.0,2697425.0,50.0,711913.0,-3285.0,2.0,2401883.0,4.0,0.499586,7167189.0,,4959.0,,43871939.0,NY,1890547.0,2012-12-31,22240717.0,9812.0,87816642.0,2012-01-01 00:00:00,20161850.0,13664425.0,,2586969.0,6823792.0,18942332.0,2012
MAT-SU REGIONAL MED CTR (020006),General Short Term (Acute Care Hospitals),Proprietary-Corporation,534.42,,13849704.0,27084.0,4579.0,60.0,5270563.0,74.0,3450180.0,11655.0,1.0,18714687.0,14.0,0.24674,17640946.0,,6238.0,,94693407.0,AK,8037934.0,2012-12-31,42460795.0,17304.0,383777816.0,2012-01-01 00:00:00,39546737.0,-45913948.0,,5337287.0,17048291.0,67381680.0,2012
MATAGORDA REGIONAL MEDICAL CENTER (450465),General Short Term (Acute Care Hospitals),Governmental-Hospital District,286.73,,4603616.0,16836.0,2982.0,40.0,3781381.0,46.0,1303441.0,,2.0,13673687.0,6.0,0.376316,8413042.0,,4342.0,,41524336.0,TX,6354639.0,2012-09-30,14451209.0,8930.0,110344394.0,2011-10-01 00:00:00,15275356.0,46931700.0,,3842322.0,7709716.0,14238225.0,2012
MATHENY SCHOOL & HOSPITAL (312014),General Long Term,Voluntary Nonprofit-Other,556.9,,,36966.0,28.0,101.0,33383.0,101.0,,,1.0,,,0.90348,,,46.0,,36978469.0,NJ,,2013-06-30,29299952.0,36643.0,40928932.0,2012-07-01 00:00:00,,9337787.0,,32654.0,,,2012
MAUI MEMORIAL MEDICAL CENTER (120002),General Short Term (Acute Care Hospitals),Governmental-State,1389.24,,19892491.0,77745.0,10037.0,193.0,5578337.0,213.0,2012665.0,4292.0,2.0,10328575.0,20.0,0.435172,34852771.0,,11941.0,,205820523.0,HI,6402140.0,2013-06-30,90009132.0,56375.0,472963511.0,2012-07-01 00:00:00,86134172.0,119549508.0,,5599233.0,34447582.0,94448324.0,2012
MAURY REGIONAL HOSPITAL (440073),General Short Term (Acute Care Hospitals),Governmental-County,1680.22,,22584317.0,78475.0,13956.0,158.0,19961212.0,215.0,3508999.0,12283.0,2.0,,33.0,0.294767,50523497.0,,20895.0,,200503036.0,TN,2976216.0,2013-06-30,94164787.0,47480.0,680208250.0,2012-07-01 00:00:00,76165231.0,43333297.0,,20659480.0,47269388.0,91506311.0,2012
MAYAGUEZ MEDICAL CENTER (400103),General Short Term (Acute Care Hospitals),Proprietary-Corporation,735.34,,,66246.0,8523.0,159.0,910398.0,181.0,,,1.0,,22.0,,6897884.0,,8189.0,13.57,53935946.0,PR,,2012-12-31,17863558.0,59994.0,135011968.0,2012-01-01 00:00:00,18121489.0,28974667.0,,1009708.0,6141168.0,,2012
MAYERS MEMORIAL HOSPITAL (051305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,127.25,,4945412.0,8030.0,477.0,22.0,2610895.0,22.0,100155.0,,2.0,1026670.0,,0.685803,,,1562.0,,19502605.0,CA,681522.0,2013-06-30,9083523.0,2134.0,28437635.0,2012-07-01 00:00:00,,20738616.0,,2168735.0,,10620249.0,2012
MAYES COUNTY MEDICAL CENTER (370015),General Short Term (Acute Care Hospitals),Proprietary-Corporation,76.44,,821076.0,12775.0,587.0,35.0,1825998.0,35.0,20393.0,533.0,2.0,2945281.0,,0.343441,1666843.0,0.824,1256.0,,19378108.0,OK,1028370.0,2013-03-31,6101241.0,1954.0,56423387.0,2012-04-01 00:00:00,6208139.0,20990548.0,,1565161.0,1993059.0,4306684.0,2012
MAYHILL HOSPITAL (670010),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,1460.0,,4.0,141900.0,4.0,,,1.0,380223.0,,0.251948,,,,,8149366.0,TX,37519.0,2012-12-31,3848916.0,,32345390.0,2012-01-01 00:00:00,1675933.0,4813298.0,,141900.0,,,2012
MAYO CLINIC FLORIDA (100151),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1472.88,,4041240.0,78324.0,12571.0,160.0,25637890.0,214.0,6357616.0,5919.0,1.0,15457274.0,54.0,0.342058,108041543.0,,31382.0,113.04,348267760.0,FL,11514216.0,2012-12-31,74867699.0,64338.0,1018153472.0,2012-01-01 00:00:00,84921667.0,225898976.0,,25550200.0,97857598.0,13267035.0,2012
MAYO CLINIC HEALTH SYS - NEW PRAGUE (241361),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,239.86,,2460028.0,7320.0,872.0,20.0,3379148.0,20.0,126509.0,,1.0,1131706.0,,0.469618,,,1677.0,,23177814.0,MN,657979.0,2012-12-31,15302497.0,3505.0,49354617.0,2012-01-01 00:00:00,,5560559.0,,3233930.0,,4855254.0,2012
MAYO CLINIC HEALTH SYS - ST. JAMES (241333),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,73.08,,1635729.0,9150.0,147.0,25.0,2448180.0,25.0,79814.0,,2.0,1059019.0,,0.628132,,,821.0,,13142554.0,MN,745018.0,2012-12-31,5448105.0,1371.0,20923250.0,2012-01-01 00:00:00,,16859431.0,,2621039.0,,2754800.0,2012
MAYO CLINIC HEALTH SYSTEM - RED WING (240018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,545.29,,11028427.0,18300.0,2060.0,46.0,6263218.0,50.0,1737978.0,6528.0,2.0,5252723.0,4.0,0.572001,5002311.0,,1814.0,,73414713.0,MN,4727153.0,2012-12-31,44950171.0,5230.0,128347200.0,2012-01-01 00:00:00,28284745.0,62188395.0,,6702699.0,5108364.0,37816604.0,2012
MAYO CLINIC HEALTH SYSTEM - WASECA (241345),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,110.06,,1722166.0,5490.0,177.0,15.0,2333615.0,15.0,34256.0,,2.0,996681.0,,0.614351,,,1488.0,,14408551.0,MN,645627.0,2012-12-31,7943062.0,2068.0,23453277.0,2012-01-01 00:00:00,,1405230.0,,2342239.0,,3539232.0,2012
MAYO CLINIC HEALTH SYSTEM AUSTIN (240117),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,804.04,,8328307.0,24156.0,2666.0,58.0,11765146.0,66.0,1200000.0,806.0,2.0,2019165.0,8.0,0.555169,8962145.0,,4323.0,,83271328.0,MN,2297335.0,2012-12-31,60340865.0,9185.0,149992665.0,2012-01-01 00:00:00,37430208.0,14465112.0,,11858425.0,7956318.0,21645141.0,2012
MAYO CLINIC HEALTH SYSTEM MANKATKO (240093),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1398.75,,18863139.0,65880.0,10670.0,170.0,11973011.0,180.0,1031767.0,-29012.0,1.0,10682257.0,10.0,0.416588,43654214.0,,17914.0,12.6,169611654.0,MN,5475529.0,2012-12-31,119143744.0,42526.0,407145117.0,2012-01-01 00:00:00,64394822.0,38580721.0,,11959471.0,39570150.0,65498392.0,2012
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA (240043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,999.73,,2712339.0,27816.0,2248.0,66.0,14122023.0,76.0,1223403.0,411.0,2.0,1131854.0,10.0,0.627602,6987878.0,,3086.0,,95022479.0,MN,1915566.0,2012-12-31,68797077.0,6242.0,151405562.0,2012-01-01 00:00:00,40268947.0,13394642.0,,13813230.0,6087902.0,7384254.0,2012
MAYO CLINIC HEALTH SYSTEM-FAIRMONT (240166),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,498.4,,10834840.0,20496.0,1984.0,50.0,6460726.0,56.0,236297.0,2370.0,2.0,3996589.0,6.0,0.581121,7535054.0,,3958.0,,59275966.0,MN,2558343.0,2012-12-31,37657088.0,7943.0,102002841.0,2012-01-01 00:00:00,17437755.0,14951760.0,,6394665.0,7522299.0,19857360.0,2012
MAYO CLINIC HLTH SYS - SPRINGFIELD (241352),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,73.98,,687728.0,8784.0,171.0,24.0,2492841.0,24.0,,,2.0,245476.0,,0.876296,,,676.0,,11666935.0,MN,212893.0,2012-12-31,5155071.0,1075.0,13313919.0,2012-01-01 00:00:00,,1038713.0,,2281279.0,,1358888.0,2012
MAYO CLINIC HOSPITAL (030103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4602.14,,6980005.0,89718.0,12213.0,241.0,28412782.0,261.0,6724810.0,63607.0,1.0,7632200.0,20.0,0.399135,103568038.0,,29670.0,93.22,413643721.0,AZ,9739127.0,2012-12-31,432493876.0,64719.0,1036351180.0,2012-01-01 00:00:00,178073252.0,255696774.0,,28428348.0,97765599.0,21306378.0,2012
MAYO CLINIC HOSPITAL ROCHESTER (240010),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4870.07,,40498906.0,283650.0,37090.0,596.0,32943588.0,775.0,14738970.0,-37748.0,1.0,10920797.0,179.0,0.466738,272066156.0,,77945.0,379.28,990332250.0,MN,19736429.0,2012-12-31,353508802.0,189499.0,2121816949.0,2012-01-01 00:00:00,333975445.0,205227799.0,,33063753.0,254241381.0,132660890.0,2012
MAYO CLINIC METHODIST HOSPITAL (240061),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2271.4,,16789902.0,113219.0,16252.0,290.0,46682928.0,311.0,5117212.0,36863.0,1.0,6414726.0,21.0,0.453402,91415330.0,,23489.0,141.48,534049402.0,MN,7957516.0,2012-12-31,153593179.0,77931.0,1177872249.0,2012-01-01 00:00:00,150959942.0,125170426.0,,46642041.0,86147777.0,45569723.0,2012
MAYO CLNIC HEALTH SYSTEM - LAKE CITY (241338),General Short Term (Critical Access Hospitals),Governmental-Other,226.83,,3881747.0,6588.0,425.0,18.0,4240558.0,18.0,452636.0,,2.0,393000.0,,0.751746,,,1735.0,,34268038.0,MN,748072.0,2012-12-31,15888527.0,2896.0,45584610.0,2012-01-01 00:00:00,,3026926.0,,2849235.0,,6602402.0,2012
MAYO REGIONAL HOSPITAL (201309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,382.55,,6755411.0,9125.0,1064.0,21.0,4379640.0,25.0,1593558.0,,2.0,2235136.0,4.0,0.567383,,,2592.0,,36766719.0,ME,2650156.0,2012-09-30,24444260.0,4393.0,64800574.0,2011-10-01 00:00:00,,11594958.0,,5040550.0,,11023967.0,2012
