Hospital,Hospital type,Control type,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,BED DAYS: Total Hospital,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Total cost of charity care,Total Salaries,Total Bad Debt expense,Total Charges,Cost To Charge Ratio,Net Revenue from Medicaid,Total Liabilities,Medicaid charges,Total Costs,Total discharges,IPPS Payment amount (unadjusted),State,Number of Interns & Residents,Total Days,NUMBER OF BEDS: Total Hospital,Cost of Uncompensated Care,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,FTE Employees on Payroll,Urban (1) and Rural (2) Indicator,HAC reduction adjustment amount,IPPS Interim payment,Fiscal Year End Date,FFY
MEADOWS REGIONAL MEDICAL CENTER (110128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,49.0,5014435.0,,20805.0,5037634.0,3271.0,29169452.0,,,8337717.0,28911553.0,2678651.0,516459926.0,0.164765,15415874.0,118340878.0,93000027.0,85094541.0,5266.0,8675996.0,GA,392.68,16783.0,57.0,8851168.0,2022-03-01 00:00:00,8.0,,2.0,,7312540.0,2023-02-28,2022
MEADOWVIEW PSYCHIATRIC HOSPITAL (314024),Psychiatric,Governmental-County,84.0,70163.0,,30660.0,128173.0,178.0,12943867.0,,,,14852837.0,,34544581.0,,,,,29646312.0,154.0,,NJ,189.9,27601.0,84.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
MEADOWVIEW REGIONAL MEDICAL CENTER (180019),General Short Term (Acute Care Hospitals),Proprietary-Corporation,95.0,5476464.0,,36500.0,5314568.0,1440.0,15506914.0,,,476927.0,23823259.0,3958008.0,388387503.0,0.121133,10865112.0,-237732660.0,98880013.0,47046665.0,1831.0,4805019.0,KY,270.41,5862.0,100.0,1066068.0,2021-12-01 00:00:00,5.0,,2.0,48278.0,4805272.0,2022-11-30,2022
MEADVILLE MEDICAL CENTER (390113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,175.0,,,68985.0,,,76226355.0,,,724607.0,97210583.0,11527045.0,801380285.0,0.222505,20868412.0,200475587.0,98129493.0,178311184.0,4117.0,,PA,1607.4,18956.0,189.0,3289432.0,2022-07-01 00:00:00,14.0,12.34,2.0,,,2023-06-30,2022
MEASE HOSPITAL AND CLINIC (100043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,92.0,6210091.0,,40880.0,6214667.0,8292.0,45390900.0,,,6740168.0,45193500.0,8263024.0,553927705.0,0.20979,6198158.0,8002440.0,56027058.0,116208577.0,5871.0,16502405.0,FL,589.48,29941.0,112.0,8589449.0,2022-01-01 00:00:00,20.0,,1.0,,14139637.0,2022-12-31,2022
MEASE HOSPITAL COUNTRYSIDE (100265),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,331.0,17699428.0,,136875.0,17795878.0,22935.0,118602123.0,,,10801568.0,118449129.0,19811366.0,1732108214.0,0.183798,11373167.0,37474647.0,143029936.0,318358006.0,17014.0,51236432.0,FL,1558.71,77820.0,375.0,14726008.0,2022-01-01 00:00:00,34.0,,2.0,,44568253.0,2022-12-31,2022
MEDICAL ARTS HOSPITAL (450489),General Short Term (Acute Care Hospitals),Governmental-County,21.0,614681.0,,7665.0,625642.0,319.0,5365272.0,,,2373611.0,8071807.0,4640843.0,31805282.0,0.587115,2334638.0,14776087.0,5842795.0,18673355.0,293.0,1022927.0,TX,98.16,1007.0,21.0,5057899.0,2022-04-01 00:00:00,,,2.0,,1007348.0,2023-03-31,2022
MEDICAL BEHAVIORAL HOSPITAL OF CLEAR (454151),Psychiatric,Proprietary-Other,92.0,,,33580.0,,4017.0,,,,,8136022.0,,44709577.0,,,63690864.0,,19230487.0,1288.0,,TX,118.32,17281.0,92.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
MEDICAL BEHAVIORAL HOSPITAL OF INDIA (154068),Psychiatric,Proprietary-Partnership,31.0,,,11328.0,,1310.0,,,,,2899455.0,,8756200.0,,,39354011.0,,6440030.0,280.0,,IN,48.53,3480.0,31.0,,2022-07-08 00:00:00,,,1.0,,,2022-12-31,2022
MEDICAL CENTER BARBOUR (010069),General Short Term (Acute Care Hospitals),Governmental-County,25.0,1131867.0,,10950.0,1081245.0,1060.0,7309208.0,,,829847.0,9686141.0,5569827.0,64525433.0,0.301473,809938.0,6127082.0,7784738.0,19452680.0,1003.0,2162580.0,AL,144.22,3775.0,30.0,2515257.0,2022-01-01 00:00:00,5.0,,2.0,21512.0,2317306.0,2022-12-31,2022
MEDICAL CENTER ENTERPRISE (010049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,92.0,3125136.0,,36135.0,3049634.0,3589.0,20642290.0,,,2556127.0,20101809.0,11995495.0,906375483.0,0.059897,4074596.0,6756273.0,137916666.0,54289420.0,3549.0,7506617.0,AL,326.51,13767.0,99.0,3330000.0,2022-01-01 00:00:00,7.0,,2.0,,6391793.0,2022-12-31,2022
MEDICAL CENTER HOSPITAL (450132),General Short Term (Acute Care Hospitals),Governmental-Hospital District,260.0,10379535.0,,120450.0,11003953.0,13985.0,113119427.0,,,26100729.0,114659832.0,66744117.0,1156922421.0,0.250928,28724504.0,158551485.0,161036081.0,290304406.0,12648.0,44798015.0,TX,1620.91,67266.0,330.0,42921569.0,2021-10-01 00:00:00,20.0,103.61,2.0,,39182967.0,2022-09-30,2022
MEDICAL CENTER OF CENTRAL GEORGIA (110107),General Short Term (Acute Care Hospitals),Governmental-Other,477.0,31689674.0,,230680.0,32043696.0,30942.0,200696340.0,,,26135082.0,227143704.0,64163579.0,3418727601.0,0.195545,95015021.0,229941390.0,620074327.0,668514077.0,27805.0,97616816.0,GA,3437.84,181230.0,632.0,38745522.0,2022-01-01 00:00:00,79.0,94.13,1.0,700765.0,83213945.0,2022-12-31,2022
MEDICAL CENTER OF DELTONA (100330),General Short Term (Acute Care Hospitals),Governmental-Hospital District,30.0,1124217.0,,15695.0,1131726.0,1133.0,12043333.0,,,2972380.0,15767344.0,7480374.0,188766308.0,0.242689,2432421.0,-171680658.0,32199936.0,45811447.0,1534.0,5293413.0,FL,210.8,6122.0,43.0,4790641.0,2021-10-01 00:00:00,,,1.0,,3839866.0,2022-09-30,2022
MEDICAL CENTER OF PLANO (450651),General Short Term (Acute Care Hospitals),Proprietary-Partnership,398.0,14491755.0,,200020.0,14839995.0,32448.0,191030544.0,,,50151617.0,189116491.0,33794551.0,7633342868.0,0.078845,48031526.0,-1675224145.0,436519336.0,601854256.0,29291.0,112460109.0,TX,4372.05,156635.0,573.0,53256493.0,2022-04-01 00:00:00,,13.59,1.0,,102957739.0,2023-03-31,2022
MEDICAL CITY ALLIANCE (670103),General Short Term (Acute Care Hospitals),Proprietary-Corporation,83.0,1948188.0,,36135.0,1975857.0,3326.0,37042017.0,,,14936467.0,36375602.0,16631432.0,1315694353.0,0.079518,7598244.0,4454426.0,107517604.0,104621789.0,6043.0,11268680.0,TX,409.43,23242.0,99.0,16341548.0,2022-02-01 00:00:00,8.0,,1.0,,10253906.0,2023-01-31,2022
MEDICAL CITY DENTON (450634),General Short Term (Acute Care Hospitals),Proprietary-Corporation,154.0,6062072.0,,71175.0,6536435.0,15154.0,67126879.0,,,23045685.0,68040011.0,21740098.0,2587517874.0,0.065849,12254277.0,-27522899.0,169697133.0,170386339.0,10734.0,51036810.0,TX,807.22,51124.0,195.0,24801827.0,2022-01-01 00:00:00,41.0,38.72,1.0,,39364030.0,2022-12-31,2022
MEDICAL CITY FORT WORTH (450672),General Short Term (Acute Care Hospitals),Proprietary-Corporation,173.0,8905248.0,,76285.0,9648340.0,14633.0,78889684.0,,,15032289.0,84399908.0,10571993.0,3367857237.0,0.07907,24313021.0,-207953594.0,234658027.0,266295365.0,12236.0,73716172.0,TX,1032.45,58785.0,209.0,16231278.0,2022-02-01 00:00:00,36.0,65.06,1.0,,66864150.0,2023-01-31,2022
MEDICAL CITY LAS COLINAS (450822),General Short Term (Acute Care Hospitals),Proprietary-Corporation,70.0,1329780.0,,30660.0,1346474.0,2451.0,30884332.0,,,12572632.0,30561615.0,14401448.0,1169274800.0,0.074473,13646391.0,84501559.0,146571067.0,87079429.0,5675.0,9456450.0,TX,360.67,20916.0,84.0,13733445.0,2022-01-01 00:00:00,8.0,,1.0,,8388896.0,2022-12-31,2022
MEDICAL CITY WEATHERFORD (450203),General Short Term (Acute Care Hospitals),Proprietary-Corporation,62.0,8167965.0,,29930.0,8238412.0,7480.0,29666226.0,,,7178047.0,29611239.0,8971938.0,1051291270.0,0.086659,6534367.0,33763901.0,72958518.0,91104158.0,6848.0,29553766.0,TX,360.61,24285.0,82.0,8101518.0,2021-10-01 00:00:00,20.0,35.01,1.0,,27221145.0,2022-09-30,2022
MEDICAL CTR. OF LA AT NEW ORLEANS (190005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,246.0,9340711.0,,113150.0,12369321.0,8379.0,115049644.0,,,59517677.0,161676437.0,15736405.0,2250500030.0,0.25211,102123770.0,717827494.0,753242070.0,567372661.0,10387.0,54015106.0,LA,2070.61,81445.0,310.0,63716981.0,2022-01-01 00:00:00,48.0,412.43,1.0,362471.0,53368436.0,2022-12-31,2022
MEDICAL PARK HOSPITAL (340148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22.0,5153911.0,,8030.0,5063015.0,404.0,17718732.0,,,1251005.0,19968226.0,3461342.0,204746848.0,0.269263,3657899.0,-481635712.0,14349713.0,55130844.0,560.0,1443461.0,NC,204.25,1653.0,22.0,2191043.0,2022-01-01 00:00:00,,,1.0,,1265632.0,2022-12-31,2022
MEDICINE LODGE MEMORIAL HOSPITAL (171334),General Short Term (Critical Access Hospitals),Governmental-Other,22.0,1753471.0,,8030.0,1838190.0,1922.0,,,,,6311408.0,339582.0,10295150.0,1.191828,272801.0,4382429.0,547900.0,12270044.0,120.0,,KS,88.92,6417.0,22.0,365578.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MEDINA HOSPITAL (360091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,136.0,9858816.0,,54020.0,9910044.0,10419.0,50995010.0,,,2724997.0,54745714.0,4385389.0,574874505.0,0.23171,9239848.0,16541817.0,56318184.0,133204250.0,7208.0,21612511.0,OH,675.63,33769.0,148.0,3775719.0,2022-01-01 00:00:00,12.0,,1.0,156831.0,18509504.0,2022-12-31,2022
MEDINA MEMORIAL HOSPITAL (331319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,1622414.0,,9125.0,1250190.0,1082.0,,,,11445.0,13244730.0,1746991.0,67589220.0,0.432345,5348760.0,9781515.0,15711307.0,29221846.0,262.0,,NY,245.38,3626.0,25.0,751751.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MEDINA REGIONAL HOSPITAL (451330),General Short Term (Critical Access Hospitals),Governmental-Other,25.0,1502996.0,,9125.0,1256615.0,1117.0,,,,3152396.0,14036022.0,2897711.0,78046259.0,0.415976,2782836.0,12483651.0,8894184.0,32465398.0,367.0,,TX,201.5,3068.0,25.0,4347968.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
MEE MEMORIAL HOSPITAL (051336),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,13.0,801286.0,,4745.0,1247230.0,985.0,,,,131712.0,26391563.0,2909413.0,185071602.0,0.321467,7912719.0,-6408152.0,98505220.0,59494503.0,415.0,,CA,46.36,2118.0,13.0,1109838.0,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
MEEKER COUNTY MEMORIAL HOSPITAL (241366),General Short Term (Critical Access Hospitals),Governmental-County,25.0,3544038.0,,9125.0,4344410.0,1013.0,,,,360408.0,15120587.0,2398071.0,72992836.0,0.595296,6138617.0,32563300.0,12617363.0,43452316.0,673.0,,MN,147.89,2497.0,25.0,1779295.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MELBOURNE REGIONAL MEDICAL CENTER (100291),General Short Term (Acute Care Hospitals),Proprietary-Other,84.0,6682951.0,,35040.0,6763086.0,4612.0,28253744.0,,,2897509.0,25349265.0,12042158.0,1103097290.0,0.092302,3684495.0,67157929.0,73678370.0,101817589.0,4700.0,15849986.0,FL,340.38,17929.0,96.0,4105627.0,2022-01-01 00:00:00,12.0,,1.0,,13537124.0,2022-12-31,2022
MELISSA MEMORIAL HOSPITAL (061305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,15.0,3327670.0,,5475.0,3874168.0,661.0,,,,1979.0,7462094.0,266800.0,26977866.0,0.78128,1795500.0,12050539.0,4109829.0,21077271.0,109.0,,CO,95.0,778.0,15.0,175079.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MELROSEWAKEFIELD HEALTHCARE  INC (220070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,138.0,16016267.0,,58400.0,16106884.0,13671.0,100042495.0,,,21924.0,116296736.0,6281069.0,494830162.0,0.546555,9913630.0,219089673.0,29788620.0,270452093.0,7617.0,39125160.0,MA,1157.0,35168.0,160.0,3311501.0,2021-10-01 00:00:00,22.0,2.9,1.0,357859.0,34627779.0,2022-09-30,2022
MEMORIAL COMMUNITY HEALTH  INC. (281320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,14.0,3074998.0,,5110.0,3215829.0,1146.0,,,,44196.0,14892130.0,281008.0,32280804.0,0.632765,759802.0,3581112.0,1761795.0,20426171.0,173.0,,NE,190.64,1458.0,14.0,215632.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
MEMORIAL COMMUNITY HOSPITAL (281359),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,21.0,5800129.0,,7665.0,6376971.0,863.0,,,,,18744493.0,,64971326.0,0.669578,,11154245.0,,43503343.0,297.0,,NE,202.06,2487.0,21.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
MEMORIAL HEALTH CARE SYSTEMS (281339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,24.0,5421790.0,,8760.0,4903427.0,2037.0,,,,108549.0,18723035.0,718123.0,47232693.0,0.731295,1690637.0,5353996.0,2978778.0,34541023.0,406.0,,NE,157.76,3100.0,24.0,589040.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
MEMORIAL HEALTH UNIV MED CENTER (110036),General Short Term (Acute Care Hospitals),Governmental-County,412.0,21338333.0,,215350.0,21431350.0,29410.0,181968421.0,,,45109315.0,179987841.0,37030950.0,4126394352.0,0.136229,420859754.0,644132433.0,831211554.0,562134208.0,32435.0,106249096.0,GA,2289.51,194216.0,590.0,50517416.0,2022-01-01 00:00:00,54.0,145.5,1.0,,95493375.0,2022-12-31,2022
MEMORIAL HEALTHCARE (230121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,106.0,14221057.0,,41245.0,14075207.0,4199.0,63366341.0,,,658712.0,105534374.0,8753005.0,883539955.0,0.219615,16739403.0,88016642.0,134629055.0,194038695.0,4198.0,10589245.0,MI,1463.71,17214.0,113.0,2640088.0,2022-01-01 00:00:00,7.0,,1.0,,9426905.0,2022-12-31,2022
MEMORIAL HERMANN FIRST COLONY (450860),General Short Term (Acute Care Hospitals),Proprietary-Partnership,6.0,2519167.0,,2190.0,2554858.0,79.0,7416368.0,,,4333.0,7044275.0,1297083.0,141116177.0,0.245637,169421.0,12857899.0,2272281.0,34663309.0,229.0,480943.0,TX,91.44,672.0,6.0,322945.0,2022-01-01 00:00:00,,,1.0,,418991.0,2022-12-31,2022
MEMORIAL HERMANN KATY (450847),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,140.0,9642970.0,,71540.0,9769650.0,11261.0,123307581.0,,,25043997.0,112101622.0,53455942.0,1757203203.0,0.186578,2258655.0,-12100408.0,144626219.0,327855393.0,9263.0,35984597.0,TX,1257.0,57236.0,196.0,35127680.0,2022-01-01 00:00:00,32.0,,1.0,,32738242.0,2022-12-31,2022
MEMORIAL HERMANN KINGWOOD (670005),General Short Term (Acute Care Hospitals),Proprietary-Partnership,10.0,3104094.0,,3650.0,3139582.0,172.0,6142413.0,,,,6073401.0,475846.0,145496755.0,0.176305,469244.0,10340500.0,5948182.0,25651834.0,343.0,1530573.0,TX,79.93,682.0,10.0,85161.0,2022-01-01 00:00:00,,,1.0,,1332350.0,2022-12-31,2022
MEMORIAL HERMANN NORTHEAST (450684),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,193.0,9563317.0,,82855.0,9680801.0,13397.0,113978385.0,,,35105899.0,104414938.0,52782520.0,1840362530.0,0.182864,20557509.0,25796897.0,258155852.0,336535232.0,15037.0,37015375.0,TX,1218.96,76019.0,227.0,45013572.0,2022-01-01 00:00:00,24.0,,1.0,,32907726.0,2022-12-31,2022
MEMORIAL HERMANN REHAB HOSP KATY (673038),Rehabilitation,Proprietary-Partnership,35.0,838687.0,,12775.0,846183.0,4347.0,,,,,13246728.0,,103205355.0,,,21926416.0,,28502980.0,652.0,,TX,152.04,8506.0,35.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,179.0,8558900.0,,75555.0,8621998.0,7552.0,92092542.0,,,16053662.0,84625930.0,32369964.0,1365623330.0,0.184667,25170742.0,-15378371.0,163944392.0,252185350.0,12353.0,24651054.0,TX,951.15,42664.0,205.0,22163877.0,2021-10-01 00:00:00,26.0,,1.0,,22296823.0,2022-09-30,2022
MEMORIAL HERMANN TIRR (453025),Rehabilitation,Voluntary Nonprofit-Other,134.0,2068580.0,,48910.0,2144972.0,5780.0,,,,,73430032.0,,422761339.0,,,-1841237.0,,141299772.0,1563.0,,TX,921.78,36629.0,134.0,,2022-01-01 00:00:00,,13.87,1.0,,,2022-12-31,2022
MEMORIAL HOSPITAL (110132),General Short Term (Acute Care Hospitals),Governmental-County,70.0,1526760.0,,29200.0,1510100.0,1273.0,16389984.0,,,1768669.0,22906618.0,10055346.0,120924754.0,0.318578,5366987.0,18527833.0,22960144.0,38523982.0,1497.0,2359051.0,GA,326.52,4936.0,80.0,4976845.0,2022-04-01 00:00:00,10.0,,2.0,,1746981.0,2023-03-31,2022
MEMORIAL HOSPITAL (140185),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,272.0,18506670.0,,108770.0,18556588.0,22738.0,122155719.0,,,9130748.0,139988227.0,14857211.0,1752804692.0,0.19868,34403568.0,64264229.0,320944263.0,348246805.0,15119.0,48116354.0,IL,1773.01,76716.0,298.0,12284187.0,2022-01-01 00:00:00,26.0,,1.0,,42725149.0,2022-12-31,2022
MEMORIAL HOSPITAL (301307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,21.0,8445309.0,,9125.0,7194044.0,2109.0,,,,878874.0,34479361.0,3844312.0,170117272.0,0.458822,150777.0,50288854.0,553367.0,78053573.0,1216.0,,NH,324.15,5985.0,25.0,2626403.0,2021-10-01 00:00:00,4.0,,2.0,,,2022-09-30,2022
MEMORIAL HOSPITAL (360156),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31.0,9210480.0,,11315.0,9158666.0,1408.0,18940590.0,,,752547.0,18985238.0,3385652.0,286925890.0,0.242561,7087316.0,35887056.0,46161778.0,69596965.0,1216.0,4115612.0,OH,277.74,4112.0,31.0,1611800.0,2022-01-01 00:00:00,,,2.0,27242.0,3551207.0,2022-12-31,2022
MEMORIAL HOSPITAL (451314),General Short Term (Critical Access Hospitals),Governmental-Hospital District,16.0,1069137.0,,5840.0,1208617.0,288.0,,,,2822175.0,7022369.0,1005334.0,18772980.0,0.844528,884881.0,7968861.0,1661501.0,15854301.0,69.0,,TX,70.0,678.0,16.0,3650615.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
MEMORIAL HOSPITAL - ABILENE (171381),General Short Term (Critical Access Hospitals),Governmental-Hospital District,21.0,3852765.0,,5733.0,4060175.0,1724.0,,,,242374.0,14975596.0,1212997.0,51139723.0,0.667764,552720.0,24044976.0,2472030.0,34149280.0,293.0,,KS,148.1,2141.0,21.0,984690.0,2022-01-01 00:00:00,,,2.0,,,2022-09-30,2022
MEMORIAL HOSPITAL - LOS BANOS (050528),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22.0,3103872.0,,9490.0,2895313.0,1401.0,26098540.0,,,2171229.0,28661736.0,4677171.0,324456257.0,0.231863,18897941.0,5098552.0,161124742.0,75229540.0,1824.0,13544052.0,CA,232.23,5745.0,26.0,3328888.0,2022-01-01 00:00:00,4.0,,2.0,,15099659.0,2022-12-31,2022
MEMORIAL HOSPITAL ASSOCIATION (141305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,18.0,2874537.0,,6570.0,2844880.0,1689.0,,,,1019164.0,18805474.0,1891229.0,82769950.0,0.4454,6715604.0,22088046.0,19916952.0,36865699.0,486.0,,IL,179.1,2834.0,18.0,1831716.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MEMORIAL HOSPITAL AT GULFPORT (250019),General Short Term (Acute Care Hospitals),Governmental-City-County,216.0,53374422.0,,104880.0,54066332.0,24482.0,233197171.0,,,8611669.0,328523778.0,94300884.0,4431144144.0,0.125903,134952822.0,264570324.0,386444324.0,557895545.0,15075.0,64475260.0,MS,3804.81,74456.0,278.0,20730958.0,2021-10-01 00:00:00,62.0,11.22,2.0,633995.0,63112956.0,2022-09-30,2022
MEMORIAL HOSPITAL FOR CANCER AND ALL (330154),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,489.0,925156517.0,,187610.0,895017789.0,60674.0,,,,,1985716162.0,,11633708003.0,,,2304059000.0,,4316567202.0,23763.0,,NY,17711.52,170084.0,514.0,,2022-01-01 00:00:00,25.0,348.06,1.0,,,2022-12-31,2022
MEMORIAL HOSPITAL LOGANSPORT (150072),General Short Term (Acute Care Hospitals),Governmental-County,32.0,9659614.0,,13505.0,9694577.0,1365.0,28768607.0,,,947621.0,46295671.0,10546885.0,262984198.0,0.314849,9580351.0,52554772.0,61761694.0,82800194.0,1424.0,4838950.0,IN,538.12,5294.0,37.0,4274182.0,2022-01-01 00:00:00,5.0,,2.0,44665.0,5324094.0,2022-12-31,2022
MEMORIAL HOSPITAL MODESTO (050557),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,356.0,42773096.0,,147055.0,42340449.0,30223.0,239197680.0,,,7338421.0,243400985.0,18493913.0,2892715514.0,0.222507,82553620.0,148670885.0,682275129.0,643648998.0,18497.0,97720035.0,CA,1967.78,96573.0,403.0,11781231.0,2022-01-01 00:00:00,35.0,,1.0,,91085689.0,2022-12-31,2022
MEMORIAL HOSPITAL OF BOSCOBEL (521344),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,3466353.0,,9125.0,4008121.0,603.0,,,,193572.0,8764948.0,997734.0,45184985.0,0.590334,893974.0,2571842.0,8061997.0,26674219.0,158.0,,WI,98.08,1271.0,25.0,710339.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MEMORIAL HOSPITAL OF BURLINGTON (520059),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,23.0,9820691.0,,12045.0,9793723.0,3799.0,28782173.0,,,1142467.0,35212753.0,3928038.0,434018097.0,0.21611,2328716.0,9778412.0,42389847.0,93795641.0,2078.0,9827420.0,WI,317.9,10111.0,33.0,2034121.0,2022-01-01 00:00:00,10.0,,1.0,3270.0,8398741.0,2022-12-31,2022
MEMORIAL HOSPITAL OF CARBONDALE (140164),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,141.0,34153092.0,,63875.0,33898822.0,11840.0,78408271.0,,,5153140.0,79205106.0,14019535.0,1260100326.0,0.235057,38553757.0,174023852.0,289452393.0,296195878.0,9034.0,37555556.0,IL,1027.13,37826.0,175.0,8660890.0,2022-04-01 00:00:00,21.0,16.38,1.0,188010.0,33777589.0,2023-03-31,2022
MEMORIAL HOSPITAL OF GARDENA (050468),General Short Term (Acute Care Hospitals),Proprietary-Corporation,93.0,1503649.0,,37595.0,1383242.0,5565.0,50306064.0,,,1608149.0,56829839.0,15513429.0,751714817.0,0.180696,37290401.0,-41771340.0,427050668.0,135831841.0,5697.0,17872209.0,CA,520.97,26531.0,103.0,4554557.0,2022-01-01 00:00:00,10.0,,1.0,,16732752.0,2022-12-31,2022
MEMORIAL HOSPITAL OF JACKSONVILLE (100179),General Short Term (Acute Care Hospitals),Proprietary-Corporation,334.0,10924554.0,,141620.0,11079819.0,18725.0,105503618.0,,,29195092.0,105102959.0,36002489.0,4854452146.0,0.071631,20189594.0,-1081603823.0,727005886.0,347728544.0,19150.0,56630716.0,FL,1179.59,94289.0,388.0,32221418.0,2022-01-01 00:00:00,54.0,7.78,2.0,,49720897.0,2022-12-31,2022
MEMORIAL HOSPITAL OF LAFAYETTE CTY (521312),General Short Term (Critical Access Hospitals),Governmental-County,25.0,3380962.0,,9125.0,3535784.0,692.0,,,,195272.0,9184468.0,387257.0,39768845.0,0.600896,1363864.0,14039030.0,4088871.0,23896953.0,256.0,,WI,110.8,1137.0,25.0,382340.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
MEMORIAL HOSPITAL OF SOUTH BEND  INC (150058),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,363.0,24149106.0,,156585.0,24245834.0,22318.0,192658327.0,,,7776790.0,199083502.0,18344321.0,1978634680.0,0.254005,147917295.0,232640000.0,452497477.0,502583784.0,19390.0,59715279.0,IN,2298.97,107802.0,429.0,12467152.0,2022-01-01 00:00:00,66.0,27.25,1.0,,53672010.0,2022-12-31,2022
MEMORIAL HOSPITAL OF TAMPA (100206),General Short Term (Acute Care Hospitals),Proprietary-Corporation,245.0,8057244.0,,93805.0,8024634.0,5555.0,42920511.0,,,12888539.0,48033578.0,10716717.0,1850820733.0,0.08428,5653602.0,96556815.0,201087033.0,155986702.0,6298.0,15662440.0,FL,526.23,21117.0,257.0,14022923.0,2021-11-01 00:00:00,12.0,,1.0,,13059671.0,2022-10-31,2022
MEMORIAL HOSPITAL OF UNION COUNTY (360092),General Short Term (Acute Care Hospitals),Governmental-County,39.0,7693749.0,,18615.0,7696323.0,2181.0,53647431.0,,,1231274.0,55102145.0,5426324.0,385970202.0,0.30561,7212187.0,179693737.0,45491838.0,117956202.0,2599.0,6797094.0,OH,698.67,9610.0,51.0,2900537.0,2022-01-01 00:00:00,12.0,,1.0,,7155975.0,2022-12-31,2022
MEMORIAL HOSPITAL-SEMINOLE (451358),General Short Term (Critical Access Hospitals),Governmental-Hospital District,25.0,1559729.0,,9125.0,1948164.0,747.0,,,,4832029.0,20951378.0,5488696.0,60925048.0,0.887599,4479223.0,60781947.0,11374614.0,54077023.0,996.0,,TX,235.38,2923.0,25.0,9703790.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
