Hospital,Hospital type,Control type,Total Days,State,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,Cost of Uncompensated Care,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Payment amount (unadjusted),Medicaid charges,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Fiscal Year End Date,NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Fiscal Year Begin Date,Total Liabilities,Net Revenue from Medicaid,Total Salaries,Total Costs,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,HVBP payment adjustment amount,FTE Employees on Payroll,Total discharges,Total Bad Debt expense,IPPS Interim payment,"Donations, Land Improvements",Cost To Charge Ratio,REIMBURSEMENT SETTLEMENT: Interim payments,Total Charges,Total cost of charity care,NUMBER OF BEDS: Adults & Pediatrics,HAC reduction adjustment amount,FFY
MEMORIAL MEDICAL CENTER (320018),General Short Term (Acute Care Hospitals),Proprietary-Corporation,40566.0,NM,12066138.0,11946.0,6208999.0,199.0,61771399.0,26585668.0,265527303.0,,2016-09-30,28.0,72834.0,2015-10-01 00:00:00,-325048362.0,71003522.0,73475348.0,165624489.0,1072.25,1.0,-91023.0,17.6,8051.0,22369041.0,23539552.0,,0.190336,11512054.0,870169697.0,1877652.0,171.0,,2016
MEMORIAL MEDICAL CENTER (390110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,88638.0,PA,13263020.0,23623.0,3057968.0,414.0,123960328.0,58503242.0,172036981.0,,2017-06-30,30.0,151110.0,2016-07-01 00:00:00,104355494.0,37831568.0,203616074.0,309718556.0,2960.83,1.0,-196341.0,78.72,18986.0,5900559.0,53319114.0,,0.287606,11725364.0,1076885987.0,1312249.0,373.0,,2016
MEMORIAL MEDICAL CENTER (451356),General Short Term (Critical Access Hospitals),Governmental-City-County,4467.0,TX,1853153.0,2390.0,3133354.0,25.0,,,8260161.0,,2016-12-31,6.0,9150.0,2016-01-01 00:00:00,12006209.0,2282015.0,10292416.0,25212489.0,183.4,2.0,,,1057.0,7207604.0,,,0.353687,1841213.0,71284712.0,585520.0,19.0,,2016
MEMORIAL REGIONAL HOSPITAL (100038),General Short Term (Acute Care Hospitals),Governmental-Hospital District,201918.0,FL,24348534.0,31733.0,83719481.0,878.0,405192146.0,81085788.0,290111224.0,,2017-04-30,92.0,332345.0,2016-05-01 00:00:00,2190233398.0,37126703.0,904065796.0,860519704.0,6917.6,1.0,93576.0,22.79,31678.0,264959546.0,72055831.0,,0.163151,23800140.0,5274367770.0,40177038.0,702.0,,2016
MEMORIAL REGIONAL MEDICAL CENTER (490069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,62042.0,VA,27189447.0,28209.0,16626421.0,224.0,99382734.0,66923393.0,113257260.0,,2017-08-31,24.0,81760.0,2016-09-01 00:00:00,148567065.0,16981450.0,108324288.0,275774998.0,1742.79,1.0,33198.0,,13037.0,20884387.0,60473800.0,,0.192425,26854462.0,1433153549.0,12561432.0,200.0,,2016
MEMORIAL SPECIALTY HOSPITAL (192019),General Long Term,Voluntary Nonprofit-Other,6712.0,LA,25361.0,4421.0,,29.0,,,,,2016-12-31,,10614.0,2016-01-01 00:00:00,4200228.0,,2810143.0,6724940.0,44.4,1.0,,,264.0,,,,,24918.0,22771608.0,,29.0,,2016
MEMPHIS MENTAL HLTH INSTITUTE (444001),Psychiatric,Governmental-State,18799.0,TN,22326.0,716.0,-3502976.0,55.0,12237402.0,,,,2017-06-30,,20075.0,2016-07-01 00:00:00,,,12237402.0,16556788.0,186.0,1.0,,,1528.0,,,,139.478438,40918.0,118705.0,,55.0,,2016
MENA MEDICAL CENTER (040015),General Short Term (Acute Care Hospitals),Governmental-City,3687.0,AR,1998767.0,1708.0,798595.0,41.0,9294542.0,2837768.0,7718192.0,,2016-12-31,6.0,15006.0,2016-01-01 00:00:00,8091672.0,1215396.0,14604845.0,20411726.0,235.65,2.0,-6767.0,,1069.0,2052159.0,2827458.0,,0.329392,1957875.0,61967953.0,121056.0,35.0,,2016
MENDOCINO COAST DISTRICT HOSPITAL (051325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,4706.0,CA,5110561.0,2869.0,511987.0,25.0,,,25198370.0,,2017-06-30,4.0,9125.0,2016-07-01 00:00:00,25659274.0,4306643.0,18180665.0,47857904.0,206.79,2.0,,,841.0,1365117.0,,,0.430205,6418438.0,111244320.0,29265.0,21.0,,2016
MENDOTA COMMUNITY HOSPITAL (141310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2275.0,IL,4276273.0,1508.0,1203209.0,25.0,,,10462202.0,,2016-09-30,4.0,9150.0,2015-10-01 00:00:00,36469150.0,539266.0,14687283.0,28556834.0,209.34,2.0,,,450.0,1464145.0,,,0.428507,4755986.0,66642702.0,628508.0,21.0,,2016
MENDOTA MENTAL HEALTH INSTITUTE (524008),Psychiatric,Governmental-State,102799.0,WI,,2512.0,,379.0,,,,,2017-06-30,,138335.0,2016-07-01 00:00:00,15137902.0,,39405930.0,66047078.0,671.07,1.0,,,561.0,,,,,,68099021.0,,379.0,,2016
MENIFEE VALLEY MEDICAL CENTER (050684),General Short Term (Acute Care Hospitals),Proprietary-Corporation,10921.0,CA,917473.0,2699.0,1066614.0,84.0,18049556.0,6490994.0,62044615.0,,2016-12-31,10.0,30744.0,2016-01-01 00:00:00,55336221.0,4839480.0,16537410.0,45318358.0,221.9,1.0,7206.0,,2677.0,4593089.0,5781622.0,,0.205891,946543.0,220108681.0,75338.0,74.0,,2016
MENLO PARK SURGICAL HOSPITAL (050754),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,157.0,CA,932835.0,18.0,,16.0,2837052.0,311194.0,227346.0,,2016-07-31,,3392.0,2016-01-01 00:00:00,1148568.0,39150.0,2270199.0,7436065.0,40.34,1.0,,,95.0,,282988.0,,0.26398,914178.0,28169062.0,,16.0,3112.0,2016
MENLO PARK SURGICAL HOSPITAL (050754),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,120.0,CA,751732.0,21.0,18675.0,16.0,2118192.0,361503.0,283101.0,,2016-12-31,,2448.0,2016-08-01 00:00:00,1821564.0,6120.0,1765231.0,5440642.0,39.8,1.0,,,90.0,69708.0,325485.0,,0.261032,736624.0,20842841.0,479.0,16.0,3615.0,2016
MENORAH MEDICAL CENTER (170182),General Short Term (Acute Care Hospitals),Proprietary-Corporation,29066.0,KS,14006379.0,12204.0,3487257.0,142.0,46927159.0,28179640.0,25325334.0,,2017-05-31,16.0,51830.0,2016-06-01 00:00:00,65489635.0,2840270.0,47556187.0,154225129.0,658.96,1.0,-99310.0,,7805.0,4825359.0,24725613.0,,0.159771,13848569.0,965287983.0,2655658.0,120.0,88217.0,2016
MENTAL HEALTH INSTITUTE (164002),Psychiatric,Governmental-State,12575.0,IA,,1117.0,,36.0,,,,,2017-06-30,,13140.0,2016-07-01 00:00:00,,,13499195.0,14802958.0,156.85,2.0,,,417.0,,,,1.283668,,11531764.0,,36.0,,2016
MENTAL HEALTH INSTITUTE (164003),Psychiatric,Governmental-State,19133.0,IA,413.0,1515.0,,60.0,,,,,2017-06-30,,21900.0,2016-07-01 00:00:00,,,16739666.0,18170538.0,187.15,2.0,,,153.0,,,,,405.0,21367957.0,,60.0,,2016
MENTAL HEALTH SRVCS FOR CLARK COUNTY (364040),Psychiatric,Voluntary Nonprofit-Other,4895.0,OH,,606.0,,16.0,,,,,2017-06-30,,5840.0,2016-07-01 00:00:00,5057185.0,,7789776.0,3211785.0,32.05,1.0,,,717.0,,,,,,13559490.0,,16.0,,2016
MERCER COUNTY COMMUNITY HOSPITAL (360058),General Short Term (Acute Care Hospitals),Governmental-Hospital District,6433.0,OH,3162138.0,2885.0,3231086.0,42.0,17469181.0,4725811.0,10091891.0,,2017-03-31,5.0,15330.0,2016-04-01 00:00:00,53422614.0,2956622.0,18814023.0,41948567.0,341.56,2.0,46071.0,,1839.0,7308556.0,4592407.0,,0.409795,3095375.0,102364729.0,240687.0,37.0,,2016
MERCY ALLEN HOSPITAL (361306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,4714.0,OH,172323.0,2061.0,800212.0,25.0,,,23085851.0,,2016-12-31,3.0,9150.0,2016-01-01 00:00:00,1705525.0,2622645.0,7835138.0,22080923.0,123.51,1.0,,,484.0,1559364.0,,,0.238237,239626.0,92684862.0,380629.0,22.0,,2016
MERCY CATHOLIC MEDICAL CENTER (390156),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,64925.0,PA,14035746.0,17676.0,11208125.0,292.0,108684722.0,58439322.0,570257304.0,,2017-06-30,38.0,106580.0,2016-07-01 00:00:00,103146000.0,94124211.0,120913478.0,267778695.0,1569.56,1.0,-44124.0,114.7,15002.0,33283282.0,55367603.0,,0.163932,11592080.0,1633477706.0,5128250.0,254.0,124716.0,2016
MERCY GENERAL HOSPITAL (050017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,61860.0,CA,29829826.0,17127.0,5294707.0,389.0,163835947.0,81874025.0,573071641.0,,2017-06-30,,142374.0,2016-07-01 00:00:00,152952842.0,88713408.0,179842864.0,475301203.0,1549.75,1.0,299879.0,6.93,14236.0,8240072.0,76772405.0,,0.176622,29668649.0,2691062794.0,3582629.0,343.0,,2016
MERCY GILBERT MEDICAL CENTER (030119),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,59480.0,AZ,12311089.0,15123.0,5812146.0,198.0,84833601.0,41392637.0,255643013.0,,2017-06-30,24.0,72270.0,2016-07-01 00:00:00,95159916.0,19169805.0,85429770.0,229634945.0,1158.73,2.0,89282.0,,14954.0,25556197.0,37370513.0,,0.142516,12072154.0,1611297288.0,2155375.0,174.0,,2016
MERCY HEALTH - FAIRFIELD HOSPITAL (360056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,52645.0,OH,11792248.0,16692.0,7346147.0,199.0,69110056.0,41130703.0,149796198.0,,2016-12-31,18.0,72834.0,2016-01-01 00:00:00,51100971.0,21947991.0,69253463.0,206514873.0,1071.94,1.0,188062.0,,13310.0,21741100.0,36879567.0,,0.206624,11772257.0,999471653.0,2740454.0,163.0,,2016
MERCY HEALTH / LOVE COUNTY (371306),General Short Term (Critical Access Hospitals),Governmental-County,2560.0,OK,977659.0,2087.0,1582232.0,25.0,6340695.0,,1958838.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,5781615.0,1023455.0,8800927.0,16381958.0,144.19,2.0,,,135.0,1297668.0,,,0.832612,1227739.0,19675377.0,544732.0,25.0,,2016
MERCY HEALTH CENTER (370013),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,83216.0,OK,43845056.0,28331.0,28058087.0,308.0,113074092.0,67890123.0,146417572.0,,2017-06-30,36.0,112420.0,2016-07-01 00:00:00,14506518.0,24771383.0,142371996.0,368319688.0,2080.98,1.0,-329587.0,,16137.0,67554389.0,61291042.0,,0.212551,42950979.0,1732854642.0,13451466.0,244.0,,2016
MERCY HEALTH LOURDES HOSPITAL LLC (180102),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,42655.0,KY,16425953.0,20401.0,2306145.0,265.0,48428147.0,44199249.0,131784499.0,,2016-12-31,14.0,96990.0,2016-01-01 00:00:00,51154808.0,24487692.0,57774087.0,185581739.0,848.51,2.0,78999.0,,9874.0,5532363.0,38675303.0,,0.221639,16159599.0,837316023.0,827366.0,239.0,105140.0,2016
MERCY HEALTH MUSKEGON (230066),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,67522.0,MI,32037920.0,26024.0,7557893.0,336.0,171391648.0,77590376.0,251244617.0,,2017-06-30,37.0,116464.0,2016-07-01 00:00:00,201220297.0,43591381.0,224085291.0,442507211.0,3184.41,1.0,-38066.0,52.89,16804.0,12044203.0,73447497.0,,0.391942,32881147.0,1129011252.0,2998142.0,299.0,,2016
MERCY HEALTH SYSTEM CORPORATION (520066),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31103.0,WI,28990149.0,12098.0,2970069.0,182.0,75711370.0,30954267.0,120059315.0,,2017-06-30,15.0,66430.0,2016-07-01 00:00:00,328564785.0,16027779.0,236950661.0,249185185.0,2479.07,1.0,45897.0,19.38,7588.0,8714018.0,27512012.0,,0.27434,28158235.0,908307050.0,467574.0,167.0,,2016
MERCY HEALTH WEST HOSPITAL (360234),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,46703.0,OH,11437301.0,15936.0,6618852.0,186.0,63446177.0,38348665.0,188157253.0,,2016-12-31,18.0,68076.0,2016-01-01 00:00:00,327874037.0,25566425.0,63672836.0,202812090.0,982.48,1.0,76783.0,1.14,11349.0,19772855.0,34410474.0,,0.221707,11449632.0,914773667.0,2088928.0,156.0,,2016
MERCY HEALTH-WILLARD HOSPITAL LLC (361310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2593.0,OH,2001663.0,1561.0,1036469.0,20.0,,,11622933.0,,2016-12-31,2.0,7320.0,2016-01-01 00:00:00,31313108.0,1899055.0,7133229.0,22539139.0,118.25,2.0,,,459.0,1659772.0,,,0.345149,1930962.0,65302601.0,461394.0,18.0,,2016
MERCY HOSPITAL  INC. (170075),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1600.0,KS,234562.0,1251.0,149525.0,21.0,1656258.0,751442.0,152257.0,,2016-09-30,,7686.0,2015-10-01 00:00:00,163214.0,26123.0,1620220.0,3329239.0,36.41,2.0,8591.0,,235.0,159278.0,771452.0,,0.891091,229651.0,3736136.0,13324.0,21.0,,2016
MERCY HOSPITAL & HEALTH CARE CENTER (241350),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2939.0,MN,3998916.0,1570.0,706078.0,25.0,,,10923366.0,,2016-09-30,2.0,9150.0,2015-10-01 00:00:00,41203525.0,4447029.0,13577314.0,30999333.0,188.17,1.0,,,865.0,1174302.0,,,0.548835,3771011.0,56482026.0,62473.0,23.0,,2016
MERCY HOSPITAL & MEDICAL CENTER (140158),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,48259.0,IL,11120464.0,15099.0,8565920.0,220.0,68164546.0,48421397.0,217509959.0,,2017-06-30,14.0,75920.0,2016-07-01 00:00:00,140245160.0,81674010.0,92756811.0,184772943.0,1201.93,1.0,-32342.0,78.9,10860.0,13498502.0,46557758.0,,0.305696,11100680.0,604432740.0,4353090.0,185.0,446241.0,2016
MERCY HOSPITAL (050295),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,48993.0,CA,8586130.0,10188.0,4721077.0,222.0,107801512.0,32288871.0,,,2017-06-30,37.0,81030.0,2016-07-01 00:00:00,58314199.0,,112430502.0,255558685.0,1247.16,1.0,-36411.0,,14918.0,13968866.0,28729132.0,,0.213676,8712221.0,1196009065.0,1611986.0,185.0,,2016
MERCY HOSPITAL (200008),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19422.0,ME,16850365.0,7089.0,8971418.0,103.0,72111376.0,22147197.0,36556658.0,,2016-09-30,7.0,38986.0,2015-10-01 00:00:00,135130515.0,14431298.0,97450060.0,201638255.0,1298.98,1.0,,,4947.0,13457537.0,19584765.0,,0.474313,16705702.0,425116636.0,2713372.0,96.0,221472.0,2016
MERCY HOSPITAL (220066),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,54487.0,MA,28462159.0,15538.0,3210403.0,263.0,96867305.0,45284750.0,166772329.0,,2017-06-30,37.0,95995.0,2016-07-01 00:00:00,132241583.0,60143827.0,112529405.0,285793633.0,1391.0,1.0,-148237.0,,13057.0,7144781.0,40801526.0,,0.46784,29112564.0,610878748.0,446080.0,226.0,438036.0,2016
MERCY HOSPITAL (240115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,78657.0,MN,26771021.0,29182.0,6313183.0,258.0,125664390.0,86751837.0,46324184.0,,2016-12-31,19.0,94428.0,2016-01-01 00:00:00,603197944.0,10771388.0,150626494.0,374430548.0,1720.24,1.0,569639.0,3.42,20870.0,12852894.0,78940035.0,,0.312259,26289657.0,1199101520.0,2285813.0,239.0,,2016
MERCY HOSPITAL (351333),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,4372.0,ND,1974956.0,2495.0,736812.0,25.0,,,10903779.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,3443302.0,2815113.0,7915109.0,19363645.0,119.66,2.0,,,795.0,973028.0,,,0.361083,1943345.0,53626514.0,386638.0,25.0,,2016
MERCY HOSPITAL - FORT SCOTT (170058),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,3703.0,KS,2312627.0,1977.0,2744316.0,43.0,9466370.0,2798109.0,14166761.0,,2017-06-30,,15695.0,2016-07-01 00:00:00,3420185.0,2545224.0,13520433.0,26106726.0,188.03,2.0,6131.0,,1016.0,5201213.0,3915641.0,,0.300765,2337553.0,86800940.0,1172582.0,36.0,,2016
MERCY HOSPITAL - ST. LOUIS (260020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,206857.0,MO,54903595.0,43257.0,47540334.0,819.0,254165655.0,117239826.0,351872077.0,,2017-06-30,63.0,298935.0,2016-07-01 00:00:00,31853441.0,95912709.0,317780624.0,838633932.0,4760.71,1.0,237295.0,99.88,37728.0,108713379.0,107483928.0,,0.248112,54104080.0,3380067818.0,20353450.0,630.0,,2016
MERCY HOSPITAL - WASHINGTON (260052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,19438.0,MO,17873962.0,6476.0,12514873.0,148.0,44510742.0,18804842.0,65915064.0,,2017-06-30,13.0,54020.0,2016-07-01 00:00:00,-2829491.0,14490812.0,58862885.0,154896272.0,789.87,1.0,80442.0,,5768.0,25615930.0,16871974.0,,0.216971,17751421.0,713903641.0,6834310.0,135.0,,2016
MERCY HOSPITAL ADA (370020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10686.0,OK,12676248.0,5385.0,7336973.0,108.0,25090136.0,12085037.0,41393750.0,,2017-06-30,12.0,39420.0,2016-07-01 00:00:00,42912819.0,8307001.0,35341220.0,84598845.0,499.84,2.0,-15937.0,,2762.0,12375417.0,11894811.0,,0.290693,12395558.0,291025037.0,3676181.0,96.0,,2016
MERCY HOSPITAL ANDERSON (360001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,51474.0,OH,10049239.0,15569.0,6488710.0,284.0,61764056.0,37426587.0,139664635.0,,2016-12-31,19.0,72158.0,2016-01-01 00:00:00,34237655.0,21725195.0,60730544.0,183901130.0,949.92,1.0,105421.0,,12301.0,19475127.0,33069778.0,,0.210992,10008529.0,871602003.0,2254183.0,244.0,,2016
MERCY HOSPITAL ARDMORE (370047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,23391.0,OK,19223771.0,13367.0,14411380.0,140.0,46678890.0,32508606.0,62965838.0,,2017-06-30,13.0,51100.0,2016-07-01 00:00:00,2146638.0,12201647.0,50647947.0,117445805.0,676.31,2.0,-101664.0,,5860.0,32063622.0,30135491.0,,0.242836,18916091.0,483641790.0,6399436.0,127.0,,2016
MERCY HOSPITAL AURORA (261316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2380.0,MO,1533809.0,688.0,2695373.0,25.0,,,12903333.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,1139102.0,4198603.0,8542456.0,16827012.0,133.0,2.0,,,564.0,3155830.0,,,0.385808,1687407.0,43614945.0,1489877.0,25.0,,2016
MERCY HOSPITAL BERRYVILLE (041329),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1612.0,AR,1345514.0,823.0,6616396.0,25.0,,,6824761.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,-499763.0,1711158.0,7882210.0,14630251.0,137.54,2.0,,,364.0,2249332.0,,,0.338236,1377149.0,43254618.0,5854745.0,25.0,,2016
MERCY HOSPITAL BOONEVILLE (041318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1618.0,AR,1076166.0,707.0,949966.0,24.0,,,4218609.0,,2017-06-30,,8760.0,2016-07-01 00:00:00,-513105.0,1753888.0,4007159.0,12915632.0,73.82,2.0,,,223.0,1250765.0,,,0.525806,1294968.0,24563472.0,300655.0,24.0,,2016
MERCY HOSPITAL CARTHAGE (261338),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,4223.0,MO,3349209.0,2939.0,5207431.0,25.0,,,12881186.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,5828635.0,3753518.0,15220823.0,36695599.0,206.0,2.0,,,570.0,4555562.0,,,0.391319,5171408.0,93774183.0,3461960.0,25.0,,2016
MERCY HOSPITAL CASSVILLE (261317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1032.0,MO,1678492.0,560.0,2564922.0,25.0,,,9691389.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,1677557.0,3904314.0,7093928.0,13910425.0,110.0,2.0,,,232.0,3139131.0,,,0.362464,1836042.0,38377430.0,1430145.0,25.0,,2016
MERCY HOSPITAL COLUMBUS (171308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,456.0,KS,993083.0,352.0,333693.0,10.0,,,835304.0,,2017-06-30,,3650.0,2016-07-01 00:00:00,209062.0,556747.0,2623826.0,4991182.0,58.0,2.0,,,30.0,179887.0,,,0.92287,1168185.0,5408326.0,193634.0,10.0,,2016
MERCY HOSPITAL EL RENO (370011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,958.0,OK,825114.0,459.0,2139125.0,48.0,3991953.0,1082902.0,7588735.0,,2017-06-30,,17520.0,2016-07-01 00:00:00,75149.0,1160010.0,6751923.0,12063355.0,86.71,1.0,-1226.0,,328.0,4084104.0,989182.0,,0.275482,796199.0,43790070.0,1006196.0,48.0,,2016
MERCY HOSPITAL FORT SMITH (040062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,66063.0,AR,21809385.0,23443.0,14067705.0,343.0,65248766.0,55188329.0,136411440.0,,2017-06-30,63.0,125195.0,2016-07-01 00:00:00,18110489.0,26751798.0,95997436.0,231297277.0,1482.0,1.0,51521.0,,14913.0,34353072.0,49367800.0,,0.26827,21372015.0,862181363.0,4776993.0,280.0,,2016
MERCY HOSPITAL HEALDTON  (371310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1781.0,OK,464947.0,1586.0,1150316.0,25.0,,,1973040.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,156959.0,866803.0,3290593.0,6117785.0,43.03,2.0,,,81.0,628436.0,,,0.598737,511951.0,10217820.0,822314.0,25.0,,2016
MERCY HOSPITAL IOWA CITY (160029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,27088.0,IA,9878911.0,11866.0,4727070.0,218.0,50989710.0,28730852.0,36319240.0,,2017-06-30,18.0,79570.0,2016-07-01 00:00:00,177272012.0,8482194.0,62052489.0,131312427.0,853.33,1.0,434881.0,,6844.0,2354275.0,24813888.0,,0.318539,9681584.0,412233437.0,3973546.0,200.0,,2016
MERCY HOSPITAL JEFFERSON (260023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32774.0,MO,14268291.0,15971.0,12926122.0,195.0,47924741.0,32899538.0,76983812.0,,2017-06-30,28.0,71175.0,2016-07-01 00:00:00,8013796.0,15006474.0,61447649.0,169414123.0,780.31,1.0,77619.0,,7465.0,25393145.0,29035238.0,,0.257784,14168667.0,657195207.0,6244991.0,167.0,,2016
MERCY HOSPITAL JOPLIN (260001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,52083.0,MO,21333413.0,21604.0,21221560.0,240.0,68462625.0,44512827.0,124869879.0,,2017-06-30,62.0,87600.0,2016-07-01 00:00:00,45491962.0,38370894.0,79650577.0,219893583.0,1165.49,1.0,-111831.0,,10931.0,33561277.0,40034743.0,,0.270629,21136950.0,812529032.0,12033295.0,178.0,,2016
MERCY HOSPITAL LEBANON (260059),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7152.0,MO,11181536.0,2650.0,9142437.0,49.0,20925382.0,7993228.0,39256268.0,,2017-06-30,4.0,17885.0,2016-07-01 00:00:00,2068459.0,12072452.0,28162214.0,71862662.0,414.0,2.0,34887.0,,2312.0,17426949.0,7673497.0,,0.276055,11054327.0,260320165.0,4280730.0,45.0,,2016
MERCY HOSPITAL LINCOLN (261319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,3192.0,MO,2158902.0,1748.0,2720048.0,25.0,,,5362751.0,,2017-06-30,4.0,9125.0,2016-07-01 00:00:00,1721801.0,2268130.0,15239212.0,34037829.0,192.02,2.0,,,614.0,3874536.0,,,0.394855,2528392.0,86203344.0,1204084.0,21.0,,2016
MERCY HOSPITAL LOGAN COUNTY (371317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,3368.0,OK,921316.0,2221.0,2863438.0,25.0,,,6667518.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,239921.0,2439646.0,10413257.0,18145648.0,112.46,2.0,,,527.0,2028820.0,,,0.449051,1454414.0,40408862.0,1965561.0,25.0,,2016
MERCY HOSPITAL OF BUFFALO (330279),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,96970.0,NY,13360783.0,20896.0,8168290.0,367.0,117468825.0,53073104.0,149152524.0,,2016-12-31,28.0,132236.0,2016-01-01 00:00:00,320266362.0,47562822.0,163926791.0,358403039.0,2368.2,1.0,-271340.0,24.0,19151.0,5823473.0,46865957.0,,0.389966,13232322.0,919062604.0,5924934.0,306.0,515643.0,2016
MERCY HOSPITAL OF DEFIANCE  LLC (360270),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2843.0,OH,2729363.0,1687.0,563950.0,23.0,5713538.0,3794234.0,10989957.0,,2016-12-31,,8418.0,2016-01-01 00:00:00,2880593.0,2024684.0,5285756.0,18734322.0,85.85,2.0,40202.0,,1052.0,959666.0,3663260.0,,0.275382,2706212.0,68030225.0,283653.0,23.0,,2016
MERCY HOSPITAL OF FOLSOM (050414),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,25157.0,CA,6878785.0,8850.0,3503089.0,106.0,65011484.0,29957480.0,204753750.0,,2017-06-30,8.0,38796.0,2016-07-01 00:00:00,41444957.0,20226212.0,70709899.0,163721435.0,571.5,1.0,10760.0,,6880.0,12596146.0,27171685.0,,0.17006,6836942.0,962725766.0,1278594.0,98.0,,2016
MERCY HOSPITAL OF FRANCISCAN SISTERS (161338),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1223.0,IA,1923068.0,804.0,595260.0,25.0,,,6129947.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,6612751.0,3285156.0,5559406.0,13186746.0,90.77,2.0,,,191.0,329138.0,,,0.525276,1906724.0,25104398.0,425437.0,25.0,,2016
