Original Label,Curated Label
MEDICAL CENTER OF PEACH COUNTY (111310),MEDICAL CENTER OF PEACH COUNTY (111310)
MEDICAL CENTER OF PLANO (450651),MEDICAL CENTER OF PLANO (450651)
MEDICAL CITY PLANO (450651),MEDICAL CENTER OF PLANO (450651)
MEDICAL CENTER OF THE ROCKIES (060119),MEDICAL CENTER OF THE ROCKIES (060119)
MEDICAL CENTER OF TRINITY (100191),MEDICAL CENTER OF TRINITY (100191)
MEDICAL CITY ALLIANCE (670103),MEDICAL CITY ALLIANCE (670103)
MEDICAL CITY ARLINGTON (450675),MEDICAL CITY ARLINGTON (450675)
MEDICAL CITY DALLAS (450647),MEDICAL CITY DALLAS HOSPITAL (450647)
MEDICAL CITY DALLAS HOSPITAL (450647),MEDICAL CITY DALLAS HOSPITAL (450647)
MEDICAL CITY DENTON (450634),MEDICAL CITY DENTON (450634)
MEDICAL CITY FORT WORTH (450672),MEDICAL CITY FORT WORTH (450672)
MEDICAL CITY GREEN OAKS HOSPITAL (454094),MEDICAL CITY GREEN OAKS HOSPITAL (454094)
MEDICAL CITY LAS COLINAS (450822),MEDICAL CITY LAS COLINAS (450822)
MEDICAL CITY LEWISVILLE (450669),MEDICAL CITY LEWISVILLE (450669)
MEDICAL CITY MCKINNEY (450403),MEDICAL CITY MCKINNEY (450403)
MEDICAL CITY NORTH HILLS (450087),MEDICAL CITY NORTH HILLS (450087)
MEDICAL CITY WEATHERFORD (450203),MEDICAL CITY WEATHERFORD (450203)
MEDICAL CTR. OF LA AT NEW ORLEANS (190005),MEDICAL CTR. OF LA AT NEW ORLEANS (190005)
UNIVERSITY MEDICAL CTR. AT NEW ORLEA (190005),MEDICAL CTR. OF LA AT NEW ORLEANS (190005)
MEDICAL CENTER OF LOUISIANA AT NEW O (190005),MEDICAL CTR. OF LA AT NEW ORLEANS (190005)
MEDICAL PARK HOSPITAL (040091),MEDICAL PARK HOSPITAL (040091)
MEDICAL PARK HOSPITAL (340148),MEDICAL PARK HOSPITAL (340148)
MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004),MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004)
MEDICAL UNIVERSITY OF SOUTH CAROLIN (420004),MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004)
MEDICINE LODGE MEMORIAL HOSPITAL (171334),MEDICINE LODGE MEMORIAL HOSPITAL (171334)
MEDINA HOSPITAL (360091),MEDINA HOSPITAL (360091)
MEDINA MEMORIAL HOSPITAL (330053),MEDINA MEMORIAL HOSPITAL (330053)
MEDINA MEMORIAL HOSPITAL (331319),MEDINA MEMORIAL HOSPITAL (331319)
MEDINA REGIONAL HOSPITAL (451330),MEDINA REGIONAL HOSPITAL (451330)
MEDSTAR FRANKLIN SQUARE MEDICAL CTR (210015),MEDSTAR FRANKLIN SQUARE MEDICAL CTR (210015)
MEDSTAR HARBOR HOSPITAL (210034),MEDSTAR HARBOR HOSPITAL (210034)
MEDSTAR MONTGOMERY MEDICAL CENTER (210018),MEDSTAR MONTGOMERY MEDICAL CENTER (210018)
MEDSTAR SOUTHERN MARYLAND HOSPITAL C (210062),MEDSTAR SOUTHERN MARYLAND HOSPITAL C (210062)
MEDSTAR UNION MEMORIAL HOSPITAL (210024),MEDSTAR UNION MEMORIAL HOSPITAL (210024)
MEE MEMORIAL HOSPITAL (050189),MEE MEMORIAL HOSPITAL (050189)
MEE MEMORIAL HOSPITAL (051336),MEE MEMORIAL HOSPITAL (051336)
MEEKER COUNTY MEMORIAL HOSPITAL (241366),MEEKER COUNTY MEMORIAL HOSPITAL (241366)
MELBOURNE REGIONAL MEDICAL CENTER (100291),MELBOURNE REGIONAL MEDICAL CENTER (100291)
MELISSA MEMORIAL HOSPITAL (061305),MELISSA MEMORIAL HOSPITAL (061305)
MELROSE AREA HOSPITAL - CENTRACARE (241330),MELROSE AREA HOSPITAL CENTRACARE (241330)
MELROSE AREA HOSPITAL CENTRACARE (241330),MELROSE AREA HOSPITAL CENTRACARE (241330)
MELROSEWAKEFIELD HEALTHCARE  INC (220070),MELROSEWAKEFIELD HEALTHCARE  INC (220070)
MEM. HOSPITAL OF SHERIDAN CTY. (530006),MEM. HOSPITAL OF SHERIDAN CTY. (530006)
MEM. HOSPT. OF SWEETWATER COUNTY (530011),MEM. HOSPT. OF SWEETWATER COUNTY (530011)
MEMORIAL COMMUNITY HEALTH  INC. (281320),MEMORIAL COMMUNITY HEALTH  INC. (281320)
MEMORIAL COMMUNITY HOSPITAL (281359),MEMORIAL COMMUNITY HOSPITAL (281359)
MEMORIAL EASTON (210037),MEMORIAL EASTON (210037)
MEMORIAL HEALTH CARE SYSTEM INC. (440091),MEMORIAL HEALTH CARE SYSTEM INC. (440091)
MEMORIAL HEALTH CARE SYSTEMS (281339),MEMORIAL HEALTH CARE SYSTEMS (281339)
MEMORIAL HEALTH CENTER (281357),MEMORIAL HEALTH CENTER (281357)
MEMORIAL HEALTH CENTER (521324),MEMORIAL HEALTH CENTER (521324)
MEMORIAL HEALTH SYSTEM (060022),MEMORIAL HEALTH SYSTEM (060022)
MEMORIAL HEALTH UNIV MED CENTER (110036),MEMORIAL HEALTH UNIV MED CENTER (110036)
MEMORIAL HEALTH UNIV MED CNTR (110036),MEMORIAL HEALTH UNIV MED CENTER (110036)
MEMORIAL HEALTHCARE (230121),MEMORIAL HEALTHCARE (230121)
MEMORIAL HERMANN  HOSPITAL SYS (450184),MEMORIAL HERMANN  HOSPITAL SYS (450184)
MEMORIAL HERMANN BAPTIST HOSPITAL (450346),MEMORIAL HERMANN BAPTIST HOSPITAL (450346)
MEMORIAL HERMANN BAPTIST ORANGE (450005),MEMORIAL HERMANN BAPTIST ORANGE (450005)
MEMORIAL HERMANN FIRST COLONY (450860),MEMORIAL HERMANN FIRST COLONY (450860)
MEMORIAL HERMANN FIRST COLONY HOSP (670058),MEMORIAL HERMANN FIRST COLONY HOSP (670058)
MEMORIAL HERMANN KATY (450847),MEMORIAL HERMANN KATY (450847)
MEMORIAL HERMANN KINGWOOD (670005),MEMORIAL HERMANN KINGWOOD (670005)
MEMORIAL HERMANN MEMORIAL CITY MEDIC (450610),MEMORIAL HERMANN MEMORIAL CITY MEDIC (450610)
MEMORIAL HERMANN NORTHEAST (450684),MEMORIAL HERMANN NORTHEAST (450684)
MEMORIAL HERMANN REHAB HOSP KATY (673038),MEMORIAL HERMANN REHAB HOSP KATY (673038)
MEMORIAL HERMANN SUGARLAND (450848),MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848)
MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848)
MEMORIAL HERMANN TEXAS MEDICAL CNTR (450068),MEMORIAL HERMANN TEXAS MEDICAL CNTR (450068)
MEMORIAL HERMANN TIRR (453025),MEMORIAL HERMANN TIRR (453025)
MEMORIAL HERMANN TOMBALL HOSPITAL (670095),MEMORIAL HERMANN TOMBALL HOSPITAL (670095)
MEMORIAL HOSP & HEALTH CARE CTR (150115),MEMORIAL HOSP & HEALTH CARE CTR (150115)
VIRTUA MOUNT HOLLY HOSPITAL (310057),VIRTUA MOUNT HOLLY HOSPITAL (310057)
MEMORIAL HOSP OF BURLINGTON CTY (310057),MEMORIAL HOSP OF BURLINGTON CTY (310057)
MEMORIAL HOSPITAL  INC. (521323),MEMORIAL HOSPITAL  INC. (521323)
MEMORIAL HOSPITAL  INC. OF TOWANDA (390236),MEMORIAL HOSPITAL  INC. OF TOWANDA (390236)
MEMORIAL HOSPITAL - ABILENE (171381),MEMORIAL HOSPITAL - ABILENE (171381)
MEMORIAL HOSPITAL - LOS BANOS (050528),MEMORIAL HOSPITAL - LOS BANOS (050528)
MEMORIAL HOSPITAL (050036),MEMORIAL HOSPITAL (050036)
MEMORIAL HOSPITAL (110132),MEMORIAL HOSPITAL (110132)
MEMORIAL HOSPITAL (131307),MEMORIAL HOSPITAL (131307)
HOSPITAL (131307),MEMORIAL HOSPITAL (131307)
MEMORIAL HOSPITAL (140185),MEMORIAL HOSPITAL (140185)
MEMORIAL HOSPITAL (141338),MEMORIAL HOSPITAL (141338)
MEMORIAL HOSPITAL (301307),MEMORIAL HOSPITAL (301307)
THE MEMORIAL HOSPITAL (301307),MEMORIAL HOSPITAL (301307)
MEMORIAL HOSPITAL (360156),MEMORIAL HOSPITAL (360156)
MEMORIAL HOSPITAL (390101),MEMORIAL HOSPITAL (390101)
MEMORIAL HOSPITAL (451314),MEMORIAL HOSPITAL (451314)
MEMORIAL HOSPITAL ASSOCIATION (141305),MEMORIAL HOSPITAL ASSOCIATION (141305)
MEMORIAL HOSPITAL AT GULFPORT (250019),MEMORIAL HOSPITAL AT GULFPORT (250019)
MEMORIAL HOSPITAL CENTRAL (060022),MEMORIAL HOSPITAL CENTRAL (060022)
MEMORIAL HOSPITAL EAST (140307),MEMORIAL HOSPITAL EAST (140307)
MEMORIAL HOSPITAL FLAGLER (100118),MEMORIAL HOSPITAL FLAGLER (100118)
MEMORIAL HOSPITAL FOR CANCER AND ALL (330154),MEMORIAL HOSPITAL FOR CANCER AND ALL (330154)
MEMORIAL HOSPITAL LOGANSPORT (150072),MEMORIAL HOSPITAL LOGANSPORT (150072)
MEMORIAL HOSPITAL MIRAMAR (100285),MEMORIAL HOSPITAL MIRAMAR (100285)
MEMORIAL HOSPITAL MODESTO (050557),MEMORIAL HOSPITAL MODESTO (050557)
MEMORIAL HOSPITAL OF ADEL (110101),MEMORIAL HOSPITAL OF ADEL (110101)
MEMORIAL HOSPITAL OF BOSCOBEL (521344),MEMORIAL HOSPITAL OF BOSCOBEL (521344)
MEMORIAL HOSPITAL OF BURLINGTON (520059),MEMORIAL HOSPITAL OF BURLINGTON (520059)
MEMORIAL HOSPITAL OF CARBON COUNTY (531316),MEMORIAL HOSPITAL OF CARBON COUNTY (531316)
MEMORIAL HOSPITAL OF CARBONDALE (140164),MEMORIAL HOSPITAL OF CARBONDALE (140164)
MEMORIAL HOSPITAL (140164),MEMORIAL HOSPITAL OF CARBONDALE (140164)
MEMORIAL HOSPITAL OFCARBONDALE (140164),MEMORIAL HOSPITAL OF CARBONDALE (140164)
MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302),MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302)
MEMORIAL HOSPITAL OF GARDENA (050468),MEMORIAL HOSPITAL OF GARDENA (050468)
MEMORIAL HOSPITAL OF JACKSONVILLE (100179),MEMORIAL HOSPITAL OF JACKSONVILLE (100179)
MEMORIAL HOSPITAL OF LAFAYETTE CTY (521312),MEMORIAL HOSPITAL OF LAFAYETTE CTY (521312)
MEMORIAL HOSPITAL OF LAYFAYETTE CTY (521312),MEMORIAL HOSPITAL OF LAFAYETTE CTY (521312)
MEMORIAL HOSPITAL OF MARTINSVILLE (490079),MEMORIAL HOSPITAL OF MARTINSVILLE (490079)
MEMORIAL HOSPITAL OF RHODE ISLAND (410001),MEMORIAL HOSPITAL OF RHODE ISLAND (410001)
MEMORIAL HOSPITAL OF SALEM COUNTY (310091),MEMORIAL HOSPITAL OF SALEM COUNTY (310091)
MEMORIAL HOSPITAL OF SOUTH BEND  INC (150058),MEMORIAL HOSPITAL OF SOUTH BEND  INC (150058)
MEMORIAL HOSPITAL OF TAMPA (100206),MEMORIAL HOSPITAL OF TAMPA (100206)
MEMORIAL HOSPITAL OF TEXAS COUNTY (370138),MEMORIAL HOSPITAL OF TEXAS COUNTY (370138)
MEMORIAL HOSPITAL OF TEXAS COUNTY (371340),MEMORIAL HOSPITAL OF TEXAS COUNTY (371340)
MEMORIAL HOSPITAL OF UNION COUNTY (360092),MEMORIAL HOSPITAL OF UNION COUNTY (360092)
MEMORIAL HOSPITAL PEMBROKE (100230),MEMORIAL HOSPITAL PEMBROKE (100230)
MEMORIAL HOSPITAL WEST (100281),MEMORIAL HOSPITAL WEST (100281)
MEMORIAL HOSPITAL-SEMINOLE (451358),MEMORIAL HOSPITAL-SEMINOLE (451358)
MEMORIAL MEDICAL CENTER  INC. (521359),MEMORIAL MEDICAL CENTER  INC. (521359)
MEMORIAL MEDICAL CENTER - LIVINGSTON (450395),MEMORIAL MEDICAL CENTER - LIVINGSTON (450395)
SPRINGFIELD MEMORIAL HOSPITAL (140148),SPRINGFIELD MEMORIAL HOSPITAL (140148)
MEMORIAL MEDICAL CENTER (140148),MEMORIAL MEDICAL CENTER (140148)
MEMORIAL MEDICAL CENTER (140176),MEMORIAL MEDICAL CENTER (140176)
MEMORIAL MEDICAL CENTER (230110),MEMORIAL MEDICAL CENTER (230110)
MEMORIAL MEDICAL CENTER (320018),MEMORIAL MEDICAL CENTER (320018)
MEMORIAL MEDICAL CENTER (390110),MEMORIAL MEDICAL CENTER (390110)
MEMORIAL MEDICAL CENTER (451356),MEMORIAL MEDICAL CENTER (451356)
MEMORIAL MEDICAL CENTER OF EAST TX (450211),MEMORIAL MEDICAL CENTER OF EAST TX (450211)
MEMORIAL MEDICAL CTR - SAN AUGUSTINE (451360),MEMORIAL MEDICAL CTR - SAN AUGUSTINE (451360)
MEMORIAL REGIONAL HOSPITAL (100038),MEMORIAL REGIONAL HOSPITAL (100038)
MEMORIAL REGIONAL MEDICAL CENTER (490069),MEMORIAL REGIONAL MEDICAL CENTER (490069)
MEMORIAL SATILLA HEALTH (110003),MEMORIAL SATILLA HEALTH (110003)
MEMORIAL SPECIALTY HOSPITAL (192019),MEMORIAL SPECIALTY HOSPITAL (192019)
MEMORIAL SPECIALTY HOSPITAL (452031),MEMORIAL SPECIALTY HOSPITAL (452031)
MEMORIALCARE LONG BEACH MED CTR (050485),MEMORIALCARE LONG BEACH MED CTR (050485)
MEMORIALCARE MCWHLB (053309),MEMORIALCARE MCWHLB (053309)
MEMORIALCARE ORANGE COAST MED CTR (050678),MEMORIALCARE ORANGE COAST MED CTR (050678)
MEMORIALCARE SADDLEBACK MED CTR (050603),MEMORIALCARE SADDLEBACK MED CTR (050603)
MEMPHIS LTC SPECIALITY HOSPITAL (440234),MEMPHIS LTC SPECIALITY HOSPITAL (440234)
MEMPHIS MENTAL HLTH INISTITUTE (444001),MEMPHIS MENTAL HLTH INSTITUTE (444001)
MEMPHIS MENTAL HLTH INSTITUTE (444001),MEMPHIS MENTAL HLTH INSTITUTE (444001)
MENA MEDICAL CENTER (040015),MENA MEDICAL CENTER (040015)
MENDOCINO COAST DISTRICT HOSPITAL (051325),MENDOCINO COAST DISTRICT HOSPITAL (051325)
MENDOTA COMMUNITY HOSPITAL (141310),MENDOTA COMMUNITY HOSPITAL (141310)
MENDOTA MENTAL HEALTH INSTITUTE (524008),MENDOTA MENTAL HEALTH INSTITUTE (524008)
MENIFEE VALLEY MEDICAL CENTER (050684),MENIFEE VALLEY MEDICAL CENTER (050684)
MENLO PARK SURGICAL HOSPITAL (050754),MENLO PARK SURGICAL HOSPITAL (050754)
MENORAH MEDICAL CENTER (170182),MENORAH MEDICAL CENTER (170182)
MENTAL HEALTH INSTITUTE (164002),MENTAL HEALTH INSTITUTE (164002)
MENTAL HEALTH INSTITUTE (164003),MENTAL HEALTH INSTITUTE (164003)
MENTAL HEATLH INSTITUTE (164005),MENTAL HEALTH INSTITUTE (164005)
MENTAL HEALTH INSTITUTE (164005),MENTAL HEALTH INSTITUTE (164005)
MENTAL HEALTH SRVS FOR CLARK COUNTY (364040),MENTAL HEALTH SRVCS FOR CLARK COUNTY (364040)
MENTAL HEALTH SRVCS FOR CLARK COUNTY (364040),MENTAL HEALTH SRVCS FOR CLARK COUNTY (364040)
MERCER COUNTY COMMUNITY HOSPITAL (360058),MERCER COUNTY COMMUNITY HOSPITAL (360058)
MERCER COUNTY HOSPITAL (141304),MERCER COUNTY HOSPITAL (141304)
MERCY ALLEN HOSPITAL (361306),MERCY ALLEN HOSPITAL (361306)
MERCY CATHOLIC MEDICAL CENTER (390156),MERCY CATHOLIC MEDICAL CENTER (390156)
MERCY CONTINUING CARE HOSPITAL (262012),MERCY CONTINUING CARE HOSPITAL (262012)
MERCY FRANCISCAN MT AIRY (360234),MERCY FRANCISCAN MT AIRY (360234)
MERCY FRANCISCAN WESTERN HILLS (360113),MERCY FRANCISCAN WESTERN HILLS (360113)
MERCY GENERAL HOSPITAL (050017),MERCY GENERAL HOSPITAL (050017)
MERCY GILBERT MEDICAL CENTER (030119),MERCY GILBERT MEDICAL CENTER (030119)
MERCY HEALTH - FAIRFIELD HOSPITAL (360056),MERCY HEALTH - FAIRFIELD HOSPITAL (360056)
MERCY HEALTH/LOVE COUNTY (371306),MERCY HEALTH / LOVE COUNTY (371306)
MERCY HEALTH / LOVE COUNTY (371306),MERCY HEALTH / LOVE COUNTY (371306)
MERCY HEALTH CENTER (170058),MERCY HEALTH CENTER (170058)
MERCY HEALTH CENTER (370013),MERCY HEALTH CENTER (370013)
MERCY HEALTH LOURDES HOSPITAL LLC (180102),MERCY HEALTH LOURDES HOSPITAL LLC (180102)
MERCY HEALTH MUSKEGON (230066),MERCY HEALTH MUSKEGON (230066)
MERCY HEALTH SYSTEM CORPORATION (520066),MERCY HEALTH SYSTEM CORPORATION (520066)
MERCY HEALTH SYSTEM INC (440120),MERCY HEALTH SYSTEM INC (440120)
MERCY HEALTH WEST HOSPITAL (360234),MERCY HEALTH WEST HOSPITAL (360234)
MERCY HEALTH-WILLARD HOSPITAL LLC (361310),MERCY HEALTH-WILLARD HOSPITAL LLC (361310)
MERCY HOSPITAL  INC. (100061),MERCY HOSPITAL  INC. (100061)
MERCY HOSPITAL  INC. (170075),MERCY HOSPITAL  INC. (170075)
MERCY HOSPITAL - FORT SCOTT (170058),MERCY HOSPITAL - FORT SCOTT (170058)
MERCY HOSPITAL - INDEPENDENCE (170010),MERCY HOSPITAL - INDEPENDENCE (170010)
MERCY-INDEPENDENCE (170010),MERCY HOSPITAL - INDEPENDENCE (170010)
MERCY HOSPITAL - ST. LOUIS (260020),MERCY HOSPITAL - ST. LOUIS (260020)
MERCY HOSPITAL - WASHINGTON (260052),MERCY HOSPITAL - WASHINGTON (260052)
MERCY HOSPITAL (050295),MERCY HOSPITAL (050295)
MERCY HOSPITAL (200008),MERCY HOSPITAL (200008)
MERCY HOSPITAL (240115),MERCY HOSPITAL (240115)
MERCY HOSPITAL (351333),MERCY HOSPITAL (351333)
MERCY HOSPITAL & HEALTH CARE CENTER (241350),MERCY HOSPITAL & HEALTH CARE CENTER (241350)
MERCY HOSPITAL & MEDICAL CENTER (140158),MERCY HOSPITAL & MEDICAL CENTER (140158)
MERCY HOSPITAL ADA (370020),MERCY HOSPITAL ADA (370020)
MERCY HOSPITAL ANDERSON (360001),MERCY HOSPITAL ANDERSON (360001)
MERCY HOSPITAL ARDMORE (370047),MERCY HOSPITAL ARDMORE (370047)
MERCY HOSPITAL AURORA (261316),MERCY HOSPITAL AURORA (261316)
MERCY HOSPITAL BERRYVILLE (041329),MERCY HOSPITAL BERRYVILLE (041329)
MERCY HOSPITAL BOONEVILLE (041318),MERCY HOSPITAL BOONEVILLE (041318)
MERCY HOSPITAL CARTHAGE (260228),MERCY HOSPITAL CARTHAGE (260228)
MERCY HOSPITAL CARTHAGE (261338),MERCY HOSPITAL CARTHAGE (261338)
MERCY HOSPITAL CASSVILLE (261317),MERCY HOSPITAL CASSVILLE (261317)
MERCY HOSPITAL COLUMBUS (171308),MERCY HOSPITAL COLUMBUS (171308)
MERCY HOSPITAL COUNCIL BLUFFS (160028),MERCY HOSPITAL COUNCIL BLUFFS (160028)
MERCY HOSPITAL EL RENO (370011),MERCY HOSPITAL EL RENO (370011)
MERCY HOSPITAL FORT SMITH (040062),MERCY HOSPITAL FORT SMITH (040062)
MERCY HOSPITAL HEALDTON  INC. (371310),MERCY HOSPITAL HEALDTON  INC. (371310)
MERCY HOSPITAL HOT SPRINGS (040026),MERCY HOSPITAL HOT SPRINGS (040026)
MERCY HOSPITAL IOWA CITY (160029),MERCY HOSPITAL IOWA CITY (160029)
MERCY HOSPITAL JEFFERSON (260023),MERCY HOSPITAL JEFFERSON (260023)
MERCY HOSPITAL JOPLIN (260001),MERCY HOSPITAL JOPLIN (260001)
MERCY HOSPITAL KINGFISHER (371313),MERCY HOSPITAL KINGFISHER (371313)
MERCY HOSPITAL LEBANON (260059),MERCY HOSPITAL LEBANON (260059)
MERCY HOSPITAL LINCOLN (261319),MERCY HOSPITAL LINCOLN (261319)
MERCY HOSPITAL LOGAN COUNTY (371317),MERCY HOSPITAL LOGAN COUNTY (371317)
MERCY HOSPITAL MAUDE NORTON (171308),MERCY HOSPITAL MAUDE NORTON (171308)
MERCY HOSPITAL MCCCUNE BROOKS (260228),MERCY HOSPITAL MCCCUNE BROOKS (260228)
MERCY HOSPITAL MCCCUNE BROOKS (261326),MERCY HOSPITAL MCCCUNE BROOKS (261326)
MERCY HOSPITAL OF BUFFALO (330279),MERCY HOSPITAL OF BUFFALO (330279)
MERCY HOSPITAL OF DEFIANCE  LLC (360270),MERCY HOSPITAL OF DEFIANCE  LLC (360270)
MERCY HOSPITAL OF FOLSOM (050414),MERCY HOSPITAL OF FOLSOM (050414)
MERCY HOSPITAL OF FRANCISCAN SISTERS (161338),MERCY HOSPITAL OF FRANCISCAN SISTERS (161338)
MERCY HOSPITAL OF HAMILTON/FAIRFIELD (360056),MERCY HOSPITAL OF HAMILTON/FAIRFIELD (360056)
MERCY HOSPITAL OF SCOTT COUNTY (041305),MERCY HOSPITAL OF SCOTT COUNTY (041305)
MERCY HOSPITAL OF VALLEY CITY (351324),MERCY HOSPITAL OF VALLEY CITY (351324)
MERCY HOSPITAL OKC (370013),MERCY HOSPITAL OKC (370013)
MERCY HOSPITAL OZARK (041303),MERCY HOSPITAL OZARK (041303)
MERCY HOSPITAL PARIS (041300),MERCY HOSPITAL PARIS (041300)
MERCY HOSPITAL SOUTH (260077),MERCY HOSPITAL SOUTH (260077)
MERCY HOSPITAL SPRINGFIELD (260065),MERCY HOSPITAL SPRINGFIELD (260065)
MERCY HOSPITAL TIFFIN (360089),MERCY HOSPITAL TIFFIN (360089)
MERCY HEALTH-TIFFIN  HOSPITAL LLC (360089),MERCY HOSPITAL TIFFIN (360089)
MERCY HOSPITAL TISHOMINGO (371304),MERCY HOSPITAL TISHOMINGO (371304)
MERCY HOSPITAL / TURNER MEMORIAL (041303),MERCY HOSPITAL TURNER MEMORIAL (041303)
MERCY HOSPITAL TURNER MEMORIAL (041303),MERCY HOSPITAL TURNER MEMORIAL (041303)
MERCY HOSPITAL WALDRON (041305),MERCY HOSPITAL WALDRON (041305)
MERCY HOSPITAL WATONGA (371302),MERCY HOSPITAL WATONGA (371302)
MERCY HOSPITALS  INC. (340098),MERCY HOSPITALS  INC. (340098)
MERCY IOWA CITY REHABILITATION HOSPI (163026),MERCY IOWA CITY REHABILITATION HOSPI (163026)
MERCY MEDICAL (013027),MERCY MEDICAL (013027)
MERCY MEDICAL CENTER - CLINTON (160080),MERCY MEDICAL CENTER - CLINTON (160080)
MERCY MEDICAL CENTER-CLINTON (160080),MERCY MEDICAL CENTER - CLINTON (160080)
MERCY MEDICAL CENTER (160080),MERCY MEDICAL CENTER - CLINTON (160080)
MERCYONE CLINTON MEDICAL CENTER (160080),MERCY MEDICAL CENTER - CLINTON (160080)
MERCY MEDICAL CENTER - DUBUQUE (160069),MERCY MEDICAL CENTER - DUBUQUE (160069)
MERCY MEDICAL CENTER - DYERSVILLE (161378),MERCY MEDICAL CENTER - DYERSVILLE (161378)
MERCY MEDICAL CENTER - MASON CITY (160064),MERCY MEDICAL CENTER - MASON CITY (160064)
MERCY MEDICAL CENTER - NEW HAMPTON (161331),MERCY MEDICAL CENTER - NEW HAMPTON (161331)
MERCYONE NORTH IOWA MEDICAL CENTER (160064),MERCY MEDICAL CENTER - NORTH (160064)
MERCY MEDICAL CENTER - NORTH (160064),MERCY MEDICAL CENTER - NORTH (160064)
MERCY MEDICAL CENTER - NORTH IOWA (160064),MERCY MEDICAL CENTER - NORTH IOWA (160064)
MERCY MEDICAL CENTER - SIOUX CITY (160153),MERCY MEDICAL CENTER - SIOUX CITY (160153)
MERCY MEDICAL CENTER (040010),MERCY MEDICAL CENTER (040010)
MERCY MEDICAL CENTER (160069),MERCY MEDICAL CENTER (160069)
MERCY MEDICAL CENTER (160079),MERCY MEDICAL CENTER (160079)
MERCY MEDICAL CENTER (210008),MERCY MEDICAL CENTER (210008)
MERCY MEDICAL CENTER (330259),MERCY MEDICAL CENTER (330259)
MERCY MEDICAL CENTER (351334),MERCY MEDICAL CENTER (351334)
MERCY MEDICAL CENTER (360070),MERCY MEDICAL CENTER (360070)
MERCY MEDICAL CENTER (380027),MERCY MEDICAL CENTER (380027)
MERCY MEDICAL CENTER (520048),MERCY MEDICAL CENTER (520048)
MERCY MEDICAL CENTER MERCED (050444),MERCY MEDICAL CENTER MERCED (050444)
MERCY MEDICAL CENTER MT SHASTA (051319),MERCY MEDICAL CENTER MT SHASTA (051319)
MERCY MEDICAL CENTER MT. SHASTA (051319),MERCY MEDICAL CENTER MT SHASTA (051319)
MERCY MEDICAL CENTER REDDING (050280),MERCY MEDICAL CENTER REDDING (050280)
MERCY MEDICAL CENTER-CENTERVILLE (161377),MERCY MEDICAL CENTER-CENTERVILLE (161377)
MERCY MEDICAL CENTER-DES MOINES (160083),MERCY MEDICAL CENTER-DES MOINES (160083)
MERCY MEMORIAL HEALTH CENTER (370047),MERCY MEMORIAL HEALTH CENTER (370047)
MERCY MEMORIAL HOSPITAL (230099),MERCY MEMORIAL HOSPITAL (230099)
MERCY HEALTH - URBANA HOSPITAL (361312),MERCY MEMORIAL HOSPITAL (361312)
MERCY MEMORIAL HOSPITAL (361312),MERCY MEMORIAL HOSPITAL (361312)
MERCY NORTH - CADILLAC (230081),MERCY NORTH - CADILLAC (230081)
MERCY NORTH - GRAYLING (230058),MERCY NORTH - GRAYLING (230058)
MERCY REGIONAL HEALTH CENTER (170142),MERCY REGIONAL HEALTH CENTER (170142)
CENTURA MERCY HOSPITAL (060013),CENTURA MERCY HOSPITAL (060013)
MERCY REGIONAL MEDICAL CENTER (060013),MERCY REGIONAL MEDICAL CENTER (060013)
MERCY REGIONAL MEDICAL CENTER (190167),MERCY REGIONAL MEDICAL CENTER (190167)
HOSPITAL (190167),MERCY REGIONAL MEDICAL CENTER (190167)
MERCY REGIONAL MEDICAL CENTER (360172),MERCY REGIONAL MEDICAL CENTER (360172)
MERCY REHAB HOSPITAL FORT SMITH (043037),MERCY REHAB HOSPITAL FORT SMITH (043037)
MERCY REHAB HOSPITAL IOWA (163025),MERCY REHAB HOSPITAL IOWA (163025)
MERCY REHAB HOSPITAL OKLAHOMA CITY S (373036),MERCY REHAB HOSPITAL OKLAHOMA CITY S (373036)
MERCY REHABILITATION HOSPITAL - OKC (373033),MERCY REHABILITATION HOSPITAL - OKC (373033)
MERCY REHAB HOSPITAL OKLAHOMA CITY (373033),MERCY REHABILITATION HOSPITAL - OKC (373033)
MERCY REHABILITATION HOSPITAL - ST L (263029),MERCY REHABILITATION HOSPITAL - ST L (263029)
MERCY REHABILITATION HOSPITAL-SPGF (263032),MERCY REHABILITATION HOSPITAL-SPGF (263032)
MERCY SAN JUAN MEDICAL CENTER (050516),MERCY SAN JUAN MEDICAL CENTER (050516)
MERCY SPECIAL CARE (392025),MERCY SPECIAL CARE (392025)
MERCY SPECIALTY HOSPITAL - SOUTHEAST (170203),MERCY SPECIALTY HOSPITAL - SOUTHEAST (170203)
MERCY ST FRANCIS HOSPITAL (261335),MERCY ST FRANCIS HOSPITAL (261335)
MERCY ST. ANNE HOSPITAL (360262),MERCY ST. ANNE HOSPITAL (360262)
MERCY SUBURBAN HOSPITAL (390116),MERCY SUBURBAN HOSPITAL (390116)
