original label,curated label,CMS ID,CO/RN,SP
PRESBYTERIAN HOSPITAL (340053),PRESBYTERIAN HOSPITAL (340053),340053,,
VALDESE GENERAL HOSPITAL (340055),VALDESE GENERAL HOSPITAL (340055),340055,,
MOREHEAD MEMORIAL HOSPITAL (340060),MOREHEAD MEMORIAL HOSPITAL (340060),340060,1,
UNC ROCKINGHAM HOSPITAL (340060),UNC ROCKINGHAM HOSPITAL (340060),340060,1,
UNIVERSITY OF NORTH CAROLINA HOSP. (340061),UNIVERSITY OF NORTH CAROLINA HOSP. (340061),340061,,
WILKES REGIONAL MEDICAL CENTER (340064),WILKES REGIONAL MEDICAL CENTER (340064),340064,1,
WRMC HOSPITAL OPERATING CORPORATION (340064),WRMC HOSPITAL OPERATING CORPORATION (340064),340064,1,
COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),340068,,
WAKEMED RALEIGH CAMPUS (340069),WAKEMED RALEIGH CAMPUS (340069),340069,,
ALAMANCE REGIONAL MEDICAL CENTER (340070),ALAMANCE REGIONAL MEDICAL CENTER (340070),340070,,
BETSY JOHNSON REGIONAL HOSPITAL (340071),BETSY JOHNSON REGIONAL HOSPITAL (340071),340071,1,
HARNETT HEALTH SYSTEM (340071),HARNETT HEALTH SYSTEM (340071),340071,1,
DUKE RALEIGH HOSPITAL (340073),DUKE RALEIGH HOSPITAL (340073),340073,,
GRACE HOSPITAL (340075),GRACE HOSPITAL (340075),340075,1,
BLUE RIDGE HEALTHCARE HOSPITALS (340075),BLUE RIDGE HEALTHCARE HOSPITALS (340075),340075,1,
ANSON COMMUNITY HOSPITAL (340084),ANSON COMMUNITY HOSPITAL (340084),340084,1,
CAROLINAS HEALTHCARE SYSTEM ANSON (340084),CAROLINAS HEALTHCARE SYSTEM ANSON (340084),340084,1,
ATRIUM HEALTH ANSON (340084),ATRIUM HEALTH ANSON (340084),340084,1,
THOMASVILLE MEDICAL CENTER (340085),THOMASVILLE MEDICAL CENTER (340085),340085,,
THE MCDOWELL HOSPITAL (340087),THE MCDOWELL HOSPITAL (340087),340087,,
JOHNSTON HEALTH (340090),JOHNSTON HEALTH (340090),340090,,
THE MOSES H. CONE MEMORIAL HOSPITAL (340091),THE MOSES H. CONE MEMORIAL HOSPITAL (340091),340091,,
LEXINGTON MEMORIAL HOSPITAL  INC. (340096),LEXINGTON MEMORIAL HOSPITAL  INC. (340096),340096,,
HUGH CHATHAM MEMORIAL HOSPITAL (340097),HUGH CHATHAM MEMORIAL HOSPITAL (340097),340097,,
MERCY HOSPITALS  INC. (340098),MERCY HOSPITALS  INC. (340098),340098,1,
ATRIUM HEALTH PINEVILLE (340098),ATRIUM HEALTH PINEVILLE (340098),340098,1,
EAST CAROLINA HEALTH (340099),EAST CAROLINA HEALTH (340099),340099,1,
ROANOKE CHOWAN HOSPITAL (340099),ROANOKE CHOWAN HOSPITAL (340099),340099,1,
VIDANT ROANOKE CHOWAN HOSPITAL (340099),VIDANT ROANOKE CHOWAN HOSPITAL (340099),340099,1,
SANDHILLS REGIONAL MEDICAL CENTER (340106),SANDHILLS REGIONAL MEDICAL CENTER (340106),340106,,
EAST CAROLINA HEALTH - HERITAGE INC (340107),EAST CAROLINA HEALTH - HERITAGE INC (340107),340107,1,
HERITAGE HOSPITAL (340107),HERITAGE HOSPITAL (340107),340107,1,
VIDANT EDGECOMBE HOSPITAL (340107),VIDANT EDGECOMBE HOSPITAL (340107),340107,1,
ALBEMARLE HOSPITAL (340109),ALBEMARLE HOSPITAL (340109),340109,1,1
SENTARA ALBEMARLE MEDICAL CENTER (340109),SENTARA ALBEMARLE MEDICAL CENTER (340109),340109,1,1
SENTARA ALBEMARLE REGIONAL MEDICAL C (340109),SENTARA ALBEMARLE MEDICAL CENTER (340109),340109,1,1
SENTARA  ALBEMARLE MEDICAL CENTER (340109),SENTARA  ALBEMARLE MEDICAL CENTER (340109),340109,1,1
SENTARA ALBEMARLE REGL MED CTR LLC (340109),SENTARA  ALBEMARLE MEDICAL CENTER (340109),340109,1,1
CAROLINAS MEDICAL CENTER (340113),CAROLINAS MEDICAL CENTER (340113),340113,,
REX HOSPITAL (340114),REX HOSPITAL (340114),340114,,
FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),340115,,
FRYE REGIONAL MEDICAL CENTER (340116),FRYE REGIONAL MEDICAL CENTER (340116),340116,,
ATRIUM HEALTH STANLY (340119),ATRIUM HEALTH STANLY (340119),340119,1,
STANLY REGIONAL MEDICAL CENTER (340119),STANLY REGIONAL MEDICAL CENTER (340119),340119,1,
CAROLINAS HEALTHCARE SYSTEM STANLY (340119),CAROLINAS HEALTHCARE SYSTEM STANLY (340119),340119,1,
DUPLIN GENERAL HOSPITAL INCORPORATED (340120),DUPLIN GENERAL HOSPITAL (340120),340120,,1
DUPLIN GENERAL HOSPITAL (340120),DUPLIN GENERAL HOSPITAL (340120),340120,,1
RANDOLPH HOSPITAL (340123),RANDOLPH HOSPITAL (340123),340123,1,
AMERICAN HEALTHCARE SYSTEMS (340123),AMERICAN HEALTHCARE SYSTEMS (340123),340123,1,
WILSON MEDICAL CENTER (340126),WILSON MEDICAL CENTER (340126),340126,,
GRANVILLE MEDICAL CENTER (340127),GRANVILLE MEDICAL CENTER (340127),340127,,
LAKE NORMAN REGIONAL MED CTR (340129),LAKE NORMAN REGIONAL MEDICAL CENTER (340129),340129,,1
LAKE NORMAN REGIONAL MEDICAL CENTER (340129),LAKE NORMAN REGIONAL MEDICAL CENTER (340129),340129,,1
UNION REGIONAL MEDICAL CENTER (340130),UNION REGIONAL MEDICAL CENTER (340130),340130,1,
ATRIUM HEALTH UNION (340130),ATRIUM HEALTH UNION (340130),340130,1,
CAROLINAS HEALTHCARE SYSTEM UNION (340130),CAROLINAS HEALTHCARE SYSTEM UNION (340130),340130,1,
CAROLINAEAST MEDICAL CENTER (340131),CAROLINA EAST MEDICAL CENTER (340131),340131,,
MARIA PARHAM MEDICAL CENTER (340132),MARIA PARHAM MEDICAL CENTER (340132),340132,,
MARTIN GENERAL HOSPITAL (340133),MARTIN GENERAL HOSPITAL (340133),340133,,
NEW HANOVER REGIONAL MEDICAL CENTER (340141),NEW HANOVER REGIONAL MEDICAL CENTER (340141),340141,,
CARTERET COUNTY GENERAL HOSPITAL COM (340142),CARTERET COUNTY GENERAL HOSPITAL COM (340142),340142,,
CATAWBA VALLEY MEDICAL CENTER (340143),CATAWBA VALLEY MEDICAL CENTER (340143),340143,,
DAVIS REGIONAL MEDICAL CENTER (340144),DAVIS REGIONAL MEDICAL CENTER (340144),340144,,
CAROLINAS HEALTHCARE SYSTEM LINCOLN (340145),CAROLINAS MEDICAL CENTER-LINCOLN (340145),340145,1,1
ATRIUM HEALTH LINCOLN (340145),ATRIUM HEALTH LINCOLN (340145),340145,1,1
CAROLINAS MEDICAL CENTER-LINCOLN (340145),CAROLINAS MEDICAL CENTER-LINCOLN (340145),340145,1,1
LINCOLN MEDICAL CENTER (340145),LINCOLN MEDICAL CENTER (340145),340145,1,1
NASH HOSPITALS INC (340147),NASH HOSPITALS INC (340147),340147,,
MEDICAL PARK HOSPITAL (340148),MEDICAL PARK HOSPITAL (340148),340148,,
HALIFAX REGIONAL MEDICAL CENTER INC (340151),HALIFAX REGIONAL MEDICAL CENTER (340151),340151,,1
HALIFAX REGIONAL MEDICAL CENTER (340151),HALIFAX REGIONAL MEDICAL CENTER (340151),340151,,1
PRESBYTERIAN ORTHOPAEDIC HOSPITAL (340153),PRESBYTERIAN ORTHOPAEDIC HOSPITAL (340153),340153,,
DUKE REGIONAL HOSPITAL (340155),DUKE REGIONAL HOSPITAL (340155),340155,1,
DURHAM REGIONAL HOSPITAL (340155),DURHAM REGIONAL HOSPITAL (340155),340155,1,
CHEROKEE INDIAN HOSPITAL AUTHORITY (340156),CHEROKEE INDIAN HOSPITAL (340156),340156,,1
CHEROKEE INDIAN HOSPITAL (340156),CHEROKEE INDIAN HOSPITAL (340156),340156,,1
BRUNSWICK COMMUNITY HOSPITAL (340158),BRUNSWICK COMMUNITY HOSPITAL (340158),340158,,
PERSON MEMORIAL HOSPITA INC (340159),PERSON MEMORIAL HOSPITAL INC (340159),340159,,1
PERSON MEMORIAL HOSPITAL INC (340159),PERSON MEMORIAL HOSPITAL INC (340159),340159,,1
MURPHY MEDICAL CENTER (340160),MURPHY MEDICAL CENTER (340160),340160,,
ATRIUM HEALTH UNIVERSITY CITY (340166),ATRIUM HEALTH UNIVERSITY CITY (340166),340166,1,
CAROLINAS HEALTHCARE SYS UNIVERSITY (340166),CAROLINAS HEALTHCARE SYS UNIVERSITY (340166),340166,1,
CAROLINAS MEDICAL CTR UNIVERSITY (340166),CAROLINAS MEDICAL CTR UNIVERSITY (340166),340166,1,
WILMINGTON TREATMENT CENTER INC (340168),WILMINGTON TREATMENT CENTER INC (340168),340168,,
PRESBYTERIAN HOSPITAL MATTHEWS (340171),PRESBYTERIAN HOSPITAL MATTHEWS (340171),340171,,1
PRESBYERIAN HOSPITAL MATTHEWS (340171),PRESBYTERIAN HOSPITAL MATTHEWS (340171),340171,,1
WAKE MED CARY HOSPITAL (340173),WAKE MED CARY HOSPITAL (340173),340173,,
PRESBYERIAN HOSPITAL HUNTERSVILLE (340183),PRESBYTERIAN HOSPITAL HUNTERSVILLE (340183),340183,,1
PRESBYTERIAN HOSPITAL HUNTERSVILLE (340183),PRESBYTERIAN HOSPITAL HUNTERSVILLE (340183),340183,,1
HAYWOOD REGIONAL MEDICAL CENTER (340184),HAYWOOD REGIONAL MEDICAL CENTER (340184),340184,,
BEAUFORT HOSPITAL (340186),BEAUFORT HOSPITAL (340186),340186,1,
VIDANT BEAUFORT HOSPITAL (340186),VIDANT BEAUFORT HOSPITAL (340186),340186,1,
DAVIE MEDICAL CENTER (340187),DAVIE MEDICAL CENTER (340187),340187,,1
DAVIE COUNTY EMERGENCY HEALTH CORP (340187),DAVIE MEDICAL CENTER (340187),340187,,1
CAPE FEAR VALLEY HOKE HOSPITAL (340188),CAPE FEAR VALLEY HOKE HOSPITAL (340188),340188,,
CONTINUECARE HOSPITAL AT UNIVERSITY (340189),CONTINUECARE HOSPITAL AT UNIVERSITY (340189),340189,,
NOVANT HEALTH MINT HILL MEDICAL CTR (340190),NOVANT HEALTH MINT HILL MEDICAL CTR (340190),340190,,
OUR COMMUNITY HOSPITAL (341302),OUR COMMUNITY HOSPITAL (341302),341302,,
FIRSTHEALTH MONTGOMERY MEMORIAL CAH (341303),FIRSTHEALTH MONTGOMERY MEMORIAL CAH (341303),341303,,
EAST CAROLINA HEALTH-BERTIE (341304),EAST CAROLINA HEALTH-BERTIE (341304),341304,1,
BERTIE MEMORIAL HOSPITAL (341304),BERTIE MEMORIAL HOSPITAL (341304),341304,1,
SWAIN COUNTY HOSPITAL (341305),SWAIN COUNTY HOSPITAL (341305),341305,,
PENDER MEMORIAL HOSPITAL (341307),PENDER MEMORIAL HOSPITAL (341307),341307,,
CAH No.10 - YADKINVILLE (341308),CAH No.10 - YADKINVILLE (341308),341308,,
PUNGO DISTRICT HOSPITAL CORPORATION (341310),PUNGO DISTRICT HOSPITAL CORPORATION (341310),341310,,
CHATHAM HOSPITAL  INC (341311),CHATHAM HOSPITAL  INC (341311),341311,,
DAVIE COUNTY HOSPITAL (341313),DAVIE COUNTY HOSPITAL (341313),341313,,
CAH No.1 - WASHINGTON (341314),CAH No.1 - WASHINGTON (341314),341314,,
BLADEN COUNTY HOSPITAL (341315),BLADEN COUNTY HOSPITAL (341315),341315,,
HIGHLANDS CASHIERS HOSPITAL (341316),HIGHLANDS CASHIERS HOSPITAL (341316),341316,,
LIFEBRITE COMMUNITY HOPITAL OF STOK (341317),LIFEBRITE COMM HOSP OF STOKES (341317),341317,1,1
PIONEER HLTH SERV OF STOKES CNTY (341317),PIONEER HLTH SERV OF STOKES CNTY (341317),341317,1,1
STOKES-REYNOLDS MEMORIAL HOSPITAL (341317),STOKES-REYNOLDS MEMORIAL HOSPITAL (341317),341317,1,1
LIFEBRITE HOSPITAL GROUP OF STOKES C (341317),LIFEBRITE COMM HOSP OF STOKES (341317),341317,1,1
LIFEBRITE COMM HOSP OF STOKES (341317),LIFEBRITE COMM HOSP OF STOKES (341317),341317,1,1
EAST CAROLINA HEALTH - CHOWAN INC (341318),EAST CAROLINA HEALTH - CHOWAN INC (341318),341318,1,
CHOWAN HOSPITAL INC. (341318),CHOWAN HOSPITAL INC. (341318),341318,1,
TRANSYLVANIA COMMUNITY HOSPITAL (341319),TRANSYLVANIA COMMUNITY HOSPITAL (341319),341319,,
ALLEGHANY MEMORIAL HOSPITAL (341320),ALLEGHANY MEMORIAL HOSPITAL (341320),341320,,
BLOWING ROCK HOSPITAL (341321),BLOWING ROCK HOSPITAL (341321),341321,,
ST LUKES HOSPITAL (341322),ST LUKES HOSPITAL (341322),341322,,
CHARLES A. CANNON MEMORIAL HOSPITAL (341323),CHARLES A. CANNON MEMORIAL HOSPITAL (341323),341323,,
THE OUTER BANKS HOSPITAL INC (341324),THE OUTER BANKS HOSPITAL (341324),341324,,1
THE OUTER BANKS HOSPITAL (341324),THE OUTER BANKS HOSPITAL (341324),341324,,1
ASHE MEMORIAL HOSPITAL (341325),ASHE MEMORIAL HOSPITAL (341325),341325,,
ANGEL MEDICAL CENTER (341326),ANGEL MEDICAL CENTER (341326),341326,,1
MH ANGEL MEDICAL CENTER LLLP (341326),ANGEL MEDICAL CENTER (341326),341326,,1
J ARTHUR DOSHER MEMORIAL HOSPITAL (341327),J ARTHUR DOSHER MEMORIAL HOSPITAL (341327),341327,,
MURPHY MEDICAL CENTER (341328),MURPHY MEDICAL CENTER (341328),341328,,
BLUE RIDGE REGIONAL HOSPITAL (341329),BLUE RIDGE REGIONAL HOSPITAL (341329),341329,,
KINDRED HOSPITAL GREENSBORO (342012),KINDRED HOSPITAL GREENSBORO (342012),342012,,
LIFECARE HOSPITAL OF NORTH CAROLINA (342013),LIFECARE HOSPITAL OF NORTH CAROLINA (342013),342013,1,
PAM SPECIALTY HOSP. OF ROCKY MOUNT (342013),PAM SPECIALTY HOSP. OF ROCKY MOUNT (342013),342013,1,
HIGHSMITH RAINEY MEMORIAL HOSPITAL (342014),HIGHSMITH RAINEY MEMORIAL HOSPITAL (342014),342014,,
CAROLINAS SPECIALTY HOSPITAL (342015),CAROLINAS SPECIALTY HOSPITAL (342015),342015,1,
CAROLINAS CONTINUECARE PINEVILLE (342015),CAROLINAS CONTINUECARE PINEVILLE (342015),342015,1,
SSH - WINSTON SALEM  INC (342016),SSH-WINSTON-SALEM (342016),342016,,1
SSH-WINSTON-SALEM (342016),SSH-WINSTON-SALEM (342016),342016,,1
SSH - WINSTON SALEM  INC. (342016),SSH-WINSTON-SALEM (342016),342016,,1
ASHEVILLE SPECIALTY HOSPITAL  LLC (342017),ASHEVILLE SPECIALTY HOSPITAL  LLC (342017),342017,,
SSH -DURHAM (342018),SSH - DURHAM (342018),342018,,1
SSH - DURHAM (342018),SSH - DURHAM (342018),342018,,1
CRAWLEY MEMORIAL HOSPITAL  INC. (342019),CRAWLEY MEMORIAL HOSPITAL (342019),342019,,1
CRAWLEY MEMORIAL HOSPITAL (342019),CRAWLEY MEMORIAL HOSPITAL (342019),342019,,1
SSH - GREENSBORO (342020),SSH - GREENSBORO (342020),342020,,1
SSH -GREENSBORO (342020),SSH - GREENSBORO (342020),342020,,1
CONTINUECARE HOSPITAL AT UNIVERSITY (342021),CONTINUECARE HOSPITAL AT UNIVERSITY (342021),342021,,
CAREPARTNERS REHAB HOSPITAL (343025),CAREPARTNERS REHAB HOSPITAL (343025),343025,,
CAROLINAS REHABILITATION (343026),CAROLINAS REHABILITATION (343026),343026,,
NOVANT HEALTH REHABILITATION HOSPITA (343027),NOVANT HEALTH REHABILITATION HOSPITA (343027),343027,,
DORTHEA DIX HOSPITAL (344001),DOROTHEA DIX HOSPITAL (344001),344001,,1
DOROTHEA DIX HOSPITAL (344001),DOROTHEA DIX HOSPITAL (344001),344001,,1
CENTRAL REGIONAL HOSPITAL (344004),CENTRAL REGIONAL HOSPITAL (344004),344004,,
OLD VINEYARD (344007),OLD VINEYARD (344007),344007,,
HOLLY HILLS HOSPITAL (344014),HOLLY HILLS HOSPITAL (344014),344014,,
BRYNN MARR HOSPITAL (344016),BRYNN MARR HOSPITAL (344016),344016,,
JULIAN F. KEITH ADATC (344023),JULIAN F KEITH - ADATC (344023),344023,,1
JULIAN F. KEITH- ADATC (344023),JULIAN F KEITH - ADATC (344023),344023,,1
JULIAN F KEITH - ADATC (344023),JULIAN F KEITH - ADATC (344023),344023,,1
WALTER B. JONES - ADATC (344024),WALTER B JONES (344024),344024,,1
WALTER B JONES (344024),WALTER B JONES (344024),344024,,1
BROUGHTON HOSPITAL (344025),BROUGHTON HOSPITAL (344025),344025,,
CHERRY HOSPITAL (344026),CHERRY HOSPITAL (344026),344026,,
RJ BLACKLEY ADATC (344027),RJ BLACKLEY ADATC (344027),344027,,
STRATEGIC BEHAVIORAL CENTER (344028),STRATEGIC BEHAVIORAL CENTER (344028),344028,,1
STRATEGIC BEHAVIORAL CNETER-GARNER (344028),STRATEGIC BEHAVIORAL CENTER-GARNER (344028),344028,,1
SBH RALEIGH  LLC. (344028),STRATEGIC BEHAVIORAL HEALTH- RALEIGH (344028),344028,,1
STRATEGIC BEHAVIORAL CENTER-GARNER (344028),STRATEGIC BEHAVIORAL CENTER-GARNER (344028),344028,,1
STRATEGIC BEHAVIORAL CENTER - GARNER (344028),STRATEGIC BEHAVIORAL CENTER-GARNER (344028),344028,,1
STRATEGIC BEHAVIORAL HEALTH- RALEIGH (344028),STRATEGIC BEHAVIORAL HEALTH- RALEIGH (344028),344028,,1
GOOD HOPE HOSPITAL INC (344029),GOOD HOPE HOSPITAL INC (344029),344029,,
STRATEGIC BEHAVIORAL CENTER LELAND (344030),STRATEGIC BEHAVIORAL CENTER LELAND (344030),344030,,1
SBH WILMINGTON LLC (344030),STRATEGIC BEHAVIORAL CENTER LELAND (344030),344030,,1
STRATEGIC BEHAVIORAL CENTER-CHARLOTT (344031),STRATEGIC BEHAVIORAL CENTER-CHARLOTT (344031),344031,,
TRIANGLE SPRINGS (344032),TRIANGLE SPRINGS (344032),344032,,
WALTER B JONES LAKESIDE (344033),WALTER B JONES LAKESIDE (344033),344033,,
DOROTHEA DIX BEHAVIORAL HEALTH (344034),DOROTHEA DIX BEHAVIORAL HEALTH (344034),344034,,
ST ALEXIUS MEDICAL CENTER (350002),ST ALEXIUS MEDICAL CENTER (350002),350002,,
TRINITY HOSPITALS/ST JOES (350006),TRINITY HOSPITALS/ST JOES (350006),350006,,
SANFORD MEDICAL CENTER - FARGO (350011),SANFORD MEDICAL CENTER - FARGO (350011),350011,,
SANFORD HEALTH BISMARCK (350015),SANFORD HEALTH BISMARCK (350015),350015,,1
SANFORD BISMARCK (350015),SANFORD HEALTH BISMARCK (350015),350015,,1
MEDCENTER ONE  INC (350015),SANFORD HEALTH BISMARCK (350015),350015,,1
ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),ALTRU HEALTH SYSTEM-ALTRU HOSPITAL (350019),350019,,
QUENTIN N BURDICK MEMORIAL HOSPITAL (350063),QUENTIN N BURDICK MEMORIAL HOSPITAL (350063),350063,1,
PHS INDIAN HOSPITAL BELCOURT (350063),PHS INDIAN HOSPITAL BELCOURT (350063),350063,1,
STANDING ROCK IHS HOSPITAL (350064),STANDING ROCK INDIAN HEALTH SERVICE (350064),350064,,1
STANDING ROCK INDIAN HEALTH SERVICE (350064),STANDING ROCK INDIAN HEALTH SERVICE (350064),350064,,1
INNOVIS HEALTH (350070),INNOVIS HEALTH (350070),350070,,1
INNOVIS HOSPITAL (350070),INNOVIS HEALTH (350070),350070,,1
TIOGA MEDICAL CENTER (351300),TIOGA MEDICAL CENTER (351300),351300,,
MOUTRAIL COUNTY MEDICAL CENTER (351301),MOUNTRAIL COUNTY MEDICAL CENTER (351301),351301,,1
MOUNTRAIL COUNTY MEDICAL CENTER (351301),MOUNTRAIL COUNTY MEDICAL CENTER (351301),351301,,1
MCKENZIE COUNTY HEALTHCARE SYSTEM (351302),MCKENZIE COUNTY HEALTHCARE SYSTEM (351302),351302,,
GARRISON MEMORIAL HOSPITAL (351303),GARRISON MEMORIAL HOSPITAL (351303),351303,,
TURTLE LAKE COMMUNITY HOSPITAL (351304),TURTLE LAKE COMMUNITY HOSPITAL (351304),351304,,
KENMARE COMMUNITY HOSPITAL (351305),KENMARE COMMUNITY HOSPITAL (351305),351305,,
COOPERSTOWN MEDICAL CENTER (351306),COOPERSTOWN MEDICAL CENTER (351306),351306,,
ST ANDREWS HEALTH CENTER (351307),ST ANDREWS HEALTH CENTER (351307),351307,,
NELSON COUNTY HEALTH SYSTEM-HOSPITAL (351308),NELSON COUNTY HEALTH SYSTEM-HOSPITAL (351308),351308,,
SANFORD MAYVILLE (351309),SANFORD MAYVILLE (351309),351309,,
SAKAKAWEA MEDICAL CENTER (351310),SAKAKAWEA MEDICAL CENTER (351310),351310,,
LISBON AREA HEALTH SERVICES (351311),LISBON AREA HEALTH SERVICES (351311),351311,,
NORTHWOOD DEACONESS HEALTH CENTER (351312),NORTHWOOD DEACONESS HEALTH CENTER (351312),351312,,
SOUTHWEST HEALTHCARE SERVICES (351313),SOUTHWEST HEALTHCARE SERVICES (351313),351313,,
JACOBSON MEMORIAL HOSPITAL (351314),JACOBSON MEMORIAL HOSPITAL (351314),351314,,
OAKES COMMUNITY HOSPITAL (351315),OAKES COMMUNITY HOSPITAL (351315),351315,,
PRESENTATION MEDICAL CENTER (351316),PRESENTATION MEDICAL CENTER (351316),351316,,
CARRINGTON HEALTH CENTER (351318),CARRINGTON HEALTH CENTER (351318),351318,,
PEMBINA COUNTY MEMORIAL HOSPITAL (351319),PEMBINA COUNTY MEMORIAL HOSPITAL (351319),351319,,
UNITY MEDICAL CENTER (351320),UNITY MEDICAL CENTER (351320),351320,,
WISHEK COMMUNITY HOSPITAL (351321),WISHEK COMMUNITY HOSPITAL (351321),351321,,
ASHLEY MEDICAL CENTER (351322),ASHLEY MEDICAL CENTER (351322),351322,,
CAVALIER COUNTY MEMORIAL HOSPITAL (351323),CAVALIER COUNTY MEMORIAL HOSPITAL (351323),351323,,
MERCY HOSPITAL OF VALLEY CITY (351324),MERCY HOSPITAL OF VALLEY CITY (351324),351324,,
ST. LUKES HOSPITAL (351325),ST. LUKES HOSPITAL (351325),351325,,
FIRST CARE HEALTH CENTER (351326),FIRST CARE HEALTH CENTER (351326),351326,,
ST ALOISIUS MEDICAL CENTER (351327),ST ALOISIUS MEDICAL CENTER (351327),351327,,
LINTON HOSPITAL (351328),LINTON HOSPITAL (351328),351328,,
SANFORD HILLSBORO (351329),SANFORD HILLSBORO MEDICAL CENTER (351329),351329,,1
HILLSBORO MEDICAL CENTER (351329),SANFORD HILLSBORO MEDICAL CENTER (351329),351329,,1
WEST RIVER REGIONAL MEDICAL CENTER (351330),WEST RIVER REGIONAL MEDICAL CENTER (351330),351330,,
TOWNER COUNTY MEDICAL CENTER (351331),TOWNER COUNTY MEDICAL CENTER (351331),351331,,
HEART OF AMERICA MEDICAL CENTER (351332),HEART OF AMERICA MEDICAL CENTER (351332),351332,,
MERCY HOSPITAL (351333),MERCY HOSPITAL (351333),351333,,
MERCY MEDICAL CENTER (351334),MERCY MEDICAL CENTER (351334),351334,,
JAMESTOWN HOSPITAL (351335),JAMESTOWN HOSPITAL (351335),351335,1,
JAMESTOWN REGIONAL MEDICAL CENTER (351335),JAMESTOWN REGIONAL MEDICAL CENTER (351335),351335,1,
ST JOSEPHS HOSPITAL & HEALTH CTR (351336),ST JOSEPHS HOSPITAL & HEALTH CTR (351336),351336,,
STANDING ROCK IHS HOSPITAL (351364),STANDING ROCK IHS HOSPITAL (351364),351364,,
VIBRA HOSPITAL OF FARGO  LLC (352004),VIBRA HOSPITAL OF FARGO  LLC (352004),352004,1,
KINDRED HOSPITAL FARGO (352004),KINDRED HOSPITAL FARGO (352004),352004,1,
KINDRED HOSPITAL CENTRAL DAKOTAS (352005),KINDRED HOSPITAL CENTRAL DAKOTAS (352005),352005,1,
VIBRA HOSPITAL OF CENTRAL DAKOTAS  L (352005),VIBRA HOSPITAL OF CENTRAL DAKOTAS  L (352005),352005,1,
PAM REHABILITATION HOSPITAL OF FARGO (353026),PAM REHABILITATION HOSPITAL OF FARGO (353026),353026,1,
COBALT REHABILITATION FARGO (353026),COBALT REHABILITATION FARGO (353026),353026,1,
NORTH DAKOTA STATE HOSPITAL (354003),NORTH DAKOTA STATE HOSPITAL (354003),354003,,1
ND STATE HOSPITAL (354003),NORTH DAKOTA STATE HOSPITAL (354003),354003,,1
PRAIRIE ST. JOHNS (354004),PRAIRIE ST. JOHNS (354004),354004,,
RICHARD P. STADTER PSYCHIATRIC CNTR (354005),RICHARD P. STADTER PSYCHIATRIC CNTR (354005),354005,1,
RED RIVER BEHAVIORAL HEALTH SYSTEM (354005),RED RIVER BEHAVIORAL HEALTH SYSTEM (354005),354005,1,
MERCY HOSPITAL ANDERSON (360001),MERCY HOSPITAL ANDERSON (360001),360001,,
SAMARITAN REGIONAL HEALTH SYSTEM (360002),SAMARITAN REGIONAL HEALTH SYSTEM (360002),360002,1,
UH SAMARITAN MEDICAL CENTER (360002),UH SAMARITAN MEDICAL CENTER (360002),360002,1,
UNIVERSITY HOSPITAL  INC. (360003),UNIVER.OF CINCINNATI MED CENTER LLC (360003),360003,,1
UNIVER.OF CINCINNATI MED CENTER LLC (360003),UNIVER.OF CINCINNATI MED CENTER LLC (360003),360003,,1
RIVERSIDE METHODIST HOSPITAL (360006),RIVERSIDE METHODIST HOSPITAL (360006),360006,,
SOUTHERN OHIO MEDICAL CENTER (360008),SOUTHERN OHIO MEDICAL CENTER (360008),360008,,
LIMA MEMORIAL HOSPITAL (360009),LIMA MEMORIAL HOSPITAL (360009),360009,,
UNION HOSPITAL ASSOCIATION (360010),UNION HOSPITAL ASSOCIATION (360010),360010,,
MARION GENERAL (360011),MARION GENERAL HOSPITAL (360011),360011,,1
MARION GENERAL HOSPITAL (360011),MARION GENERAL HOSPITAL (360011),360011,,1
ST. ANNS HOSPITAL (360012),ST. ANNS HOSPITAL (360012),360012,,
WILSON MEMORIAL HOSPITAL (360013),WILSON MEMORIAL HOSPITAL (360013),360013,,
OBLENESS MEMORIAL HOSPITAL (360014),OBLENESS MEMORIAL HOSPITAL (360014),360014,,
JEWISH HOSPITAL OF CINCINNATI (360016),JEWISH HOSPITAL OF CINCINNATI (360016),360016,,
GRANT MEDICAL CENTER (360017),GRANT MEDICAL CENTER (360017),360017,,
SUMMA BARBERTON HOSPITAL (360019),SUMMA BARBERTON HOSPITAL (360019),360019,,
SUMMA AKRON CITY & ST. THOMAS HOSPIT (360020),SUMMA HEALTH SYSTEM (360020),360020,,1
SUMMA HEALTH SYSTEM (360020),SUMMA HEALTH SYSTEM (360020),360020,,1
FIRELANDS REGIONAL MEDICAL CENTER (360025),FIRELANDS REGIONAL MEDICAL CENTER (360025),360025,,
GREENE MEMORIAL HOSPITAL  INC. (360026),GREENE MEMORIAL HOSPITAL  INC. (360026),360026,,
AKRON GENERAL MEDICAL CENTER (360027),AKRON GENERAL MEDICAL CENTER (360027),360027,,
WOOD COUNTY HOSPITAL (360029),WOOD COUNTY HOSPITAL (360029),360029,,
JOINT TOWNSHIP DISTRICT MEMORIAL HOS (360032),JOINT TOWNSHIP DISTRICT MEMORIAL HOS (360032),360032,,
MOUNT CARMEL HEALTH (360035),MOUNT CARMEL HEALTH (360035),360035,,
